,objectId,marriageStatus,occupation,educationLevel,latitude,longitude,age,sex,clustersByLoc,province,yearsLivedinThisHouse,waterAccess,typeofWaterdoyoudrink,latrineAccess,conditionoFloorinyourhouse,conditionoRoofinyourhouse,medicalproblemswheredoyougo,dentalproblemswheredoyougo,biggestproblemofcommunity,timesperweektrashcollected,wheretrashleftbetweenpickups,numberofIndividualsLivingintheHouse,numberofChildrenLivinginHouseUndertheAgeof5,houseownership,bathroomAccess
0,lLkC5HGPOC,widow,Ama de casa,lessThanprimary,18.91441565474394,-70.7456415519777,67.0,female,1,San Pedro de Macoris,1-2,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Roads,1-2,other,1,0,rented,
1,gIoG2SAL99,widow,Other,lessThanprimary,18.91419571360472,-70.74628612033159,80.0,male,1,San Pedro de Macoris,moreThan10,1AWeek,bottled,Y,cementPoor,poor,Other Hospital,Dentist,Roads,1-2,other,5,0,owned,
2,GiArohoFUo,married,Other,college,18.9104736,-70.747658,41.0,female,1,San Pedro de Macoris,moreThan10,2-3AWeek,tap,Y,cementWorking,,Other,Clinic,Other,3-5,other,4,0,,
3,rnNw8AxEix,single,Ama de casa,primary,18.9104841,-70.74765009999999,40.0,female,1,San Pedro de Macoris,moreThan10,4-6AWeek,bottled,Y,cementWorking,working,Other Hospital,Other,Water,1-2,other,4,0,,
4,YBLTPHNqsH,concubine,Other,lessThanprimary,18.915163404325874,-70.74162561453015,59.0,male,1,San Pedro de Macoris,moreThan10,2-3AWeek,bottled,Y,cementWorking,working,Clinic,Other,Other,1-2,street,4,0,,
5,jTRfVVHAHN,single,Other,lessThanprimary,18.915447425114838,-70.74173416017624,70.0,male,1,San Pedro de Macoris,lessThan1,Never,bottled,Y,cementPoor,poor,Other Hospital,Other,Water,Unknown,street,4,0,,
6,znX6B0Q8b5,single,Ama de casa,college,18.91553656665507,-70.7418601401809,28.0,female,1,San Pedro de Macoris,lessThan1,2-3AWeek,bottled,Y,dirtWorking,working,Clinic,Other,Other,3-5,street,4,0,,
7,mr2QErRyOM,married,Other,someHighSchool,18.91573584640297,-70.74194806634517,41.0,male,1,San Pedro de Macoris,moreThan10,2-3AWeek,bottled,N,dirtWorking,working,Clinic,Other,Unemployment,1-2,street,4,0,,
8,TZLbc8HOO9,widow,Ama de casa,lessThanprimary,18.91589225271616,-70.74179727590713,94.0,female,1,San Pedro de Macoris,moreThan10,2-3AWeek,bottled,Y,dirtPoor,working,Other Hospital,Other,Other,1-2,street,4,0,,
9,0KnEhDX7mk,married,Ama de casa,lessThanprimary,18.91552182464666,-70.74113779658728,54.0,female,1,San Pedro de Macoris,3-4,2-3AWeek,bottled,Y,dirtWorking,working,Other Hospital,Other Hospital,Other,1-2,street,4,0,,
10,3GW1E8tsqh,single,Other,highschool,18.905222100000003,-70.74934240000002,32.0,female,1,San Pedro de Macoris,5-10,4-6AWeek,bottled,Y,cementPoor,working,Other Hospital,Clinic,Other,1-2,outside house,4,0,,
11,RajJ65fc9S,single,Other,highschool,18.915659442781926,-70.74131262247687,62.0,female,1,San Pedro de Macoris,moreThan10,1AWeek,bottled,Y,dirtWorking,working,Other,Other,Other,1-2,street,4,0,,
12,O7iYx90krp,married,Ama de casa,highschool,18.9063185,-70.7501045,34.0,female,1,San Pedro de Macoris,3-4,everyday,bottled,Y,cementPoor,working,Other,Other,Other,1-2,outside house,4,0,,
13,KccFyIxQJC,single,Ama de casa,someHighSchool,18.915332664146003,-70.74057986561746,23.0,female,1,San Pedro de Macoris,lessThan1,2-3AWeek,bottled,Y,dirtWorking,working,Other Hospital,Other,Water,1-2,street,4,0,,
14,SAEiO6tSlJ,concubine,Other,lessThanprimary,18.9031869,-70.7482554,41.0,female,1,San Pedro de Macoris,moreThan10,2-3AWeek,tap,Y,dirtPoor,poor,Other,Other,Delinquents,1-2,outside house,4,0,,
15,B1wK5USeq7,married,Ama de casa,highschool,18.9063254,-70.7499999,27.0,female,1,San Pedro de Macoris,1-2,2-3AWeek,bottled,Y,cementWorking,poor,Other,Other,Other,1-2,outside house,4,0,,
16,GEoANM3n9Y,single,Other,lessThanprimary,18.9065896,-70.7511702,44.0,female,1,San Pedro de Macoris,moreThan10,1AWeek,tap,Y,cementPoor,working,Other Hospital,Dentist,Other,1-2,other,4,0,,
17,APd9DjCZZ8,married,Ninguna,college,18.901333976554593,-70.75776329270634,30.0,female,1,San Pedro de Macoris,3-4,Never,bottled,Y,dirtWorking,working,Other,Other,Water,Unknown,other,4,0,,
18,SDsK4BRlDe,concubine,Other,lessThanprimary,18.9053839,-70.7503339,47.0,male,1,San Pedro de Macoris,3-4,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Roads,1-2,outside house,4,0,,
19,RQ5aRGHKXu,widow,Ama de casa,primary,18.9051864,-70.7505792,72.0,female,1,San Pedro de Macoris,moreThan10,2-3AWeek,bottled,Y,cementPoor,poor,Other Hospital,Dentist,Other,1-2,other,4,0,,
20,7bF6YFxuIz,single,Ama de casa,primary,18.901360411377247,-70.75742881420675,61.0,female,1,San Pedro de Macoris,moreThan10,4-6AWeek,tap,Y,cementPoor,poor,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
21,neoEkosSeM,single,Ninguna,highschool,18.901163656282147,-70.75772171846661,29.0,female,1,San Pedro de Macoris,5-10,1AMonth,bottled,Y,dirtWorking,working,Other Hospital,Other Hospital,Water,Unknown,street,4,0,,
22,DQN82bQNPI,single,Ama de casa,primary,18.9052828,-70.750225,28.0,female,1,San Pedro de Macoris,lessThan1,2-3AWeek,bottled,Y,cementWorking,poor,Clinic,Other Hospital,Other,1-2,outside house,4,0,,
23,FZwlRTaK8F,single,Ama de casa,highschool,18.901692219096144,-70.7582631894115,27.0,female,1,San Pedro de Macoris,moreThan10,2-3AWeek,bottled,Y,cementPoor,working,Other Hospital,Dentist,Water,1-2,street,4,0,,
24,eLmW6jI7S6,married,Ama de casa,lessThanprimary,18.90154867900433,-70.75813771232102,66.0,female,1,San Pedro de Macoris,5-10,2-3AWeek,bottled,Y,dirtWorking,working,Other Hospital,Other,Water,Unknown,outside house,4,0,,
25,UZ6q1Bjktz,concubine,Ama de casa,college,18.901581703702828,-70.75860793708894,26.0,female,1,San Pedro de Macoris,3-4,1AWeek,bottled,Y,dirtWorking,working,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
26,Gl5VvFzJaD,single,Other,college,18.901613806391975,-70.758956959537,2.0,female,1,San Pedro de Macoris,1-2,2-3AWeek,bottled,Y,,,Clinic,Other Hospital,Water,Unknown,outside house,4,0,,
27,nYGqujwrX6,married,Other,college,18.9106198,-70.7478837,50.0,male,1,San Pedro de Macoris,moreThan10,4-6AWeek,bottled,Y,cementWorking,working,Clinic,Other,Other,1-2,other,4,0,,
28,OCdBbUeEwN,single,Ninguna,highschool,18.90202439391884,-70.7593422756258,28.0,female,1,San Pedro de Macoris,lessThan1,Never,bottled,Y,dirtWorking,working,Clinic,Clinic,Water,Unknown,outside house,4,0,,
29,0FfwWMlQ8z,married,Other,college,18.9109359,-70.7475121,50.0,male,1,San Pedro de Macoris,moreThan10,4-6AWeek,bottled,Y,cementWorking,working,Other,Other,Other,1-2,other,4,0,,
30,DFwdvyWcGG,single,Other,lessThanprimary,18.9053839,-70.7503339,55.0,male,1,San Pedro de Macoris,5-10,everyday,bottled,Y,cementPoor,poor,Other Hospital,Other Hospital,Roads,1-2,outside house,4,0,,
31,qe7QtNWbPu,single,Other,primary,18.9053547,-70.75039790000002,33.0,female,1,San Pedro de Macoris,1-2,everyday,bottled,Y,cementPoor,poor,Other Hospital,Dentist,Roads,1-2,outside house,4,0,,
32,8SbJkpm1HS,concubine,Other,someHighSchool,18.9052203,-70.7505523,24.0,female,1,San Pedro de Macoris,lessThan1,1AWeek,bottled,Y,cementWorking,working,Clinic,Dentist,Roads,1-2,other,4,0,,
33,Or5K0WKPm3,single,Ama de casa,college,18.9051807,-70.75059159999998,27.0,female,1,San Pedro de Macoris,1-2,everyday,bottled,Y,cementPoor,poor,Other,Dentist,Delinquents,1-2,outside house,4,0,,
34,94Syqn5HDk,widow,Other,primary,18.9100311,-70.74780600000003,65.0,female,1,San Pedro de Macoris,moreThan10,4-6AWeek,bottled,Y,cementPoor,working,Clinic,Clinic,Garbage,1-2,other,4,0,,
35,0R4Dn7PLkT,concubine,Ama de casa,lessThanprimary,18.9051864,-70.7505792,60.0,female,1,San Pedro de Macoris,5-10,everyday,tap,Y,cementPoor,poor,Clinic,Other,Roads,1-2,other,4,0,,
36,0R4Dn7PLkT,concubine,Ama de casa,lessThanprimary,18.9051864,-70.7505792,60.0,female,1,San Pedro de Macoris,5-10,1AWeek,tap,Y,cementWorking,working,Clinic,Other Hospital,Roads,1-2,street,2,1,rented,
37,bpoy1ufQmf,single,Ama de casa,lessThanprimary,18.9051864,-70.7505792,29.0,female,1,San Pedro de Macoris,5-10,2-3AWeek,bottled,Y,cementPoor,working,Other Hospital,Dentist,Roads,1-2,other,4,0,,
38,podEmwBg6G,single,Ama de casa,lessThanprimary,18.903121626953503,-70.7587362640265,57.0,female,1,San Pedro de Macoris,moreThan10,1AWeek,tap,Y,dirtWorking,working,Other,Dentist,Roads,Unknown,outside house,4,0,,
39,5Tv47EWCwt,concubine,Ama de casa,lessThanprimary,18.9051843,-70.750551,53.0,female,1,San Pedro de Macoris,lessThan1,2-3AWeek,bottled,Y,cementWorking,working,Other,Dentist,Other,1-2,other,4,0,,
40,4UPAxCvTvX,concubine,Ama de casa,lessThanprimary,18.9051984,-70.7503235,25.0,female,1,San Pedro de Macoris,5-10,everyday,bottled,Y,dirtPoor,poor,Clinic,Other Hospital,Roads,1-2,other,4,0,,
41,PXysyewzgq,single,Ninguna,lessThanprimary,18.903121626953503,-70.7587362640265,50.0,female,1,San Pedro de Macoris,lessThan1,2-3AWeek,bottled,Y,cementPoor,working,Other Hospital,Other Hospital,Roads,Unknown,outside house,4,0,,
42,keG3GZFJkj,single,Other,highschool,18.9107375,-70.74754329999998,22.0,male,1,San Pedro de Macoris,moreThan10,4-6AWeek,tap,Y,cementPoor,poor,Other Hospital,Other,Other,1-2,other,4,0,,
43,keG3GZFJkj,single,Other,highschool,18.9107375,-70.74754329999998,22.0,male,1,San Pedro de Macoris,moreThan10,4-6AWeek,bottled,Y,cementPoor,poor,Other Hospital,Other,Other,1-2,other,4,0,,
44,uUHbPLGrg1,single,Ama de casa,highschool,18.9051864,-70.7505792,21.0,female,1,San Pedro de Macoris,moreThan10,everyday,bottled,Y,cementWorking,working,Other Hospital,Dentist,Delinquents,1-2,other,4,0,,
45,IBF2UwJoY7,concubine,Ama de casa,someHighSchool,18.9051864,-70.7505792,21.0,female,1,San Pedro de Macoris,lessThan1,everyday,tap,Y,cementWorking,working,Other,Dentist,Water,1-2,other,4,0,,
46,YF34QH25ez,widow,Ama de casa,lessThanprimary,18.9051864,-70.7505792,66.0,female,1,San Pedro de Macoris,moreThan10,everyday,bottled,Y,cementPoor,poor,Other Hospital,Other,Roads,1-2,other,4,0,,
47,fKFtPmH62L,free_union,Ama de casa,highschool,18.9051864,-70.7505792,24.0,female,1,San Pedro de Macoris,1-2,everyday,bottled,Y,cementPoor,working,Clinic,Other,Other,1-2,street,4,0,,
48,zPTiefSghK,widow,Other,lessThanprimary,18.906027,-70.7508753,66.0,female,1,San Pedro de Macoris,moreThan10,everyday,bottled,Y,cementWorking,working,Other,Dentist,Delinquents,1-2,outside house,4,0,,
49,dSwjnmLhTM,single,Agriculture,lessThanprimary,18.9051864,-70.7505792,54.0,female,1,San Pedro de Macoris,1-2,everyday,tap,Y,cementWorking,working,Other Hospital,Other Hospital,Roads,1-2,outside house,4,0,,
50,Vbq0GTl5e0,concubine,Ama de casa,lessThanprimary,18.9051864,-70.7505792,48.0,female,1,San Pedro de Macoris,moreThan10,1AMonth,tap,Y,cementWorking,working,Other,Dentist,Roads,1-2,other,4,0,,
51,EgeOrfRAzO,single,Ama de casa,lessThanprimary,18.912741118128327,-70.74441360316308,67.0,female,1,San Pedro de Macoris,moreThan10,everyday,bottled,Y,dirtWorking,working,Other Hospital,Dentist,Delinquents,Unknown,street,4,0,,
52,yiyJX4Ez4E,single,Ama de casa,college,18.912779549154372,-70.7444472145948,43.0,female,1,San Pedro de Macoris,1-2,everyday,bottled,Y,dirtPoor,poor,Clinic,Other,Other,1-2,street,4,0,,
53,cx89qDZowO,concubine,Other,college,18.9163858,-70.74314229999997,37.0,female,1,San Pedro de Macoris,lessThan1,2-3AWeek,bottled,Y,cementWorking,working,Clinic,Other,Water,1-2,other,4,0,,
54,ctAgZpcOZ7,single,Comerciante,lessThanprimary,18.9127534,-70.7451146,72.0,male,1,San Pedro de Macoris,moreThan10,Never,bottled,Y,dirtPoor,poor,Other Hospital,Other,Delinquents,1-2,street,4,0,,
55,v1WRHN7pC1,single,Other,someHighSchool,18.9163858,-70.74314229999997,36.0,male,1,San Pedro de Macoris,1-2,2-3AWeek,bottled,Y,cementWorking,working,Clinic,Dentist,Water,1-2,outside house,4,0,,
56,chqazonkeq,married,Other,lessThanprimary,18.903153645823625,-70.75869167230162,61.0,female,1,San Pedro de Macoris,5-10,1AWeek,tap,Y,cementWorking,working,Clinic,Dentist,Water,Unknown,outside house,4,0,,
57,HYYhzdpTkN,concubine,Ama de casa,primary,18.905531547167712,-70.74850497630135,50.0,female,1,San Pedro de Macoris,moreThan10,1AWeek,tap,Y,cementPoor,working,Clinic,Dentist,Water,1-2,other,4,0,,
58,fxoTnUUTfS,married,Ama de casa,lessThanprimary,18.903375147528827,-70.7579307085742,45.0,female,1,San Pedro de Macoris,1-2,4-6AWeek,bottled,Y,dirtPoor,poor,Other Hospital,Other Hospital,Water,Unknown,street,4,0,,
59,6NTez2OazB,concubine,Other,lessThanprimary,18.90364856438206,-70.7578750994178,55.0,female,1,San Pedro de Macoris,moreThan10,2-3AWeek,bottled,Y,cementWorking,working,Clinic,Clinic,Water,Unknown,outside house,4,0,,
60,EcZgpHXlpN,single,Ama de casa,primary,18.90364856438206,-70.7578750994178,62.0,female,1,San Pedro de Macoris,moreThan10,1AMonth,tap,Y,cementPoor,working,Other Hospital,Other,Water,1-2,other,4,0,,
61,37HmEJqGDb,married,Other,college,18.905531538015765,-70.74850507305,2.0,female,1,San Pedro de Macoris,moreThan10,2-3AWeek,bottled,Y,cementWorking,working,Other,Dentist,Water,Unknown,outside house,4,0,,
62,KD4ggf7ErJ,single,Other,highschool,18.905431717150968,-70.74878042848957,26.0,male,1,San Pedro de Macoris,moreThan10,2-3AWeek,bottled,Y,cementWorking,working,Other,Dentist,Water,Unknown,street,4,0,,
63,51C0mdJ9Zk,concubine,Ama de casa,primary,18.90205486213686,-70.75862931094203,67.0,female,1,San Pedro de Macoris,moreThan10,1AMonth,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
64,R4SSTHwDXI,married,Ninguna,lessThanprimary,18.90205486213686,-70.75862931094203,47.0,male,1,San Pedro de Macoris,5-10,1AMonth,bottled,Y,cementPoor,poor,Other Hospital,Other Hospital,Water,Unknown,other,4,0,,
65,NUs2IAEypI,single,Ama de casa,highschool,18.90258882228799,-70.75878875978698,28.0,female,1,San Pedro de Macoris,moreThan10,1AMonth,bottled,Y,cementPoor,poor,Other,Dentist,Water,1-2,street,4,0,,
66,YZmxsG08CL,married,Other,lessThanprimary,18.902585771883746,-70.7587619126502,47.0,female,1,San Pedro de Macoris,5-10,Never,bottled,Y,dirtWorking,working,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
67,UnqsTjlLKx,single,Ama de casa,lessThanprimary,18.902585771883746,-70.7587619126502,29.0,female,1,San Pedro de Macoris,moreThan10,Never,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
68,4UN56rfOMW,single,Ninguna,lessThanprimary,18.902585771883746,-70.7587619126502,46.0,female,1,San Pedro de Macoris,moreThan10,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
69,YY5pwmiFEh,married,Ama de casa,highschool,18.9488775,-70.68603420000002,44.0,female,1,San Pedro de Macoris,1-2,Never,tap,Y,cementWorking,working,Other Hospital,Other Hospital,Other,1-2,outside house,4,0,,
70,8WdGLnzSA1,married,Ama de casa,primary,18.9488775,-70.68603420000002,47.0,female,1,San Pedro de Macoris,moreThan10,,,,,,Other,Other,Water,0,other,4,0,,
71,8WdGLnzSA1,married,Ama de casa,primary,18.9488775,-70.68603420000002,47.0,female,1,San Pedro de Macoris,moreThan10,Never,tap,Y,cementWorking,working,Other Hospital,Other,Water,1-2,outside house,4,0,,
72,2xoBEEBRNY,single,Other,highschool,18.9134683,-70.7452783,21.0,female,1,San Pedro de Macoris,1-2,everyday,bottled,Y,cementWorking,working,Other Hospital,Other,Other,1-2,street,4,0,,
73,wz9GWenAFh,single,Agriculture,primary,18.9488775,-70.68603420000002,49.0,male,1,San Pedro de Macoris,1-2,Never,bottled,Y,dirtPoor,working,Other Hospital,Other,Water,1-2,outside house,4,0,,
74,v9o66WwNVu,single,Other,highschool,18.913108,-70.7449165,49.0,male,1,San Pedro de Macoris,moreThan10,everyday,bottled,Y,cementWorking,working,Clinic,Other,Other,1-2,street,4,0,,
75,0XMIDfH8P1,married,Other,someHighSchool,18.9488775,-70.68603420000002,68.0,male,1,San Pedro de Macoris,5-10,Never,tap,Y,cementWorking,working,Clinic,Other,Water,1-2,outside house,2,0,owned,
76,hedb8FBtgj,single,Ama de casa,lessThanprimary,18.9135025,-70.74517850000002,64.0,female,1,San Pedro de Macoris,3-4,everyday,bottled,Y,cementPoor,working,Other Hospital,Other,Delinquents,1-2,street,4,0,,
77,C2fzmVTTgC,single,Other,highschool,18.9142132,-70.74156500000002,51.0,male,1,San Pedro de Macoris,1-2,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Water,1-2,outside house,4,0,,
78,Fw263aKd5O,married,Other,primary,18.9151404,-70.74240999999998,47.0,male,1,San Pedro de Macoris,5-10,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Delinquents,1-2,outside house,4,0,,
79,EtIFTBgZPA,single,Ama de casa,primary,18.9145125,-70.7430261,43.0,female,1,San Pedro de Macoris,1-2,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Water,1-2,outside house,4,0,,
80,ijUdAzhpCe,married,Other,highschool,18.9143581,-70.7428573,47.0,male,1,San Pedro de Macoris,lessThan1,2-3AWeek,bottled,Y,cementWorking,working,Other,Dentist,Other,1-2,outside house,4,0,,
81,gd910u1tKZ,married,Other,highschool,18.9151571,-70.74238840000002,56.0,male,1,San Pedro de Macoris,1-2,2-3AWeek,bottled,Y,cementWorking,working,Clinic,Dentist,Water,1-2,outside house,4,0,,
82,gd910u1tKZ,married,Other,highschool,18.9151571,-70.74238840000002,56.0,male,1,San Pedro de Macoris,moreThan10,2-3AWeek,bottled,Y,cementPoor,working,Other Hospital,Other Hospital,Roads,1-2,street,3,0,owned,
83,DDiPRcC73G,married,Other,college,18.9159676,-70.74217209999998,55.0,female,1,San Pedro de Macoris,lessThan1,2-3AWeek,bottled,Y,cementWorking,working,Clinic,Dentist,Other,1-2,outside house,4,0,,
84,X4gm8UiH9J,single,Other,someHighSchool,18.9109359,-70.7475121,20.0,male,1,San Pedro de Macoris,5-10,4-6AWeek,bottled,Y,cementWorking,working,Clinic,Other,Water,1-2,other,4,0,,
85,X4gm8UiH9J,single,Other,someHighSchool,18.9109359,-70.7475121,20.0,male,1,San Pedro de Macoris,5-10,4-6AWeek,bottled,Y,cementWorking,working,Other,Other,Water,3-5,other,4,0,,
86,ZaBuUzMf4e,married,Other,college,18.9008483,-70.7397066,26.0,female,1,San Pedro de Macoris,1-2,everyday,bottled,Y,cementWorking,working,Other,Other,Garbage,1-2,other,4,0,,
87,ZaBuUzMf4e,married,Other,college,18.9008483,-70.7397066,26.0,female,1,San Pedro de Macoris,1-2,everyday,bottled,Y,cementWorking,working,Clinic,Dentist,Other,1-2,sidewalk,4,2,owned,
88,mkgfUj0Kfs,single,Ama de casa,lessThanprimary,18.9104665,-70.7476588,46.0,female,1,San Pedro de Macoris,3-4,4-6AWeek,bottled,Y,cementWorking,working,Other,Other,Garbage,3-5,other,4,0,,
89,s6g6lAatce,single,Other,someHighSchool,18.9109359,-70.7475121,46.0,female,1,San Pedro de Macoris,3-4,4-6AWeek,bottled,Y,cementWorking,working,Other,Other,Garbage,3-5,other,4,0,,
90,tFt6s0F1wM,concubine,Other,someCollege,19.473153957368524,-70.71800658768467,45.0,female,2,Santiago,moreThan10,everyday,tap,Y,dirtPoor,poor,Clinic,Other Hospital,Roads,Unknown,street,5,0,owned,
91,UKZTtutBjC,concubine,Ninguna,lessThanprimary,18.902311222645363,-70.75930095284316,48.0,female,1,San Pedro de Macoris,5-10,2-3AWeek,tap,Y,cementWorking,working,Clinic,Clinic,Roads,1-2,outside house,2,0,owned,
92,4ugIyaG340,concubine,Other,someHighSchool,18.901922889071425,-70.75990344404312,48.0,female,1,San Pedro de Macoris,moreThan10,1AMonth,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Water,1-2,outside house,8,1,owned,
93,4ugIyaG340,concubine,Other,someHighSchool,18.901922889071425,-70.75990344404312,48.0,female,1,San Pedro de Macoris,lessThan1,4-6AWeek,bottled,Y,cementWorking,working,Clinic,Dentist,Roads,1-2,street,2,1,rented,
94,4ugIyaG340,concubine,Other,someHighSchool,18.901922889071425,-70.75990344404312,48.0,female,1,San Pedro de Macoris,lessThan1,4-6AWeek,bottled,Y,cementWorking,working,Clinic,Dentist,Roads,1-2,street,2,0,rented,
95,JdM7v7vcxi,married,Ama de casa,highschool,18.9489087,-70.6861588,27.0,female,1,San Pedro de Macoris,3-4,everyday,tap,Y,cementWorking,poor,Clinic,Other Hospital,Water,1-2,outside house,7,3,owned,
96,YDAoFcHA1Y,concubine,Agriculture,lessThanprimary,18.902442845416214,-70.75838432098797,66.0,male,1,San Pedro de Macoris,moreThan10,1AMonth,tap,Y,dirtWorking,working,Other Hospital,Other Hospital,Roads,1-2,outside house,3,0,owned,
97,830aOQCTgZ,concubine,Ama de casa,lessThanprimary,18.901965511049053,-70.75943456037972,2.0,female,1,San Pedro de Macoris,moreThan10,1AWeek,tap,Y,dirtWorking,working,Other,Other Hospital,Other,0,street,2,0,owned,
98,DcNcrFI6Aa,single,Other,lessThanprimary,18.90195926653119,-70.75958501554166,29.0,male,1,San Pedro de Macoris,3-4,1AWeek,tap,Y,cementWorking,working,Other Hospital,Other Hospital,Other,1-2,outside house,1,0,owned,
99,0ABojeui4H,single,Other,highschool,18.9110188,-70.74760450000002,21.0,female,1,San Pedro de Macoris,lessThan1,4-6AWeek,bottled,Y,cementWorking,working,Other Hospital,Clinic,Delinquents,1-2,sidewalk,4,0,,
100,L8WZCfSfGp,single,Other,someHighSchool,18.9104844,-70.7477207,22.0,female,1,San Pedro de Macoris,moreThan10,4-6AWeek,tap,Y,cementWorking,working,Other Hospital,Other,Delinquents,1-2,sidewalk,4,0,,
101,wtKCes5yFM,married,Ama de casa,lessThanprimary,18.9108992,-70.7475735,54.0,female,1,San Pedro de Macoris,moreThan10,1AWeek,bottled,Y,cementWorking,working,Other,Other,Lighting,1-2,sidewalk,4,1,rented,
102,2H4TYUo6aK,single,Ama de casa,lessThanprimary,18.9104498,-70.7476646,49.0,female,1,San Pedro de Macoris,lessThan1,4-6AWeek,tap,Y,cementWorking,working,Other Hospital,Other,Garbage,1-2,street,4,0,,
103,waLKHu6hTv,married,Ama de casa,highschool,18.9489087,-70.6861588,48.0,female,1,San Pedro de Macoris,5-10,Never,tap,Y,cementWorking,working,Other Hospital,Other,Water,1-2,outside house,4,0,owned,
104,9VdOKGWkR2,single,Ama de casa,highschool,18.9101467,-70.7478088,29.0,female,1,San Pedro de Macoris,lessThan1,everyday,bottled,Y,cementWorking,working,Other,Other,Other,1-2,sidewalk,1,2,rented,
105,40AWZJpsVF,single,Ama de casa,lessThanprimary,18.9101402,-70.7477942,25.0,female,1,San Pedro de Macoris,moreThan10,4-6AWeek,bottled,Y,cementWorking,working,Other Hospital,Other,Other,1-2,sidewalk,4,0,,
106,dQdl8a6LqM,married,Ama de casa,primary,18.9489087,-70.6861588,39.0,female,1,San Pedro de Macoris,5-10,everyday,bottled,Y,cementWorking,working,Other,Other Hospital,Water,1-2,outside house,5,0,owned,
107,fYDc9VS7Su,married,Ama de casa,lessThanprimary,18.9472111,-70.6812252,26.0,female,1,San Pedro de Macoris,5-10,everyday,tap,Y,dirtPoor,poor,Other Hospital,Other,Other,1-2,outside house,6,0,owned,
108,bY5jysdh2c,single,Other,primary,18.9489087,-70.6861588,59.0,male,1,San Pedro de Macoris,moreThan10,Never,tap,Y,cementWorking,poor,Clinic,Other,Other,1-2,outside house,1,0,owned,
109,HfIchzOysE,single,Agriculture,primary,18.9472111,-70.6812252,29.0,male,1,San Pedro de Macoris,5-10,everyday,tap,Y,cementWorking,working,Other Hospital,Clinic,Water,1-2,outside house,1,0,rented,
110,DKk2YZodCT,single,Ama de casa,lessThanprimary,18.9489087,-70.6861588,56.0,female,1,San Pedro de Macoris,moreThan10,everyday,tap,Y,cementWorking,working,Other Hospital,Other,Other,1-2,outside house,4,0,owned,
111,TnPbt5VF9r,married,Agriculture,primary,18.9472111,-70.6812252,51.0,male,1,San Pedro de Macoris,5-10,Never,tap,Y,cementPoor,poor,Other Hospital,Other,Water,1-2,outside house,5,0,owned,
112,09adCfNa0B,married,Ama de casa,lessThanprimary,18.9489087,-70.6861588,47.0,female,1,San Pedro de Macoris,5-10,Never,bottled,Y,cementPoor,poor,Clinic,Other,Water,1-2,outside house,5,0,owned,
113,5qrfFKSFQR,single,Other,lessThanprimary,18.9325487,-70.6799009,37.0,female,1,San Pedro de Macoris,moreThan10,2-3AWeek,bottled,Y,cementWorking,poor,Clinic,Other,Water,1-2,outside house,4,0,owned,
114,0RfMgTjZY4,single,Other,highschool,18.91100640502414,-70.74721653184365,19.0,female,1,San Pedro de Macoris,3-4,everyday,bottled,Y,dirtPoor,poor,Clinic,Other,Other,1-2,outside house,2,0,owned,
115,0RfMgTjZY4,single,Other,highschool,18.91100640502414,-70.74721653184365,19.0,female,1,San Pedro de Macoris,,2-3AWeek,bottled,Y,cementPoor,working,Other,Other,Other,1-2,other,2,0,rented,
116,c3hFsWRZik,married,Agriculture,lessThanprimary,18.9489087,-70.6861588,23.0,male,1,San Pedro de Macoris,1-2,Never,bottled,Y,cementWorking,poor,Other,Other,Water,1-2,outside house,2,0,owned,
117,H8Yt8qVaa5,married,Ama de casa,highschool,18.9472111,-70.6812252,24.0,female,1,San Pedro de Macoris,1-2,everyday,bottled,Y,cementWorking,working,Other,Clinic,Other,1-2,outside house,3,1,owned,
118,AZOorQNq23,single,Agriculture,highschool,18.9325487,-70.6799009,21.0,male,1,San Pedro de Macoris,moreThan10,Never,tap,Y,cementWorking,working,Other Hospital,Other,Water,1-2,outside house,5,0,rented,
119,kkG1WOHI9o,married,Other,lessThanprimary,18.9489087,-70.6861588,54.0,male,1,San Pedro de Macoris,5-10,Never,tap,Y,cementWorking,working,Other Hospital,Clinic,Water,1-2,outside house,5,0,owned,
120,oj584wMIUX,single,Ama de casa,lessThanprimary,18.9165784,-70.7431051,75.0,female,1,San Pedro de Macoris,1-2,2-3AWeek,tap,Y,cementWorking,working,Other Hospital,Other,Delinquents,1-2,outside house,4,0,owned,
121,C0oR9ZkOWL,concubine,Ama de casa,highschool,18.9165784,-70.7431051,20.0,female,1,San Pedro de Macoris,lessThan1,2-3AWeek,bottled,Y,cementPoor,working,Other Hospital,Other,Other,1-2,other,3,1,rented,
