,objectId,marriageStatus,occupation,educationLevel,latitude,longitude,age,sex,clustersByLoc,province,yearsLivedinThisHouse,waterAccess,typeofWaterdoyoudrink,latrineAccess,conditionoFloorinyourhouse,conditionoRoofinyourhouse,medicalproblemswheredoyougo,dentalproblemswheredoyougo,biggestproblemofcommunity,timesperweektrashcollected,wheretrashleftbetweenpickups,numberofIndividualsLivingintheHouse,numberofChildrenLivinginHouseUndertheAgeof5,houseownership,bathroomAccess
323,GaCBoP3u6F,single,Estudiante,highschool,18.9018002,-70.7490264,19.0,male,1,San Pedro de Macoris,1-2,2-3AWeek,bottled,Y,cementWorking,working,Other,Other,Water,1-2,other,3,0,rented,
324,g2uJMWZh74,single,Other,college,18.9018002,-70.7490264,35.0,male,1,San Pedro de Macoris,1-2,2-3AWeek,bottled,Y,cementWorking,working,Clinic,Other,Water,1-2,outside house,3,0,rented,
325,R3jtYq96i2,concubine,Ama de casa,someHighSchool,18.9008483,-70.7397066,48.0,female,1,San Pedro de Macoris,moreThan10,everyday,bottled,Y,cementWorking,working,Clinic,Other,Other,1-2,sidewalk,5,0,owned,
326,29SOvOJrnh,concubine,Other,someHighSchool,18.9008483,-70.7397066,53.0,male,1,San Pedro de Macoris,moreThan10,everyday,bottled,Y,cementWorking,working,Clinic,Other,Roads,1-2,sidewalk,5,0,owned,
327,dc8aJaBYyY,concubine,Ama de casa,primary,18.9160804,-70.7450458,26.0,female,1,San Pedro de Macoris,moreThan10,4-6AWeek,bottled,Y,cementPoor,working,Other Hospital,Other,Roads,1-2,outside house,3,2,owned,
328,FCWAO3TJj8,concubine,Ama de casa,lessThanprimary,18.9165889,-70.7431207,44.0,female,1,San Pedro de Macoris,moreThan10,2-3AWeek,tap,Y,cementPoor,poor,Other Hospital,Other,Roads,1-2,outside house,3,0,rented,
329,h4hoxDfTDq,single,Agriculture,someHighSchool,18.9163927,-70.7447825,31.0,male,1,San Pedro de Macoris,moreThan10,4-6AWeek,bottled,Y,cementWorking,working,Other Hospital,Dentist,Water,1-2,outside house,2,0,owned,
330,iHBJdNjIH7,free_union,Ama de casa,lessThanprimary,18.9156324,-70.7451557,79.0,female,1,San Pedro de Macoris,moreThan10,4-6AWeek,tap,Y,cementPoor,poor,Other Hospital,Dentist,Water,1-2,outside house,5,0,owned,
331,iJWEGDrAeR,concubine,Other,lessThanprimary,18.9165889,-70.7431207,48.0,male,1,San Pedro de Macoris,moreThan10,2-3AWeek,bottled,Y,dirtPoor,poor,Other Hospital,Dentist,Water,1-2,outside house,6,1,rented,
332,QEAqFs5ppg,concubine,Ama de casa,lessThanprimary,18.9163681,-70.74511159999999,25.0,female,1,San Pedro de Macoris,moreThan10,4-6AWeek,bottled,Y,cementPoor,working,Other Hospital,Dentist,Water,1-2,outside house,6,1,rented,
333,ZFtB7diK56,concubine,Other,lessThanprimary,18.9165889,-70.7431207,45.0,female,1,San Pedro de Macoris,3-4,2-3AWeek,bottled,Y,cementPoor,poor,Other Hospital,Other,Water,1-2,outside house,2,0,rented,
334,fkm2IRSEom,concubine,Other,lessThanprimary,18.9166187,-70.7451267,22.0,male,1,San Pedro de Macoris,5-10,2-3AWeek,tap,Y,cementPoor,poor,Other Hospital,Dentist,Roads,1-2,outside house,2,0,rented,
335,HCtpSzHwD9,single,Ama de casa,lessThanprimary,19.2964862,-70.2510637,79.0,female,2,Santiago,moreThan10,everyday,bottled,Y,cementPoor,poor,Other Hospital,Other,Delinquents,1-2,outside house,1,0,owned,
336,PQvPCsMWkG,single,Ama de casa,lessThanprimary,18.9127553,-70.7451582,83.0,female,1,San Pedro de Macoris,moreThan10,everyday,tap,Y,cementWorking,poor,Other Hospital,Other,Delinquents,1-2,street,4,0,,
337,fmaYq7acz5,married,Agriculture,highschool,18.9127549,-70.7478837,86.0,male,1,San Pedro de Macoris,moreThan10,everyday,tap,Y,cementPoor,poor,Clinic,Clinic,Delinquents,1-2,outside house,2,0,owned,
338,1IpuEYAWMJ,single,Agriculture,lessThanprimary,19.2964862,-70.2510637,40.0,male,2,Santiago,moreThan10,everyday,bottled,Y,cementPoor,poor,Other Hospital,Other,Other,1-2,outside house,3,0,rented,
339,A2NtjQ5Y9p,single,Other,primary,18.9127553,-70.7451582,95.0,male,1,San Pedro de Macoris,moreThan10,everyday,tap,Y,dirtWorking,poor,Clinic,Other,Delinquents,1-2,street,4,0,,
340,d75MZx5pU5,married,Other,primary,18.9127175,-70.74454920000002,85.0,male,1,San Pedro de Macoris,moreThan10,everyday,tap,Y,cementPoor,poor,Other Hospital,Other,Delinquents,1-2,street,4,0,,
341,OXuyBmtkSM,widow,Ama de casa,lessThanprimary,19.2964862,-70.2510637,2.0,female,2,Santiago,moreThan10,everyday,bottled,Y,cementPoor,working,Clinic,Other,Garbage,1-2,outside house,1,0,rented,
342,ZQWFkdjCnr,widow,Other,primary,18.9129992,-70.7450021,59.0,male,1,San Pedro de Macoris,lessThan1,everyday,tap,Y,cementPoor,poor,Clinic,Other,Garbage,1-2,street,4,0,,
343,Z9qTCO7e2C,married,Ama de casa,primary,18.9132721,-70.745604,57.0,female,1,San Pedro de Macoris,moreThan10,everyday,bottled,Y,cementWorking,poor,Other Hospital,Other,Other,1-2,street,4,0,,
344,LOHaII9Nar,single,Other,highschool,18.9127549,-70.7478837,31.0,male,1,San Pedro de Macoris,moreThan10,everyday,bottled,Y,cementPoor,working,Other Hospital,Other,Garbage,1-2,outside house,4,0,owned,
345,YcsrcG3692,single,Estudiante,someHighSchool,18.9133309,-70.74551290000002,26.0,male,1,San Pedro de Macoris,1-2,everyday,bottled,Y,cementPoor,poor,Other Hospital,Other,Delinquents,1-2,street,4,0,,
346,l2861UIk7F,married,Other,lessThanprimary,19.2964862,-70.2510637,70.0,male,2,Santiago,moreThan10,everyday,bottled,Y,cementPoor,poor,Other Hospital,Other Hospital,Delinquents,1-2,outside house,3,0,owned,
347,vGMAxU4pxB,married,Ama de casa,college,18.9130624,-70.7455401,43.0,female,1,San Pedro de Macoris,5-10,everyday,bottled,Y,cementWorking,poor,Other Hospital,Other Hospital,Delinquents,1-2,street,4,0,,
348,nhHZjepHbQ,widow,Ama de casa,lessThanprimary,19.2964862,-70.2510637,78.0,female,2,Santiago,moreThan10,everyday,bottled,Y,cementWorking,poor,Other Hospital,Other,Delinquents,1-2,outside house,3,0,owned,
349,lp9j9jFlRW,single,Other,college,18.9130719,-70.74565229999997,42.0,female,1,San Pedro de Macoris,,everyday,bottled,Y,cementPoor,poor,Other Hospital,Other,Delinquents,0,other,4,0,,
350,8VLe93meQm,married,Ama de casa,highschool,18.9133456,-70.72153940000003,39.0,female,1,San Pedro de Macoris,3-4,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Dentist,Water,1-2,other,3,1,owned,
351,7prWLYXnfa,single,Other,primary,18.9143824,-70.72208570000002,30.0,male,1,San Pedro de Macoris,moreThan10,2-3AWeek,tap,Y,cementWorking,working,Other Hospital,Other Hospital,Water,1-2,other,4,1,owned,
352,GYr6L23HFF,single,Other,highschool,18.9143824,-70.72208570000002,50.0,female,1,San Pedro de Macoris,5-10,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Water,1-2,outside house,2,0,rented,
353,hdJ8qf636c,single,Other,someHighSchool,18.9134254,-70.7224175,25.0,male,1,San Pedro de Macoris,1-2,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Dentist,Other,1-2,street,3,2,rented,
354,0jLKYphBsY,single,Other,highschool,18.9135036,-70.7224585,20.0,male,1,San Pedro de Macoris,moreThan10,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Other,1-2,outside house,4,3,owned,
355,wePRDbHH98,single,Other,primary,18.9132885,-70.7229801,29.0,male,1,San Pedro de Macoris,moreThan10,2-3AWeek,tap,Y,cementWorking,working,Other Hospital,Other Hospital,Other,1-2,street,1,0,rented,
356,JSjmBE8KnL,single,Other,highschool,18.9132885,-70.7229801,22.0,male,1,San Pedro de Macoris,moreThan10,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Dentist,Water,1-2,street,5,1,owned,
357,R35nz42Adv,single,Other,,18.9133891,-70.72242829999998,45.0,male,1,San Pedro de Macoris,moreThan10,2-3AWeek,bottled,Y,cementWorking,poor,Other Hospital,Other,Water,1-2,street,1,0,owned,
358,vfA1zV2Qvc,single,Other,primary,18.9132885,-70.7229801,34.0,male,1,San Pedro de Macoris,moreThan10,1AWeek,bottled,Y,cementPoor,poor,Other Hospital,Dentist,Delinquents,1-2,street,4,2,rented,
359,pZtSS5wDS7,single,Ama de casa,highschool,18.9135494,-70.72235359999998,26.0,female,1,San Pedro de Macoris,3-4,1AWeek,bottled,Y,cementWorking,poor,Other Hospital,Other Hospital,Delinquents,1-2,street,4,2,rented,
360,3Xh05IGLD4,single,Estudiante,highschool,18.9136585,-70.722287,27.0,male,1,San Pedro de Macoris,moreThan10,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Dentist,Delinquents,1-2,street,2,1,owned,
361,vaFStDvUSX,single,Estudiante,college,18.9139872,-70.7223413,22.0,female,1,San Pedro de Macoris,5-10,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Delinquents,1-2,street,3,1,owned,
362,tdPBgXrBT2,married,Other,lessThanprimary,18.907953153243405,-70.73902561524801,25.0,female,1,San Pedro de Macoris,3-4,4-6AWeek,tap,N,dirtWorking,working,Other,Other,Other,Unknown,other,4,0,rented,
363,7cDTEmzyy7,single,Other,,18.90990936,-70.74779601,36.0,female,1,San Pedro de Macoris,moreThan10,4-6AWeek,bottled,Y,cementWorking,working,Clinic,Other,Other,1-2,sidewalk,5,1,rented,
364,BvEZv2e5tr,single,Estudiante,college,18.9044758,-70.7270688,27.0,male,1,San Pedro de Macoris,1-2,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Dentist,Water,1-2,street,5,0,owned,
365,0GTgB0nZ3X,single,Estudiante,college,18.9044758,-70.7270688,36.0,female,1,San Pedro de Macoris,5-10,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Dentist,Water,1-2,street,4,1,rented,
366,DrCbCtMqyt,married,Other,college,18.9490541,-70.6863052,35.0,female,1,San Pedro de Macoris,5-10,2-3AWeek,bottled,Y,cementWorking,poor,Clinic,Other,Water,1-2,outside house,4,1,owned,
367,ykUwlPSdxY,married,Ama de casa,someHighSchool,18.9490541,-70.6863052,36.0,female,1,San Pedro de Macoris,1-2,2-3AWeek,bottled,Y,cementWorking,poor,Other Hospital,Clinic,Water,1-2,outside house,6,1,owned,
368,DqOTeDF8o4,married,Ama de casa,lessThanprimary,18.9490541,-70.6863052,47.0,female,1,San Pedro de Macoris,moreThan10,2-3AWeek,bottled,N,cementPoor,poor,Other Hospital,Other Hospital,Other,1-2,outside house,2,0,owned,
369,U9MXp3uqaC,married,Other,lessThanprimary,18.9490541,-70.6863052,72.0,male,1,San Pedro de Macoris,moreThan10,2-3AWeek,bottled,N,cementPoor,poor,Other Hospital,Other Hospital,Other,1-2,outside house,2,0,owned,
370,Jycg8fhPgs,single,Other,,18.90493064,-70.74829915999997,29.0,male,1,San Pedro de Macoris,1-2,2-3AWeek,bottled,Y,cementWorking,working,Clinic,Dentist,Roads,1-2,street,2,0,rented,
371,T3CSnE8PwS,single,Estudiante,someHighSchool,18.912536300000006,-70.7217459,21.0,male,1,San Pedro de Macoris,lessThan1,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Dentist,Water,1-2,street,3,0,rented,
372,rGgMCQW3zH,single,Estudiante,someHighSchool,18.9132885,-70.7229801,22.0,female,1,San Pedro de Macoris,lessThan1,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Other,1-2,street,3,0,rented,
373,Q3o6oWTXvt,married,Estudiante,college,18.901663385349234,-70.75743882923456,47.0,male,1,San Pedro de Macoris,3-4,4-6AWeek,bottled,Y,cementWorking,working,Clinic,Dentist,Roads,1-2,other,2,0,rented,
374,HpGeDvGGPh,widow,Agriculture,lessThanprimary,18.9132885,-70.7229801,68.0,male,1,San Pedro de Macoris,3-4,2-3AWeek,tap,Y,cementPoor,poor,Other Hospital,Other Hospital,Water,1-2,street,3,0,owned,
375,Np1Fzh6h2S,married,Ama de casa,lessThanprimary,19.2223081,-70.5281722,60.0,female,2,Santiago,moreThan10,2-3AWeek,bottled,Y,cementWorking,poor,Other,Other,Water,1-2,outside house,3,0,owned,
376,iUzHIzMLC6,single,Ama de casa,,18.901368887181302,-70.75719701132806,50.0,female,1,San Pedro de Macoris,3-4,2-3AWeek,bottled,Y,cementWorking,working,Clinic,Dentist,Roads,1-2,street,2,0,rented,
377,cFx1CFKtrw,single,Other,lessThanprimary,18.9137154,-70.7222948,41.0,female,1,San Pedro de Macoris,5-10,2-3AWeek,tap,Y,cementPoor,poor,Other Hospital,Other Hospital,Water,1-2,street,3,0,owned,
378,qGdGvas1KG,widow,Ama de casa,lessThanprimary,18.901368887181302,-70.75719701132806,66.0,female,1,San Pedro de Macoris,3-4,2-3AWeek,tap,Y,cementWorking,working,Other Hospital,Other Hospital,Roads,1-2,street,2,0,rented,
379,e20FdI8Hdc,single,Other,primary,18.9128277,-70.72154809999998,36.0,male,1,San Pedro de Macoris,lessThan1,2-3AWeek,bottled,Y,cementWorking,poor,Other Hospital,Other Hospital,Water,1-2,street,1,0,rented,
380,XGhnUm6Bcv,single,Estudiante,highschool,18.912536300000006,-70.7217459,21.0,female,1,San Pedro de Macoris,1-2,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Water,1-2,street,2,0,rented,
381,RNM8H6AcVU,married,Ama de casa,,18.900655838678496,-70.75738484977816,47.0,female,1,San Pedro de Macoris,3-4,2-3AWeek,bottled,Y,cementWorking,working,Other,Other Hospital,Roads,1-2,street,2,0,rented,
382,Kb5samEAT4,single,Ama de casa,highschool,18.912536300000006,-70.7217459,41.0,female,1,San Pedro de Macoris,1-2,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Dentist,Water,1-2,street,4,1,rented,
383,Dt2X8vJ8YM,single,Other,highschool,18.9044758,-70.7270688,22.0,male,1,San Pedro de Macoris,1-2,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Dentist,Delinquents,3-5,street,4,0,rented,
384,nSCbUmMULu,single,Other,someHighSchool,18.9143824,-70.72208570000002,21.0,male,1,San Pedro de Macoris,1-2,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Water,1-2,street,5,1,rented,
385,edHPKLvOBc,single,Estudiante,highschool,18.9143824,-70.72208570000002,20.0,male,1,San Pedro de Macoris,moreThan10,1AWeek,bottled,Y,cementPoor,working,Other Hospital,Other Hospital,Other,1-2,street,2,0,owned,
386,Z10aMN87ah,single,Ama de casa,highschool,18.9135891,-70.7223033,35.0,female,1,San Pedro de Macoris,3-4,2-3AWeek,bottled,Y,cementWorking,working,Clinic,Dentist,Delinquents,1-2,street,4,1,rented,
387,AlGZDtG9XW,single,Ama de casa,lessThanprimary,18.913569100000004,-70.7223372,44.0,female,1,San Pedro de Macoris,moreThan10,2-3AWeek,bottled,Y,,working,Clinic,Dentist,Water,1-2,street,3,0,owned,
388,I6YJE6TBOO,single,Estudiante,someHighSchool,18.912536300000006,-70.7217459,20.0,male,1,San Pedro de Macoris,moreThan10,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Dentist,Water,1-2,street,4,0,owned,
389,KF7xgoNpGW,single,Other,someHighSchool,18.9132885,-70.7229801,50.0,male,1,San Pedro de Macoris,moreThan10,2-3AWeek,bottled,Y,cementWorking,working,Clinic,Dentist,Other,1-2,street,3,0,owned,
390,CZDzQJWN6U,single,Other,lessThanprimary,18.9127553,-70.7451582,55.0,female,1,San Pedro de Macoris,moreThan10,everyday,tap,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,1-2,street,3,0,owned,
391,I1KDvPVLHv,single,Ama de casa,highschool,18.9131912,-70.7458286,30.0,female,1,San Pedro de Macoris,moreThan10,everyday,tap,Y,cementPoor,poor,Other Hospital,Other Hospital,Delinquents,1-2,street,3,0,rented,
392,cm9sc6DbCI,single,Estudiante,college,18.9130894,-70.7459807,27.0,male,1,San Pedro de Macoris,moreThan10,4-6AWeek,bottled,Y,cementWorking,poor,Clinic,Clinic,Delinquents,1-2,street,4,0,owned,
393,LUzNBHrkSX,single,Other,lessThanprimary,18.9039487,-70.74279090000002,63.0,male,1,San Pedro de Macoris,moreThan10,everyday,bottled,Y,,working,Clinic,Other,Other,1-2,sidewalk,5,0,rented,
394,5gr0SRDFq7,single,Estudiante,college,18.913018,-70.7450413,24.0,female,1,San Pedro de Macoris,3-4,1AWeek,bottled,Y,cementPoor,poor,Clinic,Other,Water,1-2,other,3,1,rented,
395,0N0kk0iaxR,single,Ama de casa,lessThanprimary,18.9127169,-70.7445528,54.0,female,1,San Pedro de Macoris,moreThan10,everyday,tap,Y,cementPoor,poor,Other Hospital,Other,Delinquents,1-2,street,3,0,owned,
396,TqFRWoPTRn,married,Other,primary,18.9129854,-70.7446718,52.0,male,1,San Pedro de Macoris,moreThan10,everyday,tap,Y,cementPoor,working,Other Hospital,Other,Other,1-2,street,2,0,owned,
397,88RERcR6rn,single,Ama de casa,lessThanprimary,18.9129849,-70.7446715,29.0,female,1,San Pedro de Macoris,moreThan10,everyday,tap,Y,cementWorking,working,Other Hospital,Other Hospital,Other,1-2,outside house,2,1,owned,
398,zWo3C6uUGp,single,Ama de casa,lessThanprimary,18.9129802,-70.7446719,29.0,female,1,San Pedro de Macoris,moreThan10,everyday,tap,Y,cementWorking,working,Other Hospital,Other,Roads,1-2,street,2,0,owned,
399,MCdWf8arZu,married,Ama de casa,lessThanprimary,18.4938661,-69.9265588,72.0,female,0,Lavega,moreThan10,1AMonth,tap,Y,cementPoor,poor,Other Hospital,Other Hospital,Water,1-2,street,6,1,owned,
400,i0fILJG55Q,married,Agriculture,lessThanprimary,18.4938661,-69.9265588,73.0,male,0,Lavega,moreThan10,1AWeek,tap,Y,cementPoor,working,Other Hospital,Other Hospital,Water,1-2,street,5,1,owned,
401,QxRr9FTccp,single,Estudiante,someCollege,18.9063643,-70.7502968,21.0,male,1,San Pedro de Macoris,moreThan10,1AWeek,bottled,Y,cementPoor,working,Other Hospital,Dentist,Roads,1-2,street,5,1,rented,
402,wVA6QJXNNP,concubine,Ama de casa,primary,18.900664849224405,-70.7575150207344,27.0,female,1,San Pedro de Macoris,3-4,2-3AWeek,bottled,Y,dirtWorking,working,Other Hospital,Other Hospital,Roads,Unknown,outside house,4,1,rented,
403,aHzxVrpF5b,concubine,Agriculture,primary,18.900739364343604,-70.75760940096411,38.0,male,1,San Pedro de Macoris,3-4,2-3AWeek,bottled,Y,,,Other Hospital,Other Hospital,Roads,Unknown,outside house,4,1,,
404,MgklDUEPLv,married,Other,lessThanprimary,18.906525100000003,-70.7501744,47.0,male,1,San Pedro de Macoris,moreThan10,1AWeek,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Water,1-2,street,4,0,owned,
405,WWvsSLaNYQ,single,Ama de casa,someHighSchool,18.9063612,-70.7503092,19.0,female,1,San Pedro de Macoris,1-2,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Water,1-2,street,4,0,rented,
406,xASlwCqitv,single,Ninguna,primary,18.90077997466447,-70.75780713005994,24.0,female,1,San Pedro de Macoris,3-4,1AWeek,tap,Y,cementWorking,working,Other Hospital,Other Hospital,Roads,1-2,street,3,1,rented,
407,V1CvVZtn5i,concubine,Agriculture,,18.90111261049184,-70.75703524059686,77.0,female,1,San Pedro de Macoris,3-4,1AWeek,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Roads,Unknown,street,3,1,owned,
408,4bgdMkBxN9,concubine,Ama de casa,lessThanprimary,18.906177600000003,-70.75035849999998,64.0,female,1,San Pedro de Macoris,5-10,2-3AWeek,bottled,Y,cementWorking,working,Clinic,Dentist,Water,1-2,street,2,0,owned,
409,9ySyG4GqmC,single,Other,,18.90111261049184,-70.75703524059686,54.0,female,1,San Pedro de Macoris,5-10,1AWeek,tap,Y,cementWorking,working,Other Hospital,Other Hospital,Roads,1-2,street,2,0,owned,
410,Fas4fdUcBm,married,Other,,18.90149809421869,-70.75729633688066,47.0,female,1,San Pedro de Macoris,5-10,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Roads,Unknown,street,4,0,owned,
411,nbMMxIbEd6,widow,Ama de casa,lessThanprimary,18.4938661,-69.9265588,57.0,female,0,Lavega,moreThan10,everyday,bottled,Y,dirtPoor,working,Other Hospital,Other Hospital,Roads,1-2,other,4,0,rented,
412,N9L2H6v1Cj,single,Other,college,18.905183800000003,-70.7505807,26.0,female,1,San Pedro de Macoris,1-2,everyday,bottled,Y,cementWorking,working,Clinic,Dentist,Roads,1-2,outside house,4,3,rented,
413,FbfzzMxZzs,single,Ama de casa,someHighSchool,18.905183800000003,-70.7505807,27.0,female,1,San Pedro de Macoris,lessThan1,everyday,bottled,Y,cementWorking,working,Other Hospital,Dentist,Roads,1-2,outside house,4,2,rented,
414,vin515oFtF,concubine,Ama de casa,,18.903927169757804,-70.75793428353104,38.0,female,1,San Pedro de Macoris,5-10,2-3AWeek,bottled,Y,cementWorking,,Other Hospital,Other Hospital,Roads,1-2,street,2,0,owned,
415,e1tKWzAx1e,single,Other,lessThanprimary,18.9081311,-70.748435,29.0,male,1,San Pedro de Macoris,moreThan10,everyday,bottled,Y,cementWorking,working,Other Hospital,Dentist,Roads,1-2,outside house,2,0,rented,
416,Crl3bCHebF,married,Agriculture,lessThanprimary,18.9053740957928,-70.75810493907963,47.0,male,1,San Pedro de Macoris,moreThan10,2-3AWeek,tap,Y,cementWorking,working,Other Hospital,Other Hospital,Roads,1-2,other,4,0,owned,
417,DVqUGvPrtV,single,Ama de casa,lessThanprimary,18.9087676,-70.7477854,30.0,female,1,San Pedro de Macoris,lessThan1,everyday,bottled,Y,cementWorking,working,Other Hospital,Clinic,Roads,1-2,outside house,5,2,rented,
418,VELFWHWD6X,married,Ama de casa,primary,18.90526848381284,-70.75808758854005,67.0,female,1,San Pedro de Macoris,moreThan10,2-3AWeek,tap,Y,cementWorking,working,Other Hospital,Other Hospital,Roads,1-2,street,4,0,owned,
419,5P3zAXS29H,concubine,Other,someHighSchool,18.9090811,-70.7475232,39.0,male,1,San Pedro de Macoris,moreThan10,everyday,bottled,Y,cementWorking,working,Clinic,Dentist,Roads,1-2,outside house,5,1,owned,
420,o4UDTXYbVS,single,Estudiante,highschool,18.905666456575414,-70.75815472758445,31.0,male,1,San Pedro de Macoris,moreThan10,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Roads,Unknown,outside house,7,0,owned,
421,tJVg7nNG1X,single,Estudiante,someHighSchool,18.905666456575414,-70.75815472758445,22.0,male,1,San Pedro de Macoris,moreThan10,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Roads,Unknown,outside house,7,0,owned,
422,FCmfrmQlY9,concubine,Ama de casa,lessThanprimary,18.9087676,-70.7477854,35.0,female,1,San Pedro de Macoris,1-2,everyday,bottled,Y,cementWorking,working,Clinic,Clinic,Roads,1-2,outside house,5,1,owned,
423,VUg4TS8JYa,married,Agriculture,lessThanprimary,18.90562777409228,-70.75822957797979,39.0,female,1,San Pedro de Macoris,moreThan10,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Roads,Unknown,outside house,7,0,owned,
424,2rd4cm42MW,concubine,Comerciante,someHighSchool,18.9085514,-70.747853,37.0,female,1,San Pedro de Macoris,moreThan10,everyday,bottled,Y,cementWorking,working,Other Hospital,Dentist,Roads,1-2,outside house,3,0,owned,
425,C5PptxG6aA,married,Ama de casa,lessThanprimary,18.90566783958944,-70.75823108672235,47.0,female,1,San Pedro de Macoris,moreThan10,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Roads,1-2,street,5,0,owned,
426,HhowSko0VK,single,Other,someHighSchool,18.9091168,-70.7471404,50.0,male,1,San Pedro de Macoris,1-2,everyday,bottled,Y,cementWorking,working,Other,Dentist,Roads,1-2,outside house,1,0,rented,
427,Pf7Ls98QDw,married,Other,lessThanprimary,18.90633562581512,-70.7589138765547,36.0,female,1,San Pedro de Macoris,moreThan10,2-3AWeek,tap,Y,cementWorking,working,Other Hospital,Other Hospital,Roads,1-2,street,5,0,owned,
428,fDwZYF3w6F,single,Estudiante,highschool,18.906422671879554,-70.75876325375471,29.0,male,1,San Pedro de Macoris,moreThan10,2-3AWeek,tap,Y,cementWorking,working,Other Hospital,Other Hospital,Roads,1-2,street,5,0,owned,
429,A0QVaBrMCl,concubine,Other,someHighSchool,18.9008483,-70.7397066,51.0,male,1,San Pedro de Macoris,moreThan10,,bottled,Y,,working,Clinic,Dentist,Other,1-2,sidewalk,5,0,owned,
430,LU5fPtBeIz,concubine,Agriculture,someHighSchool,18.906364920566705,-70.75887288904819,38.0,female,1,San Pedro de Macoris,moreThan10,2-3AWeek,tap,Y,cementWorking,working,Other Hospital,Other Hospital,Roads,1-2,street,5,0,owned,
431,bxnEQSkczR,widow,Ama de casa,lessThanprimary,18.905183800000003,-70.7505807,66.0,female,1,San Pedro de Macoris,5-10,everyday,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Roads,1-2,sidewalk,1,0,owned,
432,suVLCzGmpY,concubine,Ama de casa,lessThanprimary,18.905183800000003,-70.7505807,38.0,female,1,San Pedro de Macoris,5-10,everyday,tap,Y,cementWorking,working,Other Hospital,Dentist,Roads,1-2,sidewalk,2,0,owned,
433,w90LEuOBBV,single,Other,lessThanprimary,18.905183800000003,-70.7505807,37.0,male,1,San Pedro de Macoris,5-10,everyday,tap,Y,cementWorking,working,Other Hospital,Other Hospital,Roads,1-2,sidewalk,1,0,owned,
434,KYBt8yQBHJ,single,Other,lessThanprimary,18.905183800000003,-70.7505807,49.0,male,1,San Pedro de Macoris,1-2,everyday,bottled,Y,cementPoor,working,Other Hospital,Other Hospital,Roads,1-2,outside house,1,0,rented,
435,7i0F3LVq1x,concubine,Other,lessThanprimary,18.9096447,-70.74704009999998,27.0,male,1,San Pedro de Macoris,moreThan10,everyday,bottled,Y,cementWorking,working,Clinic,Dentist,Roads,1-2,outside house,5,2,owned,
436,PpBc5R4eE7,concubine,Ama de casa,highschool,18.9112028,-70.74595090000003,24.0,female,1,San Pedro de Macoris,moreThan10,everyday,bottled,Y,cementWorking,working,Clinic,Dentist,Roads,1-2,outside house,5,2,owned,
437,bPKCfShBIx,single,Other,someHighSchool,18.905183800000003,-70.7505807,36.0,female,1,San Pedro de Macoris,1-2,everyday,bottled,Y,cementWorking,working,Clinic,Clinic,Roads,1-2,outside house,2,1,rented,
438,ro9OhtiAv6,concubine,Estudiante,highschool,18.4938661,-69.9265588,30.0,male,0,Lavega,3-4,everyday,bottled,Y,cementWorking,working,Other Hospital,Dentist,Roads,1-2,outside house,3,1,owned,
439,gFZSZ2t3zz,married,Other,lessThanprimary,18.4938661,-69.9265588,41.0,male,0,Lavega,5-10,everyday,bottled,Y,cementWorking,working,Other Hospital,Dentist,Roads,1-2,outside house,3,0,owned,
440,AFsDBCE5Tf,single,Other,lessThanprimary,18.4938661,-69.9265588,66.0,female,0,Lavega,moreThan10,everyday,tap,Y,cementPoor,working,Clinic,Other,Roads,1-2,outside house,1,0,owned,
441,Dclfc9N71c,concubine,Other,someHighSchool,18.9051294,-70.7506422,26.0,male,1,San Pedro de Macoris,5-10,everyday,bottled,Y,cementWorking,working,Other Hospital,Other,Roads,1-2,outside house,3,1,rented,
