,objectId,marriageStatus,occupation,educationLevel,latitude,longitude,city,province,age,sex
850,TQst68DOXU,married,Ama de casa,lessThanprimary,18.9070835,-70.74338759999999,Tireo,La Vega,43.0,female
851,KD2cq9Od4A,single,Other,lessThanprimary,18.9070835,-70.74338759999999,Tireo,La Vega,36.0,male
852,G9Xg6UYwz8,married,Ama de casa,highschool,18.9070835,-70.74338759999999,Tireo,La Vega,34.0,female
853,VSQS2dVJtX,married,Other,primary,18.9070835,-70.74338759999999,Tireo,La Vega,38.0,male
854,bOpFABZvz9,married,Ama de casa,highschool,18.9070835,-70.74338759999999,Tireo,La Vega,33.0,female
855,4cD2NIlHb1,concubine,Ama de casa,lessThanprimary,18.907784399999997,-70.7518787,Constanza,La Vega,39.0,female
856,kepzIZdfiz,concubine,Other,lessThanprimary,18.907500100000004,-70.7522436,Constanza,La Vega,,male
857,9iMald9BvY,widow,Ama de casa,lessThanprimary,18.9025171,-70.7519723,Constanza,La Vega,,female
858,X4dcnjUJ9c,married,Ama de casa,lessThanprimary,18.9070835,-70.74338759999999,Tireo,La Vega,66.0,female
859,FrIwWoTGNv,married,Ama de casa,someHighSchool,18.9077416,-70.752507,Constanza,La Vega,21.0,female
860,brQ1tQd9su,married,Ama de casa,lessThanprimary,18.9070835,-70.74338759999999,Tireo,La Vega,48.0,female
861,ixpyUCV346,concubine,Ama de casa,someHighSchool,18.9104253,-70.7484093,Constanza,La Vega,34.0,female
862,MsCAWMqiw4,married,Ama de casa,lessThanprimary,18.9070835,-70.74338759999999,Tireo,La Vega,78.0,female
863,qU5rtn2RGF,concubine,Ninguna,lessThanprimary,18.9076995,-70.7523605,Constanza,La Vega,50.0,female
864,xnkWjTNVw7,married,Ninguna,someHighSchool,18.9081151,-70.7528385,Constanza,La Vega,23.0,male
865,Tkyc33qAPl,single,Other,highschool,18.9070835,-70.74338759999999,Tireo,La Vega,28.0,female
866,AAKAhg6fuX,single,Other,highschool,18.90405,-70.7426854,Constanza,La Vega,45.0,male
867,Val95kuXan,widow,Other,someCollege,18.903907800000002,-70.74283100000001,Constanza,La Vega,68.0,female
868,Xosb8Whwf5,concubine,Agriculture,lessThanprimary,18.9086492,-70.75361020000001,Constanza,La Vega,56.0,female
869,CVT7jDjOSw,single,Ama de casa,lessThanprimary,18.9034789,-70.7428824,Constanza,La Vega,46.0,female
870,YMAiOdxOdj,single,Other,someHighSchool,18.9008483,-70.7397066,Constanza,La Vega,52.0,female
871,GNHnwGiOME,concubine,Agriculture,lessThanprimary,18.9082764,-70.75277009999999,Constanza,La Vega,68.0,male
872,4PrOOnMk1D,single,Ninguna,highschool,18.9070835,-70.74338759999999,Tireo,La Vega,39.0,male
873,m2dmRx4TYk,single,Other,college,18.9037003,-70.743125,Constanza,La Vega,22.0,female
874,76Z4KkjybU,single,Other,highschool,18.908379999999998,-70.7529806,Constanza,La Vega,21.0,female
875,z97w8AL7wm,married,Other,college,18.9008483,-70.7397066,Constanza,La Vega,42.0,male
876,LVmo2U8W1m,concubine,Agriculture,lessThanprimary,18.907868399999998,-70.75245670000001,Constanza,La Vega,,male
877,cHrjVf9jGq,single,Other,lessThanprimary,18.9034473,-70.74329990000001,Constanza,La Vega,53.0,female
878,r2HiT5r1er,single,Ama de casa,lessThanprimary,18.9008483,-70.7397066,Constanza,La Vega,63.0,female
879,qDa67KWgdN,concubine,Agriculture,someHighSchool,18.9076771,-70.7524719,Constanza,La Vega,37.0,male
880,YTVWdHHSWR,concubine,Other,college,18.902996504894,-70.75153910586566,Constanza,La Vega,26.0,female
881,1cC0YWICAj,concubine,Ama de casa,lessThanprimary,18.9081748,-70.7527705,Constanza,La Vega,,female
882,Wk8SeyTSCP,married,Agriculture,primary,18.9432158,-70.6853985,Tireo,La Vega,48.0,female
883,PQvvvwhYu6,married,Other,lessThanprimary,18.4939337,-69.9239532,Constanza,La Vega,67.0,female
884,9eKUkYwRvp,concubine,Comerciante,highschool,18.895035699999998,-70.7385915,Constanza,La Vega,34.0,male
885,eRxoiGR7ir,concubine,Ama de casa,lessThanprimary,18.906853899999998,-70.75169140000001,Constanza,La Vega,,female
886,OzoFCNb0MT,concubine,Ama de casa,someHighSchool,18.9079951,-70.7518337,Constanza,La Vega,,female
887,nQvWplvD1u,single,Other,college,18.895035699999998,-70.7385915,Constanza,La Vega,41.0,female
888,2CEUxWxtOb,concubine,Ninguna,lessThanprimary,18.905367515998805,-70.75845647609863,Constanza,La Vega,49.0,female
889,HKcSXzdbur,single,Ama de casa,highschool,18.4939337,-69.9239532,Constanza,La Vega,29.0,female
890,lXuraWlQAM,married,Other,primary,18.9070835,-70.74338759999999,Tireo,La Vega,50.0,male
891,nsrNQXVDLL,single,Other,college,18.9033414,-70.74305179999999,Constanza,La Vega,42.0,female
892,wHzRyk4Pdi,single,Estudiante,primary,18.9083904,-70.7529393,Constanza,La Vega,16.0,male
893,u6fRSThGNN,married,Agriculture,lessThanprimary,18.9158567,-70.7418555,Constanza,La Vega,61.0,male
894,3oSBtRNM9C,single,Agriculture,lessThanprimary,18.905419693346047,-70.75853191322717,Constanza,La Vega,78.0,female
895,SO4tuXBBMi,single,Estudiante,lessThanprimary,18.907975,-70.75271059999999,Constanza,La Vega,,male
896,0bOakomksj,concubine,Other,highschool,18.9008483,-70.7397066,Constanza,La Vega,36.0,male
897,SAKr01RyEj,concubine,Agriculture,primary,18.90550476966324,-70.75842613360915,Constanza,La Vega,22.0,male
898,xAPPkvGA2C,married,Ama de casa,highschool,18.9132486,-70.7226084,Constanza,La Vega,35.0,female
899,fPAaBBe2We,concubine,Ama de casa,someHighSchool,18.907784399999997,-70.7518787,,Constanza,,female
900,BV4rAhOiKk,concubine,Agriculture,lessThanprimary,18.907776100000003,-70.75190529999999,Constanza,La Vega,,male
901,VKC9JX65cq,married,Ama de casa,primary,18.9132486,-70.7226084,Constanza,La Vega,42.0,female
902,ZDFrDEAJKc,married,Other,someHighSchool,18.9008483,-70.7397066,Constanza,La Vega,46.0,male
903,PENsvAmw4f,concubine,Other,lessThanprimary,18.905580583977425,-70.75850098400447,Constanza,La Vega,42.0,female
904,v8wwOeVWuG,married,Other,lessThanprimary,18.9077129,-70.75234,Constanza,La Vega,,female
905,Kn9jMqHOQd,single,Estudiante,college,18.9132486,-70.7226084,Constanza,La Vega,34.0,female
906,GJxBndvIke,married,Agriculture,lessThanprimary,18.907773000000002,-70.75221490000001,Constanza,La Vega,,male
907,Gy0EywKWXK,concubine,Other,lessThanprimary,18.905593785474924,-70.75849587104355,Constanza,La Vega,34.0,female
908,MmSLS5bkNB,concubine,Ama de casa,lessThanprimary,18.910121399999998,-70.74504509999998,Constanza,La Vega,,female
909,5HfCQtRkFD,concubine,Agriculture,lessThanprimary,18.9073772,-70.7519738,Constanza,La Vega,,male
910,aNBEGGXDCJ,single,Agriculture,primary,18.905373802426183,-70.75834491296743,Constanza,La Vega,39.0,male
911,wcgRQNNzQd,concubine,Ama de casa,lessThanprimary,18.9072038,-70.7519573,Constanza,La Vega,,female
912,8t7WQUxe0c,married,Ninguna,highschool,18.90566813295605,-70.75833980000648,Constanza,La Vega,22.0,female
913,tbVa2XaIoc,concubine,Ama de casa,lessThanprimary,18.911470899999998,-70.744579,Constanza,La Vega,,female
914,GpuNDJGXv8,single,Estudiante,college,18.9158567,-70.7418555,Constanza,La Vega,,male
915,vCjZWihIJL,married,Ama de casa,highschool,18.9145296,-70.74350340000001,Constanza,La Vega,,female
916,GDPIPKH7Cr,single,Agriculture,lessThanprimary,18.907872,-70.7517699,Constanza,La Vega,,male
917,JW9U2DzOsu,single,Other,lessThanprimary,18.905633683334017,-70.75824156410131,Constanza,La Vega,61.0,male
918,GEbyi1tiDS,concubine,Agriculture,lessThanprimary,18.907965700000002,-70.7526187,Constanza,La Vega,48.0,male
919,4SXxbHAk1W,concubine,Ama de casa,lessThanprimary,18.9093827,-70.75373929999999,Constanza,La Vega,45.0,female
920,aiieh35bGw,single,Ama de casa,lessThanprimary,18.942805800000002,-70.6786461,Tireo,La Vega,88.0,female
921,I5GPbjpBHN,single,Other,highschool,18.9008483,-70.7397066,Constanza,La Vega,43.0,female
922,YgjA1Xvqq5,single,Other,highschool,18.9008483,-70.7397066,Constanza,La Vega,48.0,female
923,S0hVikpnLm,single,Other,college,18.9008483,-70.7397066,Constanza,La Vega,51.0,male
924,HzWJPZ8gQV,married,Other,college,18.9008483,-70.7397066,Constanza,La Vega,39.0,female
925,K0xOtGPEpv,married,Estudiante,college,18.9124251,-70.74444890000001,Constanza,La Vega,22.0,male
926,sHXiHzpSMq,married,Estudiante,highschool,18.912452023582254,-70.74464972258839,Constanza,La Vega,20.0,female
927,UkFIAXoGFE,single,Other,lessThanprimary,18.91355178,-70.74506296,Constanza,La Vega,35.0,male
928,H92hkQ6tGX,concubine,Comerciante,highschool,18.913389499999997,-70.74521990000001,Constanza,La Vega,27.0,male
929,uHyy5Xc9sa,concubine,Other,lessThanprimary,18.9135943,-70.7455814,Constanza,La Vega,49.0,male
930,IHk4Nz23F6,concubine,Ama de casa,lessThanprimary,18.9165765,-70.7431334,Constanza,La Vega,53.0,female
931,D9DlemlD6J,single,Other,college,18.9140889,-70.7455885,Constanza,La Vega,32.0,female
932,azf387AfNw,single,Other,highschool,18.496493899999997,-69.92469770000001,Constanza,La Vega,57.0,male
933,LZyI5A9f9a,married,Other,someHighSchool,18.909495800000002,-70.74761190000001,Constanza,La Vega,59.0,female
934,FVOIECS5w4,concubine,Agriculture,lessThanprimary,18.9149949,-70.7454522,Constanza,La Vega,74.0,male
935,ZtbwuYx3W3,concubine,Ama de casa,lessThanprimary,18.914222100000003,-70.74584190000002,Constanza,La Vega,76.0,female
936,BiFE7UGdER,single,Ama de casa,someHighSchool,18.909495800000002,-70.74761190000001,Constanza,La Vega,38.0,female
937,jtVXyiYn5p,single,Other,primary,18.9165765,-70.7431334,Constanza,La Vega,,female
938,CWoAOyFklw,single,Ama de casa,lessThanprimary,18.9165765,-70.7431334,Constanza,La Vega,63.0,female
939,DDcEihLI5M,single,Other,highschool,18.912751699999998,-70.7461483,,,20.0,female
940,hLhXYNUNRC,married,Other,lessThanprimary,18.909495800000002,-70.74761190000001,Constanza,La Vega,65.0,female
941,WfdnhjwqNh,concubine,Ama de casa,lessThanprimary,18.911371300000003,-70.7482554,Constanza,La Vega,64.0,female
942,qkw07LBUvQ,concubine,Other,lessThanprimary,18.911371300000003,-70.7482554,Constanza,La Vega,42.0,female
943,IKaW1T5QoS,single,Estudiante,highschool,18.9140952,-70.74603259999999,Constanza,La Vega,22.0,male
944,kuGpE0vqQb,single,Other,someHighSchool,18.9146194,-70.74567359999999,Constanza,La Vega,18.0,female
945,lWNh0TEhte,single,Other,lessThanprimary,18.910479199999997,-70.746503,Constanza,La Vega,39.0,male
946,iTLjLD1Epk,widow,Ama de casa,lessThanprimary,18.9150642,-70.74543829999999,Constanza,La Vega,60.0,female
947,5a3peNicAB,single,Other,someHighSchool,18.9165765,-70.7431334,Constanza,La Vega,50.0,male
948,90mh0DT5MS,concubine,Ama de casa,someHighSchool,18.9149949,-70.7454522,Constanza,La Vega,26.0,female
949,c9bcfwFkBt,widow,Other,lessThanprimary,18.914995899999997,-70.74544240000002,Constanza,La Vega,66.0,female
950,QLBAcj4raC,concubine,Other,lessThanprimary,18.9043547,-70.7426796,Constanza,La Vega,43.0,female
951,QRDcYVgkUB,single,Other,highschool,18.9165765,-70.7431334,Constanza,La Vega,31.0,female
952,TmvZ4yuwOb,single,Other,someHighSchool,18.90343252,-70.74299893,Constanza,La Vega,64.0,male
953,QHUE627YTK,single,Estudiante,highschool,18.9149949,-70.7454522,Constanza,La Vega,27.0,female
954,0HcgM2Y83O,single,Ama de casa,lessThanprimary,18.9165765,-70.7431334,Constanza,La Vega,62.0,female
955,san6BTd2PG,single,Ama de casa,someHighSchool,18.90271732,-70.74296672,Constanza,La Vega,51.0,female
956,VFTC1uZmCu,concubine,Other,college,18.9008483,-70.7397066,Constanza,La Vega,30.0,female
957,nL2QW1F1er,single,Other,someHighSchool,18.913224399999997,-70.7460533,Constanza,La Vega,45.0,female
958,wLf1CO3jI5,single,Ama de casa,lessThanprimary,18.91439699,-70.74574681,Constanza,La Vega,,female
959,aRwOa2OOTH,widow,Other,someHighSchool,18.90291749,-70.74287117,Constanza,La Vega,90.0,female
960,W9MIWqY97j,concubine,Other,someHighSchool,18.9008483,-70.7397066,Constanza,La Vega,50.0,male
961,5oU5mEW8ET,widow,Ama de casa,lessThanprimary,18.9165765,-70.7431334,Constanza,La Vega,63.0,female
962,F0kCOXgboR,single,Other,highschool,18.90276254,-70.74297833,Constanza,La Vega,33.0,male
963,Eyzb2z4k3Q,single,Ama de casa,highschool,18.9149949,-70.7454522,Constanza,La Vega,31.0,female
964,WDN1pAnVOE,married,Other,college,18.90261485,-70.7428289,Constanza,La Vega,48.0,female
965,Dn45cAxJLf,single,Other,lessThanprimary,18.914898100000002,-70.7457386,Constanza,La Vega,40.0,female
966,XceUyaI84D,single,Other,college,18.9149949,-70.7454522,Constanza,La Vega,31.0,male
967,F1IREQtI6p,married,Other,college,18.9008483,-70.7397066,Constanza,La Vega,41.0,male
968,IahisvXsP5,single,Other,college,18.90251103,-70.74285645,Constanza,La Vega,28.0,male
969,ImLoIaJ5eK,single,Ama de casa,lessThanprimary,18.9165765,-70.7431334,Constanza,La Vega,28.0,female
970,1tuP9Qc4up,concubine,Other,lessThanprimary,18.9149949,-70.7454522,Constanza,La Vega,43.0,female
971,FqPVtjphqQ,concubine,Ama de casa,lessThanprimary,18.9165765,-70.7431334,Constanza,La Vega,,female
972,tstsdaGSmN,single,Other,college,18.902527300000003,-70.7428228,Constanza,La Vega,27.0,male
973,D2AC40HlEF,single,Other,college,18.9008483,-70.7397066,Constanza,La Vega,28.0,female
974,PEXcrCSbyi,single,Other,college,18.9008483,-70.7397066,Constanza,La Vega,31.0,male
975,bmcCshu1E7,concubine,Ama de casa,lessThanprimary,18.9149949,-70.7454522,Constanza,La Vega,61.0,female
976,6XI797ekWH,single,Other,primary,18.9165765,-70.7431334,Constanza,La Vega,81.0,male
977,3zHKJpv6vz,single,Other,someHighSchool,18.90394473,-70.74263359,Constanza,La Vega,25.0,male
978,GvsCfEhtGL,single,Ama de casa,lessThanprimary,18.915210000000002,-70.74550090000001,Constanza,La Vega,69.0,female
979,EfKEmjGVa2,single,Ama de casa,,18.9165765,-70.7431334,Constanza,La Vega,44.0,female
980,hM7oF0z33E,concubine,Ama de casa,lessThanprimary,18.9165765,-70.7431334,Constanza,La Vega,23.0,female
981,OLUUSfEtjm,single,Ama de casa,lessThanprimary,18.9149949,-70.7454522,Constanza,La Vega,63.0,female
982,U72L53bC7L,married,Other,someHighSchool,18.9008483,-70.7397066,Constanza,La Vega,43.0,female
983,k9C0tZT6hx,married,Other,lessThanprimary,18.9165765,-70.7431334,Constanza,La Vega,,male
984,D8FAiBArwG,widow,Other,lessThanprimary,18.914887300000004,-70.74573029999999,Constanza,La Vega,60.0,female
985,ELpwo0fdys,concubine,Other,someHighSchool,18.9008483,-70.7397066,Constanza,La Vega,30.0,male
986,Ss66jsDzT9,married,Agriculture,lessThanprimary,18.9165765,-70.7431334,Constanza,La Vega,,male
987,g3ZedxLMBZ,concubine,Ama de casa,highschool,18.9149758,-70.7454903,Constanza,La Vega,21.0,female
988,MPQ5xS4Cma,single,Other,someHighSchool,18.9008483,-70.7397066,Constanza,La Vega,,male
989,XxiPHDKgTd,single,Ama de casa,lessThanprimary,18.9165765,-70.7431334,Constanza,La Vega,50.0,female
990,gDOINdU0di,single,Other,highschool,18.9149949,-70.7454522,Constanza,La Vega,20.0,female
991,6jKQpOX44H,single,Other,lessThanprimary,18.9008483,-70.7397066,Constanza,La Vega,29.0,female
992,8QGV56F2jG,single,Other,highschool,18.9165765,-70.7431334,Constanza,La Vega,27.0,male
993,Z2a2XCaXCL,concubine,Ama de casa,lessThanprimary,18.9165765,-70.7431334,Constanza,La Vega,55.0,female
994,0436u7yaUR,widow,Other,lessThanprimary,18.9147372,-70.74651209999999,Constanza,La Vega,78.0,male
995,VpYpGbdqVj,single,Estudiante,highschool,18.9165765,-70.7431334,Constanza,La Vega,19.0,female
996,XmF2FgY4y2,widow,Ama de casa,lessThanprimary,18.9144038,-70.7462743,Constanza,La Vega,46.0,female
997,374RsW2Awu,concubine,Ama de casa,highschool,18.9155708,-70.746037,Constanza,La Vega,24.0,female
998,rni8yBBafJ,married,Other,highschool,18.9008483,-70.7397066,Constanza,La Vega,61.0,male
999,idUlzsawrh,married,Other,college,18.9008483,-70.7397066,Constanza,La Vega,48.0,male
1000,0NlwAkl1Ja,married,Other,college,18.9008483,-70.7397066,Constanza,La Vega,50.0,female
1002,JNIFZG7iOd,concubine,Other,lessThanprimary,18.9016819,-70.7542253,Constanza,La Vega,,male
1003,IvB3EBXGFt,concubine,Agriculture,lessThanprimary,18.9014388,-70.7553131,Constanza,La Vega,,male
1004,fxsFBag6XK,concubine,Ama de casa,lessThanprimary,18.9014671,-70.7577552,Constanza,La Vega,,female
1005,VL4TWcNl04,concubine,Agriculture,lessThanprimary,18.9088406,-70.7478837,Constanza,La Vega,,female
1006,rLvBoIhlMT,married,Ninguna,lessThanprimary,18.904918497445905,-70.75823049998912,Constanza,La Vega,60.0,female
1007,4FEEuIc91z,concubine,Estudiante,highschool,18.9088406,-70.7478837,Constanza,La Vega,,female
1008,BV7G23StWY,single,Agriculture,lessThanprimary,18.9088406,-70.7478837,Constanza,La Vega,,female
1009,oDrdF7ZY8j,concubine,Other,lessThanprimary,18.904933291505,-70.75841372839244,Constanza,La Vega,26.0,female
1010,8rDNSO5Spc,single,Other,lessThanprimary,18.9073797,-70.7508572,Constanza,La Vega,,female
1011,WtHJh6vXro,concubine,Other,lessThanprimary,18.9050458604646,-70.75846888131532,La Vega,Constanza,32.0,male
1012,a94xW1KS8H,single,Other,someHighSchool,18.905033580976447,-70.7584444899771,La Vega,Constanza,22.0,male
1013,0ZwyBCIHHA,concubine,Other,someHighSchool,18.9088406,-70.7478837,Constanza,La Vega,30.0,male
1014,18Hh9BRHzx,single,Ninguna,someHighSchool,18.904978763329712,-70.75829646556707,La Vega,Constanza,21.0,female
1015,XxAYBdeSQF,concubine,Ninguna,lessThanprimary,18.904697760025886,-70.75787988497946,La Vega,Constanza,42.0,female
1016,kEy9l2Lsjh,single,Ama de casa,lessThanprimary,18.9088406,-70.7478837,Constanza,La Vega,,female
1017,vvbLVWw4Um,single,Estudiante,someHighSchool,18.904890124703673,-70.75795180170867,La Vega,Constanza,21.0,female
1018,yUtdP999PH,concubine,Other,primary,18.9025171,-70.7519723,Constanza,La Vega,43.0,male
1019,7YUBds9xgS,concubine,Estudiante,college,18.903892251900523,-70.75816438212198,La Vega,Constanza,23.0,female
1020,412RHWtPS7,married,Ninguna,lessThanprimary,18.9063702011657,-70.75892443775271,La Vega,Constanza,37.0,male
1021,MDFzcEpmM3,concubine,Ama de casa,lessThanprimary,18.9078296,-70.75219150000001,Constanza,La Vega,,female
1022,caboul3Kxq,single,Ama de casa,someHighSchool,18.9093827,-70.75373929999999,Constanza,La Vega,,female
1023,jOJKW56IiO,concubine,Ninguna,lessThanprimary,18.90630356503549,-70.75956615625952,La Vega,Constanza,40.0,female
1024,vz2s4eItaE,concubine,Ama de casa,lessThanprimary,18.912549300000002,-70.7570118,Constanza,La Vega,,female
1025,3H4TcNH30x,single,Other,lessThanprimary,18.906154870073227,-70.75954863808188,La Vega,Constanza,53.0,female
1026,I3HtIsI41Q,concubine,Other,primary,18.906229049916288,-70.75975080958638,La Vega,Constanza,45.0,male
1027,0YTUFHVWEf,concubine,Ama de casa,lessThanprimary,18.908817300000003,-70.7533613,Constanza,La Vega,,female
1028,4D5ITorKjm,concubine,Other,primary,18.90617666302147,-70.75972826226685,La Vega,Constanza,,male
1029,Mc7htZfv4t,married,Other,lessThanprimary,18.9077677,-70.7522622,Constanza,La Vega,,male
1030,AFboh08FCc,concubine,Other,primary,18.90634576791795,-70.75960923924181,La Vega,Constanza,45.0,female
1031,4DH4CAWD1N,married,Other,lessThanprimary,18.9108354,-70.7552405,Constanza,La Vega,,male
1032,hBMlPnSscp,single,Other,lessThanprimary,18.905981574225148,-70.75984074740741,La Vega,Constanza,39.0,female
1033,pTyG9X80YV,married,Ama de casa,lessThanprimary,18.9100155,-70.7562402,Constanza,La Vega,30.0,female
1034,pZYAYmgq43,concubine,Ninguna,lessThanprimary,18.905882164853534,-70.7600037754241,La Vega,Constanza,24.0,female
1035,BzVKcOpCsg,widow,Other,lessThanprimary,18.9088406,-70.7478837,Constanza,La Vega,,female
1036,xnznmyUsoo,concubine,Ninguna,lessThanprimary,18.90590420925888,-70.75982054702077,La Vega,Constanza,40.0,female
1037,TyoEZyxlZC,concubine,Ama de casa,lessThanprimary,18.9093827,-70.75373929999999,Constanza,La Vega,,female
1038,HgpBuJlY7a,concubine,Other,lessThanprimary,18.9096405,-70.75399540000001,Constanza,La Vega,,female
1039,qJ0UPDtT8i,concubine,Ninguna,lessThanprimary,18.906171130965376,-70.76006320311758,La Vega,Constanza,23.0,female
1040,NzfmnScrZJ,married,Other,lessThanprimary,18.9093827,-70.75373929999999,Constanza,La Vega,,female
1041,LoZNQ2Lah4,concubine,Ama de casa,lessThanprimary,18.9088174,-70.7529054,Constanza,La Vega,,female
1042,8vGnuQI4vg,concubine,Ninguna,lessThanprimary,18.906389940547673,-70.76040040708217,La Vega,Constanza,40.0,female
1043,gutd7AA5GW,single,Estudiante,highschool,18.910065799999998,-70.7534842,Constanza,La Vega,29.0,male
1044,O3HaYUulQh,concubine,Ama de casa,lessThanprimary,18.909245300000002,-70.7485947,Constanza,La Vega,,female
1045,DJhfUR3mWv,concubine,Ninguna,lessThanprimary,18.906324519793415,-70.76074071235094,La Vega,Constanza,38.0,female
1046,ixVRCgcQMB,concubine,Other,lessThanprimary,18.9081514,-70.756374,Constanza,La Vega,,female
1047,lmUDnvGvfR,single,Other,lessThanprimary,18.90647971073064,-70.76052077121172,La Vega,Constanza,67.0,male
1048,yMFDxrOe0a,married,Ama de casa,lessThanprimary,18.9083929,-70.7534913,Constanza,La Vega,,female
1049,AaidQRAiUF,single,Ninguna,lessThanprimary,18.906279634701928,-70.7608486712638,La Vega,Constanza,62.0,female
1050,Xl21xCbNVc,single,Ninguna,lessThanprimary,18.906664783152664,-70.76064188971255,La Vega,Constanza,77.0,female
1051,oyBvqOqXuy,married,Other,lessThanprimary,18.90662723222645,-70.76061758219335,Constanza,La Vega,,male
1052,oDvYvnJng4,concubine,Other,primary,18.90639408958974,-70.75918972498808,La Vega,Constanza,43.0,female
1053,3X5IKZEXd4,single,Ama de casa,lessThanprimary,18.9112763,-70.7455507,Constanza,La Vega,54.0,female
1054,N94HNIJ8Dp,single,Other,lessThanprimary,18.9112803,-70.7455465,Constanza,La Vega,47.0,male
1055,hJhuJDUD8f,concubine,Other,,18.911421100000002,-70.7454007,Constanza,La Vega,31.0,male
1056,a9iZCHHslM,concubine,Other,someHighSchool,18.911421100000002,-70.7454007,Constanza,La Vega,45.0,male
1057,yHvvq0119K,concubine,Ama de casa,lessThanprimary,18.911421100000002,-70.7454007,Constanza,La Vega,53.0,female
1058,cUkGlTACBH,single,Ama de casa,someHighSchool,18.911319100000004,-70.7454396,Constanza,La Vega,56.0,female
1059,6U8vawVB9G,single,Other,highschool,18.9112789,-70.7453809,Constanza,La Vega,21.0,female
1060,d9i1gknfna,single,Ama de casa,lessThanprimary,18.9112493,-70.7453376,Constanza,La Vega,,female
1061,O4ISjmjIYJ,concubine,Ama de casa,lessThanprimary,18.9114092,-70.74526350000001,Constanza,La Vega,42.0,female
1062,d2n6PMZ3S5,concubine,Ama de casa,lessThanprimary,18.9095273,-70.747623,Constanza,La Vega,61.0,female
1063,FiL7nLKsP3,married,Agriculture,someHighSchool,18.912537,-70.7226084,Constanza,La Vega,47.0,male
1064,VsBFhBuElo,single,Estudiante,highschool,18.903362899999998,-70.7200064,Constanza,La Vega,33.0,female
1065,ZIG8kxLT79,single,Ama de casa,someHighSchool,18.903362899999998,-70.7200064,Constanza,La Vega,,female
1066,odbM8TlR6f,married,Other,lessThanprimary,18.903362899999998,-70.7200064,Constanza,La Vega,31.0,male
1067,aKObDrdR87,married,Ama de casa,lessThanprimary,18.903362899999998,-70.7200064,Constanza,La Vega,50.0,female
1068,iDngjXCGJL,widow,Ama de casa,lessThanprimary,18.9120754,-70.74544859999999,Constanza,La Vega,,female
1069,lCa11DU1g4,concubine,Other,,18.9118,-70.7456286,Constanza,La Vega,55.0,female
1070,ZXwbEohHCx,single,Other,college,18.909156600000003,-70.7475121,Constanza,La Vega,44.0,female
1071,zNQVHwsWCg,single,Ama de casa,someHighSchool,18.9117909,-70.74559559999999,Constanza,La Vega,26.0,female
1072,ALVcL6mXRu,concubine,Other,someHighSchool,18.9118,-70.7456286,Constanza,La Vega,35.0,male
1073,EsyGVOjXIY,concubine,Ama de casa,lessThanprimary,18.911421100000002,-70.7454007,Constanza,La Vega,,female
1074,6MIwB9nlGV,concubine,Other,college,18.9118,-70.7456286,Constanza,La Vega,26.0,female
1075,HiFGEtiyGF,single,Estudiante,college,18.9115424,-70.7457441,Constanza,La Vega,25.0,female
1076,2fXUbOG16X,single,Other,highschool,18.911421100000002,-70.7454007,Constanza,La Vega,29.0,female
1077,IwdJQwyNxY,concubine,Other,someCollege,18.9130815,-70.7459517,Constanza,La Vega,35.0,male
1078,pU4tEFF4hP,married,Other,lessThanprimary,18.91149,-70.745917,Constanza,La Vega,43.0,female
1079,WHWsnDmu0d,single,Ama de casa,someHighSchool,18.9114673,-70.7459365,Constanza,La Vega,26.0,female
1080,UFvoizMCBq,single,Agriculture,someHighSchool,18.911394199999997,-70.7458498,Constanza,La Vega,34.0,female
1081,gPG378QdqH,single,Other,lessThanprimary,18.9113161,-70.7454673,Constanza,La Vega,69.0,male
1082,hlSGTGtRON,single,Other,primary,18.9117473,-70.7452145,Constanza,La Vega,42.0,female
1083,ghqEBxexob,single,Other,someHighSchool,18.911694100000002,-70.74524129999999,Constanza,La Vega,31.0,female
1084,gWgDO6MwJW,single,Ama de casa,lessThanprimary,18.911754100000003,-70.7452061,Constanza,La Vega,25.0,female
1085,ha97w8DytK,single,Other,someHighSchool,18.9116487,-70.744947,Constanza,La Vega,23.0,female
1086,IYclQEkyDc,single,Other,college,18.9116302,-70.74512879999999,Constanza,La Vega,24.0,male
1087,0VqJdw3jwS,single,Estudiante,someHighSchool,18.911464000000002,-70.7453255,Constanza,La Vega,21.0,male
1088,9coCpfQcbB,single,Ama de casa,lessThanprimary,18.911387100000002,-70.7452186,Constanza,La Vega,36.0,female
1089,Vr2egpmEdw,single,Ama de casa,lessThanprimary,18.911384299999998,-70.7451892,Constanza,La Vega,18.0,female
1090,IPPO1HLt93,concubine,Comerciante,lessThanprimary,18.911374399999996,-70.74521159999999,Constanza,La Vega,37.0,female
1091,6N3y1aGbYY,single,Other,primary,18.911438,-70.7453285,Constanza,La Vega,,female
1092,mOj9f2H7OL,single,Other,college,18.9110922,-70.74511319999999,Constanza,La Vega,26.0,female
1093,mvmbokQF3C,married,Ama de casa,lessThanprimary,18.9111639,-70.74514509999999,Constanza,La Vega,47.0,female
1094,Tss0XCWwlr,single,Other,college,18.9112199,-70.74520279999999,Constanza,La Vega,26.0,female
1095,TSO7J8j3Y8,single,Other,lessThanprimary,18.9114086,-70.74493620000001,Constanza,La Vega,51.0,male
1096,sHytnpiFms,married,Other,someHighSchool,18.911185800000002,-70.7450427,Constanza,La Vega,41.0,male
1097,tPTjYWpGUB,concubine,Ama de casa,lessThanprimary,18.911579100000004,-70.7452325,Constanza,La Vega,,female
