,objectId,marriageStatus,occupation,educationLevel,latitude,longitude,city,province,age,sex
4012,tLvvmGBmYy,single,Other,lessThanprimary,18.508318600000003,-69.3068261,San Pedro de Macoris,San Pedro de Macoris,84.0,female
4013,57UM8jC6fa,free_union,Other,college,18.943091779964927,-70.67878221168246,Constanza,La Vega,35.0,female
4014,apWXUZQUMR,single,Estudiante,lessThanprimary,18.94308172168112,-70.67859512760367,,Constanza,7.0,female
4015,MrwFcoqDO0,free_union,Other,,18.5070142,-69.30432929999999,San Pedro de Macoris,San Pedro de Macoris,29.0,male
4016,mqqLsbZAj1,free_union,Other,lessThanprimary,18.5103324,-69.30246679999999,San Pedro de Macoris,San Pedro de Macoris,74.0,female
4017,dvFCGRFDiQ,free_union,Ama de casa,lessThanprimary,18.508741699999998,-69.30828670000001,San Pedro de Macoris,San Pedro de Macoris,53.0,female
4018,7DAp5vuywd,free_union,Estudiante,highschool,18.94316185267544,-70.67871004349617,Constanza,La Vega,19.0,female
4019,RTx9B8wb79,single,Other,lessThanprimary,18.94317086322134,-70.67874449311816,Constanza,La Vega,2.0,male
4020,SmBWaXSHrp,single,Estudiante,primary,18.508945,-69.3076417,San Pedro de Macoris,San Pedro de Macoris,11.0,male
4021,EgJwcAZXTN,single,Agriculture,lessThanprimary,18.946099545762976,-70.68160782412895,Constanza,La Vega,67.0,male
4022,QtEQDI7Cyi,free_union,Ama de casa,lessThanprimary,18.4630997,-69.2503319,San Pedro de Macoris,San Pedro de Macoris,55.0,female
4023,CYgGiYAJIx,free_union,Ama de casa,lessThanprimary,18.4630997,-69.2503319,San Pedro de Macoris,San Pedro de Macoris,30.0,female
4024,Xt83PHcCpm,free_union,Ama de casa,lessThanprimary,18.4630997,-69.2503319,San Pedro de Macoris,San Pedro de Macoris,45.0,female
4025,amGzzudMPl,free_union,Ama de casa,lessThanprimary,18.4629017,-69.25066,San Pedro de Macoris,San Pedro de Macoris,41.0,female
4026,X0ku3kDAEG,single,Agriculture,lessThanprimary,18.943054589590144,-70.67890359646181,Constanza,La Vega,,male
4027,ZqJRcirrdA,married,Ama de casa,lessThanprimary,18.943087086099148,-70.6788404659095,Constanza,La Vega,46.0,female
4028,Elann3T9Cw,free_union,Other,lessThanprimary,18.4630997,-69.2503319,San Pedro de Macoris,San Pedro de Macoris,30.0,male
4029,6xE9zqu1nr,free_union,Estudiante,someHighSchool,18.943131971190628,-70.67872487946477,Constanza,La Vega,21.0,female
4030,7PD6UMnv6p,free_union,Other,someHighSchool,18.4611025,-69.25441479999999,San Pedro de Macoris,San Pedro de Macoris,46.0,male
4031,JDfsibVAtJ,single,Other,lessThanprimary,18.943145885149892,-70.67878774373855,Constanza,La Vega,2.0,female
4032,tGKla94V53,free_union,Other,lessThanprimary,18.462965,-69.2505133,San Pedro de Macoris,San Pedro de Macoris,46.0,male
4033,26mWNY3piF,free_union,Agriculture,lessThanprimary,18.943126564863086,-70.67874792969849,Constanza,La Vega,66.0,male
4034,jgllz9fHw7,free_union,Ama de casa,someHighSchool,18.4630997,-69.2503319,San Pedro de Macoris,San Pedro de Macoris,47.0,female
4035,FuF53ujNsB,free_union,Ama de casa,primary,18.462285,-69.249505,San Pedro de Macoris,San Pedro de Macoris,21.0,female
4036,3b3m01EW0y,single,Other,primary,18.942924883600078,-70.67863105562598,Constanza,La Vega,39.0,female
4037,hZsoISBwUn,single,Other,lessThanprimary,18.94266164164848,-70.67852757386585,Constanza,La Vega,3.0,male
4038,3UlITn9X8D,free_union,Other,lessThanprimary,18.46267371,-69.25064509999999,San Pedro de Macoris,San Pedro de Macoris,44.0,male
4039,gqv1heOdYF,single,Ama de casa,lessThanprimary,18.4630997,-69.2503319,San Pedro de Macoris,San Pedro de Macoris,57.0,female
4040,9c7Azhljym,single,Estudiante,someCollege,18.94300708083337,-70.67872538237896,Constanza,La Vega,21.0,female
4041,dYA8YGdT9J,single,Agriculture,highschool,18.943070909026027,-70.67876662134256,Constanza,La Vega,43.0,female
4042,ZQwB6MvSs1,married,Ama de casa,highschool,18.461993300000003,-69.2490517,San Pedro de Macoris,San Pedro de Macoris,49.0,female
4043,upXXsyu0b7,free_union,Ama de casa,lessThanprimary,18.943015211279448,-70.67877743399767,Constanza,La Vega,41.0,female
4044,TqHkWLLbT1,single,Other,lessThanprimary,18.9430409856317,-70.67882797687378,Constanza,La Vega,4.0,male
4045,qXtTkuXWMC,married,Other,,18.464405399999997,-69.2555323,San Pedro de Macoris,San Pedro de Macoris,70.0,male
4046,SOlMc5zk2Y,free_union,Other,highschool,18.4630997,-69.2503319,San Pedro de Macoris,San Pedro de Macoris,31.0,female
4047,b1zuSLfEnv,married,Other,lessThanprimary,18.4630997,-69.2503319,San Pedro de Macoris,San Pedro de Macoris,78.0,female
4048,nFIFBsdo4V,widow,Ama de casa,lessThanprimary,18.4630997,-69.2503319,San Pedro de Macoris,San Pedro de Macoris,72.0,female
4049,uLyXdlFItD,,Estudiante,primary,18.4630997,-69.2503319,San Pedro de Macoris,San Pedro de Macoris,12.0,male
4050,wBIJlp82Qm,single,Other,lessThanprimary,18.4630997,-69.2503319,San Pedro de Macoris,San Pedro de Macoris,76.0,male
4051,hyfTDS9qZ3,free_union,Other,lessThanprimary,18.4630997,-69.2503319,San Pedro de Macoris,San Pedro de Macoris,38.0,female
4052,6G61ur2fF9,married,Other,lessThanprimary,18.4625008,-69.2497922,San Pedro de Macoris,San Pedro de Macoris,50.0,male
4053,GsYJb1nGZk,single,Ama de casa,,18.4630997,-69.2503319,San Pedro de Macoris,San Pedro de Macoris,69.0,female
4054,BswTOWnODI,free_union,Ama de casa,lessThanprimary,18.942974223772946,-70.67898379645374,Constanza,La Vega,47.0,female
4055,XHvtTnNA9Q,single,Other,lessThanprimary,18.46271974,-69.25029018,San Pedro de Macoris,San Pedro de Macoris,71.0,male
4056,CeieIIGXrl,single,Ama de casa,lessThanprimary,18.942635993914877,-70.67851721724045,Constanza,La Vega,78.0,female
4057,mJSS04XdlR,,Other,,18.4630997,-69.2503319,San Pedro de Macoris,San Pedro de Macoris,2.0,male
4058,FcF5AGjyTs,single,Other,lessThanprimary,18.4629695,-69.2546375,San Pedro de Macoris,San Pedro de Macoris,11.0,male
4059,N8eNwnzDYO,free_union,Other,lessThanprimary,18.942932146619018,-70.6784813013586,Constanza,La Vega,56.0,male
4060,t32qxqR1xA,single,Estudiante,highschool,18.4630997,-69.2503319,San Pedro de Macoris,San Pedro de Macoris,23.0,female
4061,hjd3xHMGkY,single,Estudiante,primary,18.462626699999998,-69.24974,San Pedro de Macoris,San Pedro de Macoris,12.0,male
4062,ewCxj09ar8,free_union,Ama de casa,highschool,18.4627017,-69.25048170000001,San Pedro de Macoris,San Pedro de Macoris,39.0,female
4063,9nbcbfTRGV,free_union,Ama de casa,highschool,18.94296220608561,-70.67865812406774,Constanza,La Vega,42.0,female
4064,NZzQoGYJGG,single,Estudiante,lessThanprimary,18.94296220608561,-70.67865812406774,Constanza,La Vega,11.0,male
4065,6dMMTmmJAe,single,Estudiante,college,18.94296220608561,-70.67865812406774,Constanza,La Vega,20.0,female
4066,2wzorHKU4B,free_union,Ama de casa,lessThanprimary,18.942945557664093,-70.67859479232754,Constanza,La Vega,61.0,female
4067,0YBO85VTpL,free_union,Other,lessThanprimary,18.943039434979614,-70.67868464632954,Constanza,La Vega,53.0,female
4068,aAtxWPsQZ8,single,Other,lessThanprimary,18.4500098,-69.1922355,San Pedro de Macoris,San Pedro de Macoris,58.0,male
4069,6yNofC7s0m,free_union,Other,lessThanprimary,18.449695000000002,-69.191983,San Pedro de Macoris,San Pedro de Macoris,37.0,female
4070,y0KTtTCxJr,married,Ama de casa,,18.4500105,-69.19234540000001,San Pedro de Macoris,San Pedro de Macoris,66.0,female
4071,b4yhSW7uNX,free_union,Estudiante,college,18.4501277,-69.19179220000001,San Pedro de Macoris,San Pedro de Macoris,21.0,female
4072,n4MePRAclZ,free_union,Other,lessThanprimary,18.4505247,-69.1912071,San Pedro de Macoris,San Pedro de Macoris,56.0,male
4073,dkgy5jhWfN,married,No trabaja,lessThanprimary,18.450028699999997,-69.1922913,San Pedro de Macoris,San Pedro de Macoris,78.0,male
4074,NQdUtkopAD,widow,Ama de casa,lessThanprimary,18.4500294,-69.19232459999999,San Pedro de Macoris,San Pedro de Macoris,79.0,female
4075,2YNvalxwR2,free_union,Ama de casa,primary,18.4500149,-69.1923117,San Pedro de Macoris,San Pedro de Macoris,39.0,female
4076,uNgazPUkeI,free_union,Ama de casa,highschool,18.4499116,-69.1919205,San Pedro de Macoris,San Pedro de Macoris,45.0,female
4077,fZNR1JNFXF,free_union,Ama de casa,lessThanprimary,18.449127800000003,-69.19210340000001,San Pedro de Macoris,San Pedro de Macoris,43.0,female
4078,ebP83kEUy2,,Ama de casa,lessThanprimary,18.4501221,-69.1918926,San Pedro de Macoris,San Pedro de Macoris,83.0,female
4079,b1sxcsSonX,,Other,lessThanprimary,18.450225800000002,-69.1917721,San Pedro de Macoris,San Pedro de Macoris,13.0,female
4081,dYIF2dJ13G,free_union,Ama de casa,lessThanprimary,18.4498055,-69.1916318,San Pedro de Macoris,San Pedro de Macoris,54.0,female
4082,ZfVik7eWpu,single,Other,,18.4497685,-69.1926947,San Pedro de Macoris,San Pedro de Macoris,59.0,female
4083,OnkZMVEZV0,,Other,lessThanprimary,18.449127800000003,-69.19210340000001,San Pedro de Macoris,San Pedro de Macoris,27.0,male
4084,I7ptNWefTS,free_union,Other,lessThanprimary,18.4498733,-69.1917969,San Pedro de Macoris,San Pedro de Macoris,59.0,male
4085,5YVrED0fLw,free_union,Other,someHighSchool,18.4498211,-69.1919325,San Pedro de Macoris,San Pedro de Macoris,25.0,female
4086,cbgO1rEGBS,single,Estudiante,college,18.4495892,-69.1925172,San Pedro de Macoris,San Pedro de Macoris,20.0,female
4087,OUvQCOm2hy,,Other,primary,18.44888126,-69.19216248,San Pedro de Macoris,San Pedro de Macoris,8.0,male
4088,Tb5t6htFUZ,free_union,Other,lessThanprimary,18.449127800000003,-69.19210340000001,San Pedro de Macoris,San Pedro de Macoris,25.0,male
4089,MGXyVpcdHg,,Estudiante,lessThanprimary,18.449816000000002,-69.1924858,San Pedro de Macoris,San Pedro de Macoris,6.0,female
4090,G2kDW9kzYh,single,Estudiante,primary,18.449518899999998,-69.1926459,San Pedro de Macoris,San Pedro de Macoris,14.0,male
4091,IrWxSag0T4,,Other,lessThanprimary,18.4498084,-69.19247890000001,San Pedro de Macoris,San Pedro de Macoris,5.0,female
4092,jBwSJUjAae,free_union,Ama de casa,lessThanprimary,18.449127800000003,-69.19210340000001,San Pedro de Macoris,San Pedro de Macoris,25.0,female
4093,GIaxgKQHWc,,Estudiante,lessThanprimary,18.4498447,-69.1924933,San Pedro de Macoris,San Pedro de Macoris,10.0,male
4094,qFlcHew5zc,single,Ama de casa,lessThanprimary,18.4497183,-69.19191550000001,San Pedro de Macoris,San Pedro de Macoris,46.0,female
4095,pTa7XcHxBL,single,Estudiante,highschool,18.4497311,-69.19237340000001,San Pedro de Macoris,San Pedro de Macoris,17.0,female
4096,RYW0Gr8y1s,,Other,,18.449127800000003,-69.19210340000001,San Pedro de Macoris,San Pedro de Macoris,5.0,male
4097,zHvGsVAT0P,single,Estudiante,highschool,18.449127800000003,-69.19210340000001,San Pedro de Macoris,San Pedro de Macoris,17.0,female
4098,OhqIm4ahO8,married,Ama de casa,lessThanprimary,18.449798,-69.19268840000001,San Pedro de Macoris,San Pedro de Macoris,82.0,female
4099,HI6yocRqaJ,,Estudiante,highschool,18.449127800000003,-69.19210340000001,San Pedro de Macoris,San Pedro de Macoris,,female
4100,gGkM4NleW3,single,Ama de casa,highschool,18.4498206,-69.1926457,San Pedro de Macoris,San Pedro de Macoris,25.0,female
4101,mfzRXBpbMS,single,Other,lessThanprimary,18.4498265,-69.1926449,San Pedro de Macoris,San Pedro de Macoris,35.0,female
4102,HNlPDd2m1q,free_union,Other,lessThanprimary,18.449127800000003,-69.19210340000001,San Pedro de Macoris,San Pedro de Macoris,51.0,female
4103,bGY5j04oD1,single,Other,lessThanprimary,18.4499912,-69.1923387,San Pedro de Macoris,San Pedro de Macoris,41.0,male
4104,jSJvpK8F6C,single,Other,highschool,18.449810100000004,-69.1917779,San Pedro de Macoris,San Pedro de Macoris,20.0,male
4105,0w0EZ9dgGT,single,Ama de casa,lessThanprimary,18.449127800000003,-69.19210340000001,San Pedro de Macoris,San Pedro de Macoris,42.0,female
4106,C8wP06L8Qv,,Estudiante,primary,18.449127800000003,-69.19210340000001,San Pedro de Macoris,San Pedro de Macoris,,male
4107,dpm6pHF61z,free_union,Ama de casa,lessThanprimary,18.449127800000003,-69.19210340000001,San Pedro de Macoris,San Pedro de Macoris,27.0,female
4108,BYDBwYrcw9,,Other,,18.908906444913445,-70.74064844279823,Constanza,La Vega,,female
4109,BjDQU8kYPu,free_union,Other,lessThanprimary,18.449648,-69.1919255,San Pedro de Macoris,San Pedro de Macoris,27.0,male
4110,G0psUrsNgz,single,Other,,18.4499224,-69.1925181,San Pedro de Macoris,San Pedro de Macoris,68.0,male
4111,c4JwKWLkKf,single,Other,lessThanprimary,18.44864685,-69.19201409,San Pedro de Macoris,San Pedro de Macoris,33.0,male
4112,B8yGJsxKFt,free_union,Ama de casa,lessThanprimary,18.449127800000003,-69.19210340000001,San Pedro de Macoris,San Pedro de Macoris,37.0,female
4113,DgsQt6PQtV,single,Ama de casa,lessThanprimary,18.449979000000003,-69.1922936,San Pedro de Macoris,San Pedro de Macoris,81.0,female
4114,EkSSPTnVju,single,Other,someHighSchool,18.4505247,-69.1912071,San Pedro de Macoris,San Pedro de Macoris,20.0,male
4115,gA5wd1sJRt,free_union,Ama de casa,lessThanprimary,18.4498466,-69.192624,San Pedro de Macoris,San Pedro de Macoris,28.0,female
4116,fenuLEtKkX,single,Ama de casa,highschool,18.449997600000003,-69.1923291,San Pedro de Macoris,San Pedro de Macoris,44.0,female
4117,BVodLslogg,single,Other,,18.4500294,-69.19232459999999,San Pedro de Macoris,San Pedro de Macoris,4.0,female
4118,zi5pusyPa8,married,Ama de casa,highschool,18.4499589,-69.1923235,San Pedro de Macoris,San Pedro de Macoris,53.0,female
4119,6T86X5EZve,free_union,Other,lessThanprimary,18.4500294,-69.19232459999999,San Pedro de Macoris,San Pedro de Macoris,31.0,male
4120,i2NwYKHl2u,single,Other,,18.449127800000003,-69.19210340000001,San Pedro de Macoris,San Pedro de Macoris,45.0,male
4121,SLnqR0OdNR,single,Other,someHighSchool,18.4500217,-69.1923347,San Pedro de Macoris,San Pedro de Macoris,49.0,male
4122,e8IwC5Mfpm,single,Other,someHighSchool,18.4505247,-69.1912071,San Pedro de Macoris,San Pedro de Macoris,40.0,female
4123,VBMAeny04r,single,Other,lessThanprimary,18.4498823,-69.1917828,San Pedro de Macoris,San Pedro de Macoris,23.0,female
4124,7GVylw0HJ0,free_union,Other,lessThanprimary,18.4501251,-69.1922572,San Pedro de Macoris,San Pedro de Macoris,36.0,female
4125,zoCtqwGDJZ,free_union,Other,someHighSchool,18.4501181,-69.1922511,San Pedro de Macoris,San Pedro de Macoris,27.0,male
4126,lwi57EBbGB,single,Ama de casa,,18.450418,-69.1916071,San Pedro de Macoris,San Pedro de Macoris,30.0,female
4127,BKofQz6ZeP,single,Estudiante,lessThanprimary,18.4501024,-69.19231590000001,San Pedro de Macoris,San Pedro de Macoris,,male
4128,GZwMszEOPy,free_union,Ama de casa,lessThanprimary,18.4507645,-69.19087320000001,San Pedro de Macoris,San Pedro de Macoris,55.0,female
4129,YK6IEF5QEl,single,Other,lessThanprimary,18.4500486,-69.1923054,San Pedro de Macoris,San Pedro de Macoris,41.0,male
4130,X6uspv7DPo,married,Other,lessThanprimary,18.450476000000002,-69.1915132,San Pedro de Macoris,San Pedro de Macoris,50.0,female
4131,GuK7MBlf3V,,Estudiante,lessThanprimary,18.4501272,-69.1922927,San Pedro de Macoris,San Pedro de Macoris,10.0,female
4132,PyqlLgyqPn,free_union,Ama de casa,someHighSchool,18.4500723,-69.19223559999999,San Pedro de Macoris,San Pedro de Macoris,27.0,female
4133,kTxPKPI2YJ,free_union,Ama de casa,lessThanprimary,18.450104999999997,-69.19234279999999,San Pedro de Macoris,San Pedro de Macoris,23.0,female
4134,5Z1eTQ2grC,married,Other,lessThanprimary,18.4503171,-69.1917618,San Pedro de Macoris,San Pedro de Macoris,59.0,male
4135,nudh2e562C,,Estudiante,lessThanprimary,18.4501085,-69.19234209999999,San Pedro de Macoris,San Pedro de Macoris,7.0,male
4136,AqaG9AGqD4,,Other,,18.4500743,-69.1923713,San Pedro de Macoris,San Pedro de Macoris,5.0,female
4137,J8JKZQPz6r,free_union,Ama de casa,,18.4503432,-69.19161650000001,San Pedro de Macoris,San Pedro de Macoris,67.0,female
4138,3uBh2WKXeN,free_union,Ama de casa,someHighSchool,18.450059200000002,-69.1923244,San Pedro de Macoris,San Pedro de Macoris,30.0,female
4139,UeBb5ZvieN,free_union,Ama de casa,highschool,18.450087600000003,-69.1922328,San Pedro de Macoris,San Pedro de Macoris,32.0,female
4140,ED1HhN0LpT,free_union,Other,lessThanprimary,18.4500349,-69.19182009999999,San Pedro de Macoris,San Pedro de Macoris,50.0,female
4141,4N7syA1Fed,,Other,,18.450071899999998,-69.1921762,San Pedro de Macoris,San Pedro de Macoris,2.0,male
4142,DJIuTjuL01,free_union,Other,lessThanprimary,18.4500306,-69.19232459999999,San Pedro de Macoris,San Pedro de Macoris,44.0,female
4143,J6RMbP3dSR,free_union,Other,,18.4500294,-69.19232459999999,San Pedro de Macoris,San Pedro de Macoris,90.0,male
4144,jxqvI3D6kt,single,Other,lessThanprimary,18.4500958,-69.1921448,San Pedro de Macoris,San Pedro de Macoris,22.0,female
4145,pATQCHJYJY,single,Other,highschool,18.4500392,-69.192328,San Pedro de Macoris,San Pedro de Macoris,31.0,female
4146,2PFdPddBi8,free_union,Other,lessThanprimary,18.4501404,-69.1921152,San Pedro de Macoris,San Pedro de Macoris,70.0,female
4147,mpFHladP1w,single,Ama de casa,lessThanprimary,18.4505247,-69.1912071,San Pedro de Macoris,San Pedro de Macoris,22.0,female
4148,q0DC0s5NAY,single,Ama de casa,,18.4502951,-69.1916746,San Pedro de Macoris,San Pedro de Macoris,48.0,female
4149,Zfa4XkFZfg,free_union,Other,highschool,18.4501322,-69.1921447,San Pedro de Macoris,San Pedro de Macoris,28.0,female
4150,3kurMPcnwr,free_union,No trabaja,lessThanprimary,18.450159600000003,-69.1912877,San Pedro de Macoris,San Pedro de Macoris,36.0,male
4151,LHVWCcX5Ft,free_union,Estudiante,highschool,18.450532100000004,-69.1912559,San Pedro de Macoris,San Pedro de Macoris,18.0,female
4152,Rb5Xr5lFjs,,Other,,18.4502885,-69.19174,San Pedro de Macoris,San Pedro de Macoris,1.0,male
4153,r1jdxrih0r,free_union,Ama de casa,lessThanprimary,18.450210600000002,-69.19151140000001,San Pedro de Macoris,San Pedro de Macoris,38.0,female
4154,5brIwYMTKb,free_union,Ama de casa,highschool,18.4501064,-69.1921743,San Pedro de Macoris,San Pedro de Macoris,26.0,female
4155,b1nvj4Ycph,single,Ama de casa,lessThanprimary,18.4507876,-69.1906134,San Pedro de Macoris,San Pedro de Macoris,52.0,female
4156,mlC1pdCGt7,single,Other,highschool,18.4502581,-69.1915209,San Pedro de Macoris,San Pedro de Macoris,22.0,male
4157,lVK14Jjtpa,free_union,Ama de casa,someHighSchool,18.4503198,-69.1914429,San Pedro de Macoris,San Pedro de Macoris,19.0,female
4158,o5wQb4UR9q,free_union,Other,lessThanprimary,18.450075899999998,-69.1908313,San Pedro de Macoris,San Pedro de Macoris,59.0,female
4159,6no3Mpqk9e,free_union,Other,lessThanprimary,18.450160600000004,-69.191634,San Pedro de Macoris,San Pedro de Macoris,35.0,male
4160,dZDKKMNo8a,free_union,Ama de casa,lessThanprimary,18.45029,-69.1914512,San Pedro de Macoris,San Pedro de Macoris,41.0,female
4161,Te9Z2z3znn,free_union,Other,someHighSchool,18.4505247,-69.1912071,San Pedro de Macoris,San Pedro de Macoris,54.0,male
4162,MRBY1pC7YR,single,Estudiante,primary,18.450237100000002,-69.1905336,San Pedro de Macoris,San Pedro de Macoris,17.0,female
4163,y48WEKcBcH,single,Other,lessThanprimary,18.44972269,-69.19090143,San Pedro de Macoris,San Pedro de Macoris,35.0,female
4164,ZJJo5uiZNA,free_union,Other,lessThanprimary,18.4502277,-69.1913938,San Pedro de Macoris,San Pedro de Macoris,50.0,male
4165,MoDUh4bZuH,free_union,Ama de casa,lessThanprimary,18.450090799999998,-69.1906906,San Pedro de Macoris,San Pedro de Macoris,60.0,female
4166,0BSYjgbCSA,single,Estudiante,highschool,18.4500319,-69.1906093,San Pedro de Macoris,San Pedro de Macoris,17.0,female
4167,43mVFApPoY,single,Estudiante,primary,18.450031600000003,-69.1905696,San Pedro de Macoris,San Pedro de Macoris,15.0,female
4168,OosWjyWRX4,single,Other,,18.450887899999998,-69.19071690000001,San Pedro de Macoris,San Pedro de Macoris,,male
4169,jjHJdEw39Z,single,Ama de casa,lessThanprimary,18.4741271,-69.3061896,San Pedro de Macoris,San Pedro de Macoris,26.0,female
4170,ER4S1K4ESL,,Menor,,18.4741271,-69.3061896,San Pedro de Macoris,San Pedro de Macoris,3.0,male
4171,LK3LqSXDWp,,Other,,18.908831960994714,-70.74050138836589,Constanza,La Vega,,female
4172,jsZ9AlcVoa,,Other,,18.908482890334717,-70.74055406011223,Constanza,La Vega,,male
4173,eAfn8ujQQ3,single,Ama de casa,lessThanprimary,18.4501137,-69.19071640000001,San Pedro de Macoris,San Pedro de Macoris,58.0,female
4174,B1bq6LfInq,,Other,lessThanprimary,18.4507876,-69.1906134,San Pedro de Macoris,San Pedro de Macoris,58.0,female
4175,5lKRjtjHCu,free_union,Other,lessThanprimary,18.4502191,-69.190958,San Pedro de Macoris,San Pedro de Macoris,74.0,male
4176,SFYRHtOpIV,free_union,Ama de casa,primary,18.4500685,-69.19030140000001,San Pedro de Macoris,San Pedro de Macoris,60.0,female
4177,5eh0fYjvu9,widow,No trabaja,lessThanprimary,18.450057100000002,-69.19034559999999,San Pedro de Macoris,San Pedro de Macoris,79.0,male
4178,ntsof5xpYI,free_union,Ama de casa,lessThanprimary,18.4502769,-69.19156729999999,San Pedro de Macoris,San Pedro de Macoris,31.0,female
4179,iHyhu4nvb5,single,Ama de casa,lessThanprimary,18.4500859,-69.1905377,San Pedro de Macoris,San Pedro de Macoris,52.0,female
4180,iDMhCsUW1z,free_union,Ama de casa,lessThanprimary,18.4501306,-69.1915684,San Pedro de Macoris,San Pedro de Macoris,40.0,female
4181,OPvbnnOKNC,free_union,Other,lessThanprimary,18.4501085,-69.19234209999999,San Pedro de Macoris,San Pedro de Macoris,46.0,male
4182,tBb7PO2Dki,single,Other,lessThanprimary,18.4499252,-69.1913975,San Pedro de Macoris,San Pedro de Macoris,63.0,male
4183,GkXzjeVIyq,single,Other,someHighSchool,18.4504413,-69.1914225,San Pedro de Macoris,San Pedro de Macoris,27.0,female
4184,UuARAkkRZR,single,Ama de casa,lessThanprimary,18.4503893,-69.1918179,San Pedro de Macoris,San Pedro de Macoris,25.0,female
4185,4BkrfGi25y,free_union,Ama de casa,lessThanprimary,18.450207199999998,-69.1920178,San Pedro de Macoris,San Pedro de Macoris,35.0,female
4186,2j5LfcEqbZ,free_union,Other,lessThanprimary,18.4505247,-69.1912071,San Pedro de Macoris,San Pedro de Macoris,48.0,female
4187,JsdusbgBSk,single,Ama de casa,lessThanprimary,18.450001699999998,-69.19042759999999,San Pedro de Macoris,San Pedro de Macoris,61.0,female
4188,I13aBi43c6,free_union,Other,lessThanprimary,18.4506045,-69.1914923,San Pedro de Macoris,San Pedro de Macoris,50.0,male
4189,cBZvcCyajd,single,Ama de casa,lessThanprimary,18.450543399999997,-69.1912558,San Pedro de Macoris,San Pedro de Macoris,66.0,female
4190,X67AFmf4JU,free_union,Ama de casa,lessThanprimary,18.450492800000003,-69.1906346,San Pedro de Macoris,San Pedro de Macoris,67.0,female
4191,CNBykJIHlj,single,Ama de casa,lessThanprimary,18.4499227,-69.1903083,San Pedro de Macoris,San Pedro de Macoris,39.0,female
4192,ITB7aEXMmy,free_union,No trabaja,lessThanprimary,18.450720999999998,-69.1911636,San Pedro de Macoris,San Pedro de Macoris,86.0,male
4193,zYovfIadip,free_union,Other,lessThanprimary,18.4505217,-69.191215,San Pedro de Macoris,San Pedro de Macoris,58.0,male
4194,uYcG0cfvoD,married,Ama de casa,lessThanprimary,18.4506234,-69.19163780000001,San Pedro de Macoris,San Pedro de Macoris,75.0,female
4195,qeq2mQHFNo,single,Other,someHighSchool,18.4506234,-69.19163780000001,San Pedro de Macoris,San Pedro de Macoris,33.0,male
4196,GkygClo5l3,single,Other,lessThanprimary,18.4500054,-69.19082890000001,San Pedro de Macoris,San Pedro de Macoris,59.0,female
4197,ahMdYLPkHJ,single,Other,lessThanprimary,18.4504684,-69.1906108,San Pedro de Macoris,San Pedro de Macoris,17.0,male
4198,vOXRUUFQMA,widow,Ama de casa,lessThanprimary,18.450347,-69.1904216,San Pedro de Macoris,San Pedro de Macoris,59.0,female
4199,fl5JCxvhjt,,Estudiante,primary,18.4503866,-69.19098790000001,San Pedro de Macoris,San Pedro de Macoris,9.0,female
4200,lBCWkmcHP1,married,Ama de casa,lessThanprimary,18.4504897,-69.1910458,San Pedro de Macoris,San Pedro de Macoris,58.0,female
4201,3MTmC1wAFH,free_union,Ama de casa,lessThanprimary,18.4507926,-69.19081070000001,San Pedro de Macoris,San Pedro de Macoris,36.0,female
4202,sDS0NyMiEj,married,Ama de casa,lessThanprimary,18.4500364,-69.1915882,San Pedro de Macoris,San Pedro de Macoris,48.0,female
4203,JaCIocZdCe,,Other,,18.908756457385174,-70.74064458104897,Constanza,La Vega,,female
4204,AT1FvlbmTP,married,Other,lessThanprimary,18.450271,-69.1905285,San Pedro de Macoris,San Pedro de Macoris,64.0,male
4205,s4ykj7l1Uc,single,Other,lessThanprimary,18.4500365,-69.19125190000001,San Pedro de Macoris,,73.0,male
4206,vAGAsmhmUC,free_union,Other,lessThanprimary,18.450279300000002,-69.1905322,San Pedro de Macoris,San Pedro de Macoris,32.0,male
4207,i6W3hfZxWT,single,Ama de casa,someHighSchool,18.4501688,-69.19071009999999,San Pedro de Macoris,San Pedro de Macoris,58.0,female
4208,CBfKNA0pbg,free_union,Ama de casa,someHighSchool,18.4505626,-69.1911176,San Pedro de Macoris,San Pedro de Macoris,41.0,female
4209,XCCLYq2Gjl,free_union,Other,someHighSchool,18.4505247,-69.1912071,San Pedro de Macoris,San Pedro de Macoris,28.0,male
4210,TvvMhtAVYX,free_union,Other,lessThanprimary,18.451430600000002,-69.1909223,San Pedro de Macoris,San Pedro de Macoris,41.0,female
4211,OrkUsq6nzY,single,Other,lessThanprimary,18.4515588,-69.19022340000001,San Pedro de Macoris,San Pedro de Macoris,77.0,female
4212,gEF4Lctfza,free_union,Other,lessThanprimary,18.4513018,-69.1908753,San Pedro de Macoris,San Pedro de Macoris,64.0,male
4213,f4ENOp42Fv,free_union,Other,college,18.4514351,-69.19015350000001,San Pedro de Macoris,San Pedro de Macoris,33.0,female
4214,FGXEnDRz6e,free_union,Ama de casa,primary,18.450202100000002,-69.18978100000001,San Pedro de Macoris,San Pedro de Macoris,17.0,female
4215,Vym2l6wnXH,,Other,lessThanprimary,18.4515588,-69.19022340000001,San Pedro de Macoris,San Pedro de Macoris,8.0,male
4216,HiNg8x7Gr1,single,Estudiante,lessThanprimary,18.4515588,-69.19022340000001,San Pedro de Macoris,San Pedro de Macoris,5.0,male
