objectId,yearsLivedinthecommunity,yearsLivedinThisHouse,waterAccess,typeofWaterdoyoudrink,latrineAccess,clinicAccess,conditionoFloorinyourhouse,conditionoRoofinyourhouse,medicalproblemswheredoyougo,dentalproblemswheredoyougo,biggestproblemofcommunity,timesperweektrashcollected,wheretrashleftbetweenpickups,numberofIndividualsLivingintheHouse,numberofChildrenLivinginHouseUndertheAgeof5,houseownership,bathroomAccess,stoveType
prDghQ5RTN,moreThan10,moreThan10,everyday,bottled,Y,N,cementPoor,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,Burned,other,4,0,owned,,
prDghQ5RTN,moreThan10,moreThan10,everyday,bottled,Y,N,cementPoor,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,Burned,other,4,0,owned,,
prDghQ5RTN,moreThan10,moreThan10,everyday,bottled,Y,N,cementPoor,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,Burned,other,4,0,owned,,
prDghQ5RTN,moreThan10,moreThan10,everyday,bottled,Y,N,cementPoor,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,Burned,other,4,0,owned,,
prDghQ5RTN,moreThan10,moreThan10,everyday,bottled,Y,N,cementPoor,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,Burned,other,4,0,owned,,
prDghQ5RTN,moreThan10,moreThan10,everyday,bottled,Y,N,cementPoor,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,Burned,other,4,0,owned,,
pF7rkR7HCc,moreThan10,5_10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,0,burned,3,0,owned,,
InIz59DdeX,moreThan10,5_10,,bottled,Y,N,cementWorking,poor,Ramon Santana Hospital,Other,Other,0,burned,2,0,owned,,
PJ9DLArJK8,moreThan10,3_4,everyday,bottled,Y,N,cementWorking,poor,Ramon Santana Hospital,Ramon Santana Hospital,Other,0,burned,1,0,owned,,
g5Ef7ZfiIf,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Ramon Santana Hospital,Ramon Santana Hospital,Water,0,burned,4,0,owned,,
XkWk3xpID1,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Other,Other,Burned,other,3,0,owned,,
XkWk3xpID1,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Other,Other,Burned,other,3,0,owned,,
XkWk3xpID1,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Other,Other,Burned,other,3,0,owned,,
XkWk3xpID1,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Other,Other,Burned,other,3,0,owned,,
XkWk3xpID1,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Other,Other,Burned,other,3,0,owned,,
XkWk3xpID1,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Other,Other,Burned,other,3,0,owned,,
XkWk3xpID1,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Other,Other,Burned,other,3,0,owned,,
XkWk3xpID1,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Other,Other,Burned,other,3,0,owned,,
XkWk3xpID1,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Other,Other,Burned,other,3,0,owned,,
XkWk3xpID1,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Other,Other,Burned,other,3,0,owned,,
XkWk3xpID1,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Other,Other,Burned,other,3,0,owned,,
XkWk3xpID1,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Other,Other,Burned,other,3,0,owned,,
XkWk3xpID1,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Other,Other,Burned,other,3,0,owned,,
3N4MIU7rtB,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,0,burned,1,0,owned,,
3N4MIU7rtB,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,0,burned,1,0,owned,,
HMSwbGwxFA,moreThan10,moreThan10,everyday,bottled,Y,N,,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,0,other,3,1,owned,,
XkWk3xpID1,moreThan10,moreThan10,,,,,cementWorking,working,Other,Other,Other,0,other,5,0,owned,,
XkWk3xpID1,moreThan10,moreThan10,,,,,cementWorking,working,Other,Other,Other,0,other,5,0,owned,,
XkWk3xpID1,moreThan10,moreThan10,,,,,cementWorking,working,Other,Other,Other,0,other,5,0,owned,,
XkWk3xpID1,moreThan10,moreThan10,,,,,cementWorking,working,Other,Other,Other,0,other,5,0,owned,,
VvlAivfRKo,moreThan10,moreThan10,everyday,bottled,Y,N,,,Ramon Santana Hospital,Ramon Santana Hospital,Other,Burned,other,3,0,,,
VvlAivfRKo,moreThan10,moreThan10,everyday,bottled,Y,N,,,Ramon Santana Hospital,Ramon Santana Hospital,Other,Burned,other,3,0,,,
i2QM7Jl1Mo,moreThan10,5_10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Health,0,other,9,3,rented,,
RYb96Jx9Nt,5_10,3_4,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Unemployment,0,other,3,1,owned,,
zEVZgn29Hn,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Water,0,other,8,1,owned,,
CAaeQ7buAl,,,,,,,,,Other,Other,Other,0,other,4,0,,,
Hx9djNXz7Z,5_10,5_10,everyday,bottled,Y,Y,cementPoor,poor,Ramon Santana Hospital,Ramon Santana Hospital,Garbage,Unknown,burned,3,0,owned,,
75ENwiXKar,moreThan10,1_2,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Other,1,outside house,2,0,owned,,
zNK2VOHDDk,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Other,Other,Health,1,street,2,0,owned,,
uLH8I6CQlx,moreThan10,moreThan10,2-3AWeek,bottled,Y,Y,cementPoor,poor,Other,Other Hospital,Water,1,outside house,5,1,owned,,
K7cufBQKOk,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,poor,Other,Clinic,Other,Unknown,other,1,0,owned,,
mKd6i1YruP,moreThan10,moreThan10,2-3AWeek,bottled,Y,Y,cementWorking,poor,Other,Ramon Santana Hospital,Other,1,outside house,2,0,owned,,
5LuvDWrc1D,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Unemployment,1,street,4,0,owned,,
MF1R299UFt,moreThan10,moreThan10,everyday,tap,Y,Y,cementPoor,poor,Other,Other,Garbage,1,sidewalk,4,0,owned,,
15H1w4ik0B,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Roads,Unknown,other,5,2,owned,,
vJcUuHYfND,moreThan10,lessThan1,everyday,bottled,Y,Y,cementWorking,poor,Other,Other Hospital,Roads,1,outside house,3,2,rented,,
G5FBT88sEG,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Garbage,1,street,3,0,owned,,
CQZPYpCzJI,moreThan10,moreThan10,2-3AWeek,bottled,Y,Y,cementWorking,working,Other,Other,Roads,1,outside house,7,1,owned,,
NLbHddXj6E,moreThan10,1_2,everyday,bottled,Y,Y,cementPoor,poor,Other,Clinic,Garbage,1,outside house,5,1,rented,,
ZLNd1MjCa2,moreThan10,,everyday,bottled,Y,Y,cementWorking,poor,Other,Al Musa Hospital,Roads,1,outside house,10,1,owned,,
G3BwVFEuZV,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Garbage,1,outside house,6,1,owned,,
ryCrKaaZFn,5_10,5_10,everyday,bottled,Y,Y,cementPoor,poor,Other,Other,Lighting,Unknown,other,4,2,owned,,
ryCrKaaZFn,5_10,5_10,everyday,bottled,Y,Y,cementPoor,poor,Other,Other,Lighting,Unknown,other,4,2,owned,,
NGDw0hzogq,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Health,1,street,3,1,owned,,
fa3hm43Y1J,moreThan10,3_4,2-3AWeek,bottled,Y,Y,cementPoor,poor,Other,Al Musa Hospital,Other,1,sidewalk,3,1,rented,,
Lxhu8Tx6cK,1_2,lessThan1,1AMonth,tap,Y,N,,working,Other,Other,Other,0,other,3,5,rented,,
XeyT81Nbbi,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Unemployment,1,street,8,0,owned,,
mLxbb5hdUn,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,poor,Other,Other,Garbage,1,street,4,1,owned,,
jieYV4q8fa,moreThan10,moreThan10,everyday,bottled,Y,Y,dirtPoor,working,Other,Other,Delinquents,1,street,3,0,owned,,
5P7o7vrnjZ,1_2,1_2,everyday,bottled,Y,Y,cementWorking,working,Other,Al Musa Hospital,Unemployment,1,street,4,1,owned,,
GfpwjmQbQK,5_10,5_10,everyday,bottled,Y,Y,dirtPoor,poor,Other,Other,Garbage,1,sidewalk,4,2,owned,,
CRMVXm4Lhc,3_4,3_4,everyday,bottled,Y,Y,cementWorking,poor,Other,Other,Garbage,1,street,4,1,owned,,
UU3IuDcnCz,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Unemployment,1,street,7,2,owned,,
rx7xIKwltH,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,working,Other,Ramon Santana Hospital,Lighting,1,street,5,0,owned,,
zzLW7KxDJv,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,poor,Other,Other,Garbage,1,outside house,5,2,owned,,
fkMmAgrhFy,5_10,5_10,everyday,bottled,Y,Y,cementPoor,working,Other,Other,Garbage,1,outside house,4,0,owned,,
HjwbaBbkrA,moreThan10,1_2,everyday,bottled,Y,Y,dirtPoor,working,Other,Other,Garbage,1,outside house,3,0,owned,,
83mwFB44U2,moreThan10,moreThan10,everyday,bottled,Y,Y,dirtPoor,working,Other,Other,Health,1,street,9,2,owned,,
fAGrkvMoAz,5_10,1_2,everyday,bottled,Y,Y,cementWorking,working,Other,Ramon Santana Hospital,Health,1,street,6,2,owned,,
Efw5pfJdDE,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Health,1,street,5,1,owned,,
WRB7V3xFgk,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,poor,Other,Other,Garbage,1,sidewalk,6,0,owned,,
6eQcvoxDum,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Ramon Santana Hospital,Garbage,1,street,2,0,owned,,
zzLW7KxDJv,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other,Other,Garbage,1,outside house,4,2,owned,,
1lHIVLnMSR,5_10,3_4,everyday,bottled,N,Y,cementPoor,poor,Other,Clinic,Garbage,0,burned,1,0,owned,,
GEYlQRESOt,moreThan10,5_10,everyday,bottled,N,Y,cementPoor,poor,Other,Other,Roads,1,outside house,5,3,owned,,
GPFd5zv96s,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Water,Unknown,other,6,0,owned,,
1kclJy2m6N,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other Hospital,Lighting,1,outside house,1,0,owned,,
p62gvb5qQV,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Al Musa Hospital,Other,1,outside house,3,0,owned,,
phEXalGwmH,moreThan10,moreThan10,everyday,bottled,Y,N,cementPoor,poor,Other,Al Musa Hospital,Roads,1,outside house,2,0,owned,,
HxFU6IGBm8,moreThan10,moreThan10,everyday,bottled,Y,Y,dirtPoor,working,Al Musa Hospital,Al Musa Hospital,Health,1,street,4,0,owned,,
bocKJZ8xCE,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other,Other,Other,Unknown,other,4,1,owned,,
bocKJZ8xCE,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other,Other,Other,Unknown,other,4,1,owned,,
yCKF8YDHv1,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,poor,Other,Al Musa Hospital,Other,1,outside house,3,0,owned,,
4wQC4YSRsJ,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other Hospital,Health,1,street,5,0,owned,,
P3xvIvOsRj,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Lighting,Unknown,other,4,0,owned,,
P3xvIvOsRj,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Lighting,Unknown,other,4,0,owned,,
jnPH0vR8iF,5_10,5_10,everyday,bottled,Y,Y,cementPoor,working,Other,Other,Other,1,outside house,11,0,owned,,
66VENw8rTW,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Health,1,street,3,0,owned,,
ueqlUEDAph,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other,Al Musa Hospital,Other,1,outside house,5,0,owned,,
DAAlRl64XD,lessThan1,lessThan1,everyday,bottled,N,Y,dirtWorking,poor,Other,Other,Garbage,Unknown,other,7,0,rented,,
DAAlRl64XD,lessThan1,lessThan1,everyday,bottled,N,Y,dirtWorking,poor,Other,Other,Garbage,Unknown,other,7,0,rented,,
duw8acqpsp,moreThan10,moreThan10,everyday,bottled,N,Y,cementWorking,poor,Other,Al Musa Hospital,Other,1,outside house,3,0,,,
duw8acqpsp,moreThan10,moreThan10,everyday,bottled,N,Y,cementWorking,poor,Other,Al Musa Hospital,Other,1,outside house,3,0,,,
VwlGtFA4KZ,moreThan10,3_4,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Health,1,street,3,1,owned,,
MMSyM6D8kw,moreThan10,lessThan1,everyday,bottled,Y,Y,cementPoor,poor,Other,Other,Other,1,outside house,6,2,rented,,
XlXujot4Am,moreThan10,lessThan1,everyday,bottled,Y,Y,cementWorking,working,Other,Al Musa Hospital,Roads,Unknown,other,2,0,owned,,
XlXujot4Am,moreThan10,lessThan1,everyday,bottled,Y,Y,cementWorking,working,Other,Al Musa Hospital,Roads,Unknown,other,2,0,owned,,
Oxd5lHwPex,moreThan10,moreThan10,everyday,tap,Y,Y,cementWorking,working,Other,Other,Health,1,street,1,0,owned,,
Yu6KcYh7Yj,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Al Musa Hospital,Other,1,other,5,0,owned,,
pNGRZU9aTw,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Other,1,other,3,0,owned,,
E31AiJfBj3,5_10,1_2,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Health,1,street,3,1,rented,,
sgnQGdQCi3,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,working,Other,Other,Other,1,outside house,3,0,owned,,
qHud6cKUDH,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Health,1,street,2,0,owned,,
VMLVYp3MJT,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other,Clinic,Other,1,sidewalk,5,0,owned,,
jLedmo6P2o,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Al Musa Hospital,Lighting,0,other,4,0,owned,,
jLedmo6P2o,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Al Musa Hospital,Lighting,0,other,4,0,owned,,
jLedmo6P2o,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Al Musa Hospital,Lighting,0,other,4,0,owned,,
UtiNXgcKqV,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Ramon Santana Hospital,Health,1,street,1,0,owned,,
i9qeFRrRt1,moreThan10,lessThan1,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Lighting,Unknown,other,2,0,owned,,
i9qeFRrRt1,moreThan10,lessThan1,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Lighting,Unknown,other,2,0,owned,,
i9qeFRrRt1,moreThan10,lessThan1,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Lighting,Unknown,other,2,0,owned,,
i9qeFRrRt1,moreThan10,lessThan1,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Lighting,Unknown,other,2,0,owned,,
kZhqsGRfDG,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,poor,Other,Al Musa Hospital,Garbage,1,outside house,4,2,owned,,
aeUOwKDfBU,3_4,3_4,everyday,bottled,Y,Y,cementPoor,working,Other,Al Musa Hospital,Health,1,street,1,0,owned,,
xkdPoMHeUv,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Ramon Santana Hospital,Health,1,street,2,0,owned,,
NFeNPauCs0,moreThan10,moreThan10,everyday,bottled,Y,,cementPoor,poor,Clinic,Clinic,Garbage,0,burned,3,0,owned,,
XuECB5eVU9,3_4,3_4,everyday,bottled,Y,Y,cementWorking,working,Other,Clinic,Garbage,0,burned,2,0,owned,,
HJaqSUPI7V,5_10,5_10,everyday,tap,Y,Y,cementPoor,poor,Other,Other,Garbage,0,burned,2,0,owned,,
tS8Nu8jUDf,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,working,Other,Other,Water,1,outside house,5,0,owned,,
pqp6E9HOa7,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Clinic,Clinic,Other,Unknown,other,1,0,owned,,
BsrWICoTHA,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,working,Clinic,Other Hospital,Water,1,outside house,6,0,owned,,
PbcgXb1kpn,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Clinic,Garbage,1,sidewalk,8,2,owned,,
8iBV0rcDi7,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Al Musa Hospital,Unemployment,1,street,3,0,owned,,
IcNrizIWyp,moreThan10,moreThan10,4-6AWeek,bottled,Y,Y,cementPoor,working,Other,Clinic,Water,1,outside house,4,0,owned,,
t5SYFSHX3j,5_10,5_10,everyday,bottled,N,Y,cementWorking,working,Other,Al Musa Hospital,Garbage,Unknown,other,3,1,owned,,
jzPgQqhDFT,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Health,1,outside house,8,0,owned,,
7JHn67gcCI,moreThan10,moreThan10,everyday,bottled,N,Y,cementWorking,poor,Other,Other,Other,1,sidewalk,5,0,owned,,
fFytXcA58T,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Water,1,other,3,0,owned,,
8vg1S4Flju,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,poor,Other,Other,Roads,1,outside house,5,0,owned,,
8vg1S4Flju,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,poor,Other,Other,Roads,1,outside house,5,0,owned,,
GMJKLFgsgR,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,poor,Other,Clinic,Other,1,sidewalk,4,0,owned,,
1edgaQOnlb,3_4,3_4,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Roads,Unknown,other,3,0,rented,,
FGOhY9DLyE,moreThan10,moreThan10,2-3AWeek,bottled,Y,Y,cementWorking,poor,Other,Clinic,Roads,1,outside house,2,0,owned,,
5ctGKkBiWP,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Al Musa Hospital,Unemployment,1,outside house,4,0,owned,,
y58cKG5UXa,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Other,1,other,2,0,owned,,
y58cKG5UXa,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Other,1,other,2,0,owned,,
hl6RODx4CF,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Garbage,1,outside house,10,2,owned,,
HyrNAIO2DC,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Clinic,Other,Roads,1,outside house,6,0,owned,,
dwRttmep12,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Al Musa Hospital,Other,1,outside house,4,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
jNTWHG9IEp,moreThan10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Roads,Unknown,other,2,1,owned,,
3z565braOr,moreThan10,moreThan10,4-6AWeek,bottled,Y,Y,cementPoor,poor,Al Musa Hospital,Other Hospital,Other,1,outside house,2,0,owned,,
lbAevfchNv,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Health,1,outside house,4,2,rented,,
WqF7ljtfMT,moreThan10,3_4,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Roads,Unknown,other,2,1,rented,,
WqF7ljtfMT,moreThan10,3_4,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Roads,Unknown,other,2,1,rented,,
on5ytbFAtN,moreThan10,moreThan10,2-3AWeek,bottled,Y,Y,cementWorking,working,Other,Other,Garbage,1,sidewalk,6,0,owned,,
rDop6rASux,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Roads,Unknown,other,2,0,owned,,
oBgaScn7Fh,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Unemployment,1,outside house,4,1,owned,,
p1dlp9PSHO,moreThan10,moreThan10,4-6AWeek,bottled,Y,Y,cementWorking,working,Other,Al Musa Hospital,Other,1,outside house,3,1,owned,,
