objectId,yearsLivedinthecommunity,yearsLivedinThisHouse,waterAccess,typeofWaterdoyoudrink,latrineAccess,clinicAccess,conditionoFloorinyourhouse,conditionoRoofinyourhouse,medicalproblemswheredoyougo,dentalproblemswheredoyougo,biggestproblemofcommunity,timesperweektrashcollected,wheretrashleftbetweenpickups,numberofIndividualsLivingintheHouse,numberofChildrenLivinginHouseUndertheAgeof5,houseownership,bathroomAccess,stoveType
hd29jVaMGG,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,poor,Other,Other,Other,1,other,3,1,rented,N,
hd29jVaMGG,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,poor,Other,Other,Other,1,other,3,1,rented,N,
hd29jVaMGG,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,poor,Other,Other,Other,1,other,3,1,rented,N,
hd29jVaMGG,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,poor,Other,Other,Other,1,other,3,1,rented,N,
hd29jVaMGG,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,poor,Other,Other,Other,1,other,3,1,rented,N,
hd29jVaMGG,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,poor,Other,Other,Other,1,other,3,1,rented,N,
hd29jVaMGG,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,poor,Other,Other,Other,1,other,3,1,rented,N,
hd29jVaMGG,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,poor,Other,Other,Other,1,other,3,1,rented,N,
hd29jVaMGG,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,poor,Other,Other,Other,1,other,3,1,rented,N,
hd29jVaMGG,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,poor,Other,Other,Other,1,other,3,1,rented,N,
hd29jVaMGG,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,poor,Other,Other,Other,1,other,3,1,rented,N,
hd29jVaMGG,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,poor,Other,Other,Other,1,other,3,1,rented,N,
hd29jVaMGG,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,poor,Other,Other,Other,1,other,3,1,rented,N,
hd29jVaMGG,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,poor,Other,Other,Other,1,other,3,1,rented,N,
hd29jVaMGG,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,poor,Other,Other,Other,1,other,3,1,rented,N,
hd29jVaMGG,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,poor,Other,Other,Other,1,other,3,1,rented,N,
hd29jVaMGG,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,poor,Other,Other,Other,1,other,3,1,rented,N,
hd29jVaMGG,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,poor,Other,Other,Other,1,other,3,1,rented,N,
hd29jVaMGG,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,poor,Other,Other,Other,1,other,3,1,rented,N,
hd29jVaMGG,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,poor,Other,Other,Other,1,other,3,1,rented,N,
hd29jVaMGG,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,poor,Other,Other,Other,1,other,3,1,rented,N,
BaZzg2ArwP,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,working,Other,Other,Health,1,street,3,0,rented,,
ElFdB0Rn0H,1_2,lessThan1,everyday,bottled,,Y,cementWorking,working,Al Musa Hospital,Clinic,Other,1,street,4,1,rented,Y,
24IlwBcQxl,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,working,Other,Other,Health,1,street,3,0,rented,,
wErJ29H8EV,moreThan10,moreThan10,everyday,bottled,,Y,cementWorking,working,Other,Other,Roads,1,other,7,1,owned,Y,
wErJ29H8EV,moreThan10,moreThan10,everyday,bottled,,Y,cementWorking,working,Other,Other,Roads,1,other,7,1,owned,Y,
wErJ29H8EV,moreThan10,moreThan10,everyday,bottled,,Y,cementWorking,working,Other,Other,Roads,1,other,7,1,owned,Y,
wErJ29H8EV,moreThan10,moreThan10,everyday,bottled,,Y,cementWorking,working,Other,Other,Roads,1,other,7,1,owned,Y,
VILqqBABUt,1_2,lessThan1,everyday,bottled,,Y,dirtWorking,working,Other,Clinic,Other,1,street,2,0,rented,Y,
YEIRhAayKb,3_4,1_2,everyday,bottled,,Y,cementWorking,working,Al Musa Hospital,Other,Other,1,other,3,1,rented,Y,
AuHoZR55j8,moreThan10,moreThan10,everyday,bottled,,Y,cementPoor,working,Other,Other,Roads,1,other,6,3,owned,Y,
t7Dg2uXAxL,1_2,1_2,everyday,bottled,Y,Y,cementWorking,working,Other,Al Musa Hospital,Unemployment,1,street,1,0,rented,,
xSdAFPRIpU,3_4,1_2,everyday,bottled,,Y,cementWorking,working,Al Musa Hospital,Other,Other,1,street,3,0,rented,Y,
U9LZSUxoVH,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,working,Other,Other,Unemployment,1,street,2,0,rented,,
yVRZACoQ33,moreThan10,3_4,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Unemployment,1,street,1,0,rented,,
EuGJedHyV7,moreThan10,1_2,everyday,bottled,N,Y,cementWorking,working,Other,Ramon Santana Hospital,Garbage,0,burned,2,0,owned,N,
3Fz2FFQAuZ,moreThan10,moreThan10,everyday,bottled,,Y,cementWorking,working,Al Musa Hospital,Other,Other,1,other,4,1,owned,Y,
UzEWRXlrO9,moreThan10,moreThan10,everyday,bottled,,Y,cementPoor,working,Other Hospital,Other,Health,1,street,3,1,owned,Y,
A4G5cLy7CI,moreThan10,lessThan1,everyday,bottled,,Y,cementWorking,working,Al Musa Hospital,Other,Roads,1,street,6,1,rented,Y,
JrDOuX8B0U,moreThan10,lessThan1,everyday,bottled,N,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Health,1,street,4,1,rented,Y,
MbaTT7X4AA,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,poor,Al Musa Hospital,Al Musa Hospital,Delinquents,1,street,4,1,owned,,
OvXRZIhuAR,moreThan10,lessThan1,everyday,bottled,,Y,cementWorking,working,Al Musa Hospital,Other,Other,1,street,3,1,rented,Y,
eWZGUT7I24,moreThan10,lessThan1,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Garbage,1,other,3,1,rented,,
f8Rzmm8OAS,moreThan10,moreThan10,everyday,bottled,,Y,cementPoor,working,Other,Al Musa Hospital,Other,1,outside house,5,0,owned,Y,
EpZmDUXFMI,moreThan10,moreThan10,everyday,bottled,N,Y,cementWorking,working,Other,Other,Health,1,street,3,1,owned,Y,
NAjtfcWLkG,moreThan10,moreThan10,everyday,bottled,N,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Health,1,street,6,1,owned,N,
yaDyMyfdwO,moreThan10,moreThan10,everyday,bottled,,Y,dirtWorking,poor,Al Musa Hospital,Other,Other,1,outside house,4,1,rented,Y,
jhwg7F2gMC,moreThan10,moreThan10,everyday,bottled,,Y,cementPoor,poor,Other,Other,Garbage,1,other,6,1,rented,Y,
jhwg7F2gMC,moreThan10,moreThan10,everyday,bottled,,Y,cementPoor,poor,Other,Other,Garbage,1,other,6,1,rented,Y,
K0K5d9vDsf,moreThan10,moreThan10,everyday,bottled,N,Y,cementWorking,working,Other,Other,Roads,1,outside house,1,0,owned,N,
dHMLjTrHsT,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Health,1,street,3,0,owned,,
yosFv6jghX,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Roads,1,outside house,3,0,owned,N,
ODSU9HuBMR,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,poor,Other,Al Musa Hospital,Other,1,outside house,4,0,owned,N,
xZbWwtVUbP,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Al Musa Hospital,Health,1,street,3,2,owned,,
XNDQOMh4LH,moreThan10,moreThan10,everyday,bottled,,Y,dirtPoor,working,Other,Other,Roads,1,other,4,0,owned,Y,
sQKavXIdSA,moreThan10,moreThan10,everyday,bottled,,Y,cementWorking,working,Al Musa Hospital,Other,Health,1,street,5,0,owned,Y,
5udDESkNON,moreThan10,moreThan10,everyday,bottled,,Y,cementWorking,working,Al Musa Hospital,Other,Roads,1,other,5,1,rented,Y,
pMEm8b9B78,moreThan10,moreThan10,everyday,bottled,,Y,dirtWorking,working,Al Musa Hospital,Other,Roads,1,street,13,2,owned,Y,
QeHs38YiaB,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Al Musa Hospital,Unemployment,1,street,5,2,owned,,
k1hHRrqtX3,moreThan10,moreThan10,everyday,bottled,,Y,cementWorking,working,Al Musa Hospital,Other,Roads,1,other,4,1,owned,Y,
GpHw2jWCK3,moreThan10,moreThan10,everyday,bottled,,Y,cementWorking,working,Other,Other,Roads,1,other,4,2,rented,Y,
wfCn2EZfjP,moreThan10,moreThan10,everyday,bottled,,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Delinquents,1,street,3,1,rented,Y,
g2BmjR7lGu,moreThan10,moreThan10,everyday,bottled,,Y,cementWorking,working,Other,Clinic,Roads,1,outside house,2,0,owned,Y,
2kJMxjh4co,5_10,moreThan10,everyday,bottled,,Y,cementPoor,poor,Al Musa Hospital,Other,Delinquents,1,outside house,6,0,owned,Y,
PQ5X1RPM1V,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other,Other,Roads,1,other,1,0,owned,,
cs58K1xywv,moreThan10,moreThan10,everyday,bottled,,Y,dirtWorking,working,Al Musa Hospital,Other,Health,1,street,14,1,owned,Y,
rqDiDbCcu8,moreThan10,5_10,everyday,bottled,Y,Y,,working,Al Musa Hospital,Al Musa Hospital,Other,1,outside house,3,1,rented,Y,
OEHiJITCmr,5_10,5_10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Other,1,other,2,0,rented,,
mrcFhRg66l,3_4,3_4,everyday,bottled,Y,Y,dirtPoor,working,Other,Al Musa Hospital,Delinquents,0,other,3,0,owned,,
pLmdFmHlG9,5_10,lessThan1,2-3AWeek,bottled,N,Y,cementWorking,working,Al Musa Hospital,Other,Other,1,burned,2,0,rented,Y,
byjjS4yrGQ,3_4,1_2,everyday,bottled,Y,Y,dirtPoor,working,Al Musa Hospital,Al Musa Hospital,Other,1,other,4,0,rented,,
nLVWHmMlyL,lessThan1,lessThan1,everyday,bottled,N,Y,dirtPoor,poor,Al Musa Hospital,Other,Roads,1,other,7,2,owned,N,
IDFFd9U3mX,3_4,1_2,everyday,bottled,,Y,cementWorking,working,Al Musa Hospital,Other,Roads,0,burned,8,0,rented,Y,
c8oTNlYUfg,lessThan1,lessThan1,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Lighting,0,burned,2,0,owned,,
6uYMknKWBx,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,working,Al Musa Hospital,Other,Other,0,burned,9,0,owned,,
6uYMknKWBx,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,working,Al Musa Hospital,Other,Other,0,burned,9,0,owned,,
gP444TSt6v,moreThan10,3_4,everyday,bottled,,Y,cementWorking,poor,Other,Other,Roads,0,burned,3,1,owned,Y,
gP444TSt6v,moreThan10,3_4,everyday,bottled,,Y,cementWorking,poor,Other,Other,Roads,0,burned,3,1,owned,Y,
DH4XpDA90t,moreThan10,5_10,everyday,bottled,,Y,cementPoor,working,Al Musa Hospital,Other,Roads,0,burned,4,1,owned,Y,
bbgc4oeTrW,5_10,5_10,1AWeek,bottled,,Y,cementWorking,working,Other,Other,Roads,0,other,2,0,owned,Y,
5DlWgfhW1N,1_2,1_2,2-3AWeek,bottled,Y,Y,cementPoor,working,Al Musa Hospital,Al Musa Hospital,Water,1,street,4,1,owned,,
ujBW1EXK8u,moreThan10,5_10,everyday,bottled,N,Y,cementWorking,working,Other Hospital,Other,Delinquents,1,street,6,2,owned,N,
vpuoJx6BzO,5_10,3_4,everyday,bottled,Y,Y,cementPoor,poor,Other,Al Musa Hospital,Lighting,1,outside house,4,0,owned,,
MWfrT6xkI5,1_2,lessThan1,everyday,bottled,,Y,cementWorking,working,Al Musa Hospital,Other,Other,0,burned,4,1,rented,Y,
jzYRQTLL7N,moreThan10,1_2,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Roads,0,burned,4,1,rented,,
BEGODQWZs7,3_4,3_4,everyday,bottled,N,Y,cementPoor,working,Other,Other,Lighting,0,burned,5,2,owned,N,
uHekGbQotV,5_10,3_4,everyday,bottled,,Y,cementPoor,working,Al Musa Hospital,Al Musa Hospital,Lighting,0,other,5,2,owned,Y,
mXlEj6tKQj,moreThan10,5_10,everyday,bottled,,Y,cementWorking,working,Other,Other,Other,0,burned,4,1,owned,Y,
YQTyYrSWGW,3_4,3_4,everyday,bottled,,Y,cementPoor,poor,Other,Other,Roads,0,burned,4,0,owned,Y,
7imUpvxa7a,3_4,3_4,everyday,bottled,N,Y,cementWorking,working,Other,Other,Other,0,burned,2,0,owned,N,
NSfvDjkXLm,moreThan10,moreThan10,everyday,bottled,N,Y,cementWorking,working,Other,Other,Lighting,0,burned,7,2,owned,N,
NSfvDjkXLm,moreThan10,moreThan10,everyday,bottled,N,Y,cementWorking,working,Other,Other,Lighting,0,burned,7,2,owned,N,
lfKdWb9LCQ,5_10,5_10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other,Delinquents,0,burned,4,1,rented,,
2gFVMPxDSc,moreThan10,5_10,everyday,bottled,,Y,cementWorking,working,Other,Other,Roads,0,burned,7,2,owned,Y,
2gFVMPxDSc,moreThan10,5_10,everyday,bottled,,Y,cementWorking,working,Other,Other,Roads,0,burned,7,2,owned,Y,
nakjDHJuDA,5_10,5_10,2-3AWeek,bottled,N,Y,cementPoor,poor,Al Musa Hospital,Other,Other,0,burned,8,3,owned,N,
nakjDHJuDA,5_10,5_10,2-3AWeek,bottled,N,Y,cementPoor,poor,Al Musa Hospital,Other,Other,0,burned,8,3,owned,N,
zxKyhnTVbe,5_10,5_10,everyday,bottled,,Y,cementPoor,working,Al Musa Hospital,Other,Lighting,0,burned,5,0,owned,Y,
xDfDwEHE76,3_4,3_4,4-6AWeek,bottled,Y,Y,cementWorking,working,Other,Other,Delinquents,0,burned,5,1,owned,,
G2UnEhaSc7,5_10,5_10,everyday,bottled,N,Y,cementWorking,working,Al Musa Hospital,Other,Roads,0,burned,4,1,owned,N,
G2UnEhaSc7,5_10,5_10,everyday,bottled,N,Y,cementWorking,working,Al Musa Hospital,Other,Roads,0,burned,4,1,owned,N,
G2UnEhaSc7,5_10,5_10,everyday,bottled,N,Y,cementWorking,working,Al Musa Hospital,Other,Roads,0,burned,4,1,owned,N,
qZuFDLxwuz,1_2,1_2,4-6AWeek,bottled,Y,Y,cementPoor,working,Other,Other,Water,0,burned,4,2,rented,N,
DHcY7BXFXy,3_4,1_2,everyday,bottled,,Y,cementWorking,working,Other,Other,Other,0,other,3,1,rented,Y,
DHcY7BXFXy,3_4,1_2,everyday,bottled,,Y,cementWorking,working,Other,Other,Other,0,other,3,1,rented,Y,
DHcY7BXFXy,3_4,1_2,everyday,bottled,,Y,cementWorking,working,Other,Other,Other,0,other,3,1,rented,Y,
GhcOJum3SD,5_10,3_4,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Other,Lighting,0,burned,8,1,rented,,
GhcOJum3SD,5_10,3_4,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Other,Lighting,0,burned,8,1,rented,,
rm3UCR2oAy,moreThan10,5_10,everyday,bottled,Y,Y,cementPoor,poor,Ramon Santana Hospital,Other,Roads,0,other,9,2,owned,,
Yq2AeF8yrI,moreThan10,5_10,everyday,bottled,Y,Y,cementPoor,poor,Al Musa Hospital,Other,Lighting,0,burned,3,1,owned,,
3FdxrJYstf,1_2,1_2,everyday,bottled,Y,Y,dirtPoor,working,Al Musa Hospital,Al Musa Hospital,Lighting,0,burned,7,2,owned,,
OmgrNOu9Y2,moreThan10,5_10,everyday,bottled,N,Y,cementPoor,poor,Other Hospital,Al Musa Hospital,Other,0,burned,4,1,owned,N,
Z1h8hvW6x8,moreThan10,moreThan10,everyday,bottled,N,Y,cementWorking,poor,Other,Other,Lighting,1,other,4,0,owned,N,
qg6FUYkpFC,lessThan1,lessThan1,everyday,bottled,,Y,cementPoor,working,Al Musa Hospital,Al Musa Hospital,Lighting,0,burned,4,0,rented,Y,
YPwNKtOvo8,lessThan1,lessThan1,everyday,bottled,N,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Garbage,0,burned,2,0,rented,N,
r9hIfdslOB,moreThan10,3_4,everyday,bottled,N,Y,cementWorking,working,Other,Other,Other,0,burned,4,1,owned,N,
yM4DWCLtlt,lessThan1,lessThan1,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Lighting,0,burned,3,1,rented,,
fiBxdv4jdr,moreThan10,5_10,everyday,bottled,Y,Y,cementPoor,working,Al Musa Hospital,Al Musa Hospital,Garbage,0,burned,2,0,owned,,
QA3MqoSFWw,moreThan10,3_4,everyday,bottled,N,Y,dirtPoor,poor,Other,Other,Other,0,other,5,1,owned,N,
niX2mrHsIb,3_4,3_4,everyday,bottled,,Y,dirtPoor,working,Other,Other,Roads,0,other,5,2,owned,Y,
hZHvCKrwlG,3_4,3_4,everyday,bottled,,Y,cementPoor,poor,Other,Other,Other,0,burned,5,1,owned,Y,
TpclMUuBQd,3_4,3_4,everyday,bottled,N,Y,cementWorking,working,Other,Other,Roads,0,other,6,1,owned,N,
KCKpG6KRuM,5_10,5_10,everyday,bottled,,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Health,0,burned,2,0,owned,Y,
ELisuvI9F0,lessThan1,lessThan1,4-6AWeek,bottled,N,Y,cementPoor,working,Al Musa Hospital,Al Musa Hospital,Lighting,0,burned,7,2,rented,N,
sQAThxf96l,moreThan10,1_2,everyday,bottled,,Y,dirtPoor,working,Other,Other,Other,0,burned,4,0,owned,Y,
eByii9JUj4,moreThan10,moreThan10,everyday,bottled,N,Y,cementWorking,working,Other,Other,Unemployment,0,burned,9,1,owned,N,
Fv1t46lz7l,3_4,3_4,everyday,bottled,,Y,dirtWorking,working,Al Musa Hospital,Other,Water,0,burned,6,3,owned,Y,
Fv1t46lz7l,3_4,3_4,everyday,bottled,,Y,dirtWorking,working,Al Musa Hospital,Other,Water,0,burned,6,3,owned,Y,
Fv1t46lz7l,3_4,3_4,everyday,bottled,,Y,dirtWorking,working,Al Musa Hospital,Other,Water,0,burned,6,3,owned,Y,
IrWUYDClR6,5_10,5_10,everyday,bottled,Y,Y,cementWorking,working,Other,Al Musa Hospital,Unemployment,0,burned,3,0,owned,,
5NwcyMcyQJ,5_10,5_10,everyday,bottled,N,Y,cementWorking,working,Other,Other,Other,0,burned,1,0,owned,Y,
qjwP6HO9bF,3_4,3_4,everyday,bottled,N,Y,dirtPoor,poor,Other,Al Musa Hospital,Garbage,0,burned,5,1,owned,N,
jDQjeN4siN,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Lighting,0,burned,2,0,owned,,
9pHv5lnAoH,5_10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Lighting,0,burned,3,1,owned,,
cyrjVtGiKy,moreThan10,1_2,everyday,bottled,N,Y,dirtPoor,poor,Al Musa Hospital,Other,Other,0,burned,7,1,owned,N,
7hMAWA66rS,moreThan10,lessThan1,everyday,bottled,,Y,cementWorking,working,Other,Other,Roads,1,outside house,3,0,owned,Y,
D2QAFpWuy2,moreThan10,moreThan10,everyday,bottled,,Y,dirtPoor,working,Al Musa Hospital,Other,Roads,0,burned,1,0,owned,Y,
D2QAFpWuy2,moreThan10,moreThan10,everyday,bottled,,Y,dirtPoor,working,Al Musa Hospital,Other,Roads,0,burned,1,0,owned,Y,
VDmyTQFLG4,moreThan10,lessThan1,everyday,bottled,,Y,cementPoor,poor,Al Musa Hospital,Other,Delinquents,1,sidewalk,2,0,rented,Y,
eESXxTyvvj,3_4,3_4,everyday,bottled,,Y,cementPoor,working,Al Musa Hospital,Al Musa Hospital,Lighting,0,burned,3,1,owned,Y,
GFftTqzYMW,moreThan10,1_2,everyday,bottled,,Y,cementPoor,poor,Al Musa Hospital,Other,Lighting,0,burned,5,1,owned,Y,
qocfZd1ld4,1_2,1_2,everyday,bottled,,Y,cementWorking,working,Other,Other,Roads,0,burned,4,0,owned,Y,
WyOOtdLJQh,moreThan10,3_4,everyday,bottled,Y,Y,cementPoor,working,Other,Other,Delinquents,0,street,3,2,rented,,
Wq28331HHK,moreThan10,moreThan10,everyday,bottled,,Y,dirtWorking,poor,Al Musa Hospital,Other,Roads,0,other,3,1,rented,Y,
R9CCmdgW3X,3_4,3_4,everyday,bottled,,Y,cementPoor,poor,Other,Clinic,Roads,0,burned,4,0,owned,Y,
5vmK6k5ceF,moreThan10,moreThan10,everyday,bottled,,Y,cementWorking,working,Al Musa Hospital,Other,Health,0,street,7,0,owned,Y,
LxYnBQtpvh,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Al Musa Hospital,Other,Roads,0,other,3,0,owned,,
T3YUq0p87F,5_10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Other,Garbage,0,street,3,1,owned,,
5pmebtXIAT,5_10,3_4,everyday,bottled,N,Y,cementWorking,working,Other,Other,Garbage,0,burned,2,0,owned,Y,
TInGpDwllL,moreThan10,5_10,everyday,bottled,,Y,cementWorking,working,Other,Other,Roads,0,burned,7,2,owned,Y,
c2mcDXRKtL,5_10,5_10,everyday,bottled,,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Unemployment,0,burned,5,0,owned,Y,
Un3FfjN2pc,moreThan10,5_10,everyday,bottled,Y,Y,cementPoor,poor,Al Musa Hospital,Other,Garbage,0,burned,5,0,rented,,
OblAoX8fFA,moreThan10,3_4,everyday,bottled,Y,Y,dirtWorking,working,Al Musa Hospital,Other,Garbage,0,burned,6,1,rented,,
8DMqdPx1mh,moreThan10,moreThan10,everyday,bottled,,Y,cementPoor,working,Al Musa Hospital,Al Musa Hospital,Garbage,0,burned,5,0,owned,Y,
4REmiFgEp5,moreThan10,lessThan1,everyday,bottled,,Y,cementWorking,working,Other,Other,Other,0,other,2,0,rented,Y,
WrUlPB3O6p,moreThan10,1_2,everyday,bottled,Y,Y,cementPoor,working,Al Musa Hospital,Other,Delinquents,0,burned,4,2,rented,,
1tMdoWoJDK,moreThan10,5_10,everyday,bottled,Y,Y,cementPoor,working,Al Musa Hospital,Other,Garbage,0,burned,7,1,owned,Y,
RHJJwZtCYN,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Other,Roads,0,other,6,1,owned,,
DghIgd18sY,1_2,lessThan1,everyday,bottled,Y,Y,cementWorking,poor,Other,Other,Other,0,burned,2,0,rented,Y,
d9R80hLxj2,moreThan10,lessThan1,everyday,bottled,N,Y,cementWorking,working,Al Musa Hospital,Other,Other,0,burned,2,0,rented,N,
1qFGtI7ved,1_2,1_2,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Unemployment,0,burned,1,0,rented,,
yfop1gsW5B,5_10,3_4,everyday,bottled,,Y,cementWorking,,Other,Other,Other,0,other,5,0,rented,Y,
Cb7SOXnBjn,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,working,Al Musa Hospital,Al Musa Hospital,Other,0,burned,7,0,owned,,
oMp9Whb87M,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Garbage,0,burned,5,0,owned,,
VwYtRoFcEV,1_2,1_2,everyday,bottled,,Y,cementWorking,working,Other,Other,Roads,0,burned,4,1,rented,Y,
nbyfcyxwm6,3_4,3_4,everyday,bottled,Y,Y,cementWorking,working,Other,Al Musa Hospital,Health,0,burned,3,1,rented,,
oCeuHsmSVe,3_4,3_4,everyday,bottled,,Y,cementWorking,working,Other,Other,Roads,0,burned,4,0,owned,Y,
GuKjcsSftA,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Roads,0,burned,1,0,owned,N,
GuKjcsSftA,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Roads,0,burned,1,0,owned,N,
9rqjjPgCBF,lessThan1,lessThan1,everyday,bottled,,Y,cementPoor,working,Al Musa Hospital,Other,Roads,0,burned,5,0,rented,Y,
9rqjjPgCBF,lessThan1,lessThan1,everyday,bottled,,Y,cementPoor,working,Al Musa Hospital,Other,Roads,0,burned,5,0,rented,Y,
QenlBySLR7,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,poor,Al Musa Hospital,Other,Garbage,0,burned,3,0,owned,,
BjKD9XyPra,moreThan10,moreThan10,everyday,bottled,N,Y,cementPoor,working,Other Hospital,Al Musa Hospital,Garbage,0,burned,6,2,owned,N,
yDEhSOzFr4,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,working,Other,Other,Garbage,0,burned,4,0,owned,,
8T9PV5kPHc,moreThan10,3_4,everyday,bottled,,Y,cementWorking,working,Other,Other,Garbage,0,burned,7,1,owned,Y,
Gf6ZuETt2v,moreThan10,3_4,everyday,bottled,,Y,cementWorking,working,Other,Other,Delinquents,0,burned,5,0,owned,Y,
RGnGk7oYWw,moreThan10,moreThan10,everyday,bottled,,Y,cementPoor,poor,Other,Other,Health,0,burned,2,0,owned,Y,
G6k9Y8NB3o,moreThan10,lessThan1,everyday,bottled,,Y,cementPoor,working,Other,Other,Garbage,0,burned,4,0,rented,Y,
EhGEvaFUxi,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Ramon Santana Hospital,Al Musa Hospital,Health,0,burned,6,0,owned,N,
KsZBzISAw8,moreThan10,moreThan10,everyday,bottled,,Y,cementPoor,working,Al Musa Hospital,Other,Garbage,0,burned,4,0,owned,Y,
KsZBzISAw8,moreThan10,moreThan10,everyday,bottled,,Y,cementPoor,working,Al Musa Hospital,Other,Garbage,0,burned,4,0,owned,Y,
cJFh76JjN3,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Al Musa Hospital,Al Musa Hospital,Garbage,0,burned,4,0,owned,,
JQcJkNMQ1x,moreThan10,1_2,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Other,Health,0,burned,4,2,owned,,
IvYHtNCh64,5_10,3_4,everyday,bottled,,Y,cementWorking,working,Al Musa Hospital,Other,Garbage,0,burned,5,1,owned,Y,
sVXGlRBp2s,moreThan10,5_10,everyday,bottled,N,Y,cementWorking,working,Al Musa Hospital,Other,Unemployment,0,burned,6,1,owned,Y,
E287ALBh11,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Other,Health,0,burned,5,1,owned,,
UzS0RSCXkY,3_4,3_4,everyday,bottled,Y,Y,cementPoor,working,Al Musa Hospital,Other,Health,0,burned,5,0,rented,,
3X8lL5XFOW,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Roads,0,burned,3,1,owned,,
GPQtdyoyPc,moreThan10,moreThan10,everyday,bottled,,Y,cementWorking,working,Other,Al Musa Hospital,Garbage,1,outside house,4,0,owned,Y,
ciHDLw39tJ,5_10,1_2,4-6AWeek,bottled,,Y,cementWorking,working,Other,Other,Garbage,0,burned,5,1,rented,Y,
DJmGHWuNot,moreThan10,5_10,2-3AWeek,bottled,,Y,cementWorking,working,Other,Al Musa Hospital,Water,0,burned,4,1,owned,Y,
