,objectId,yearsLivedinThisHouse,waterAccess,typeofWaterdoyoudrink,latrineAccess,conditionoFloorinyourhouse,conditionoRoofinyourhouse,medicalproblemswheredoyougo,dentalproblemswheredoyougo,biggestproblemofcommunity,timesperweektrashcollected,wheretrashleftbetweenpickups,numberofIndividualsLivingintheHouse,numberofChildrenLivinginHouseUndertheAgeof5,houseownership,bathroomAccess
0,Psto9poSCx,1-2,,,,,,Other,Other,Other,0,other,4,0,,
1,y6DJO1kLFl,lessThan1,,,,,,Other,Other,Other,0,other,4,0,,
2,sdPbSYrGCW,5-10,2-3AWeek,bottled,Y,cementPoor,poor,Other Hospital,Other,Water,1-2,street,4,0,,
3,GiArohoFUo,moreThan10,2-3AWeek,tap,Y,cementWorking,,Other,Clinic,Other,3-5,other,4,0,,
4,rnNw8AxEix,moreThan10,4-6AWeek,bottled,Y,cementWorking,working,Other Hospital,Other,Water,1-2,other,4,0,,
5,YBLTPHNqsH,moreThan10,2-3AWeek,bottled,Y,cementWorking,working,Clinic,Other,Other,1-2,street,4,0,,
6,YBLTPHNqsH,moreThan10,2-3AWeek,bottled,Y,cementWorking,working,Clinic,Other,Other,1-2,street,4,0,,
7,YBLTPHNqsH,moreThan10,2-3AWeek,bottled,Y,cementWorking,working,Clinic,Other,Other,1-2,street,4,0,,
8,jTRfVVHAHN,lessThan1,Never,bottled,Y,cementPoor,poor,Other Hospital,Other,Water,Unknown,street,4,0,,
9,jTRfVVHAHN,lessThan1,Never,bottled,Y,cementPoor,poor,Other Hospital,Other,Water,Unknown,street,4,0,,
10,jTRfVVHAHN,lessThan1,Never,bottled,Y,cementPoor,poor,Other Hospital,Other,Water,Unknown,street,4,0,,
11,znX6B0Q8b5,lessThan1,2-3AWeek,bottled,Y,dirtWorking,working,Clinic,Other,Other,3-5,street,4,0,,
12,znX6B0Q8b5,lessThan1,2-3AWeek,bottled,Y,dirtWorking,working,Clinic,Other,Other,3-5,street,4,0,,
13,znX6B0Q8b5,lessThan1,2-3AWeek,bottled,Y,dirtWorking,working,Clinic,Other,Other,3-5,street,4,0,,
14,znX6B0Q8b5,lessThan1,2-3AWeek,bottled,Y,dirtWorking,working,Clinic,Other,Other,3-5,street,4,0,,
15,znX6B0Q8b5,lessThan1,2-3AWeek,bottled,Y,dirtWorking,working,Clinic,Other,Other,3-5,street,4,0,,
16,mr2QErRyOM,moreThan10,2-3AWeek,bottled,N,dirtWorking,working,Clinic,Other,Unemployment,1-2,street,4,0,,
17,mr2QErRyOM,moreThan10,2-3AWeek,bottled,N,dirtWorking,working,Clinic,Other,Unemployment,1-2,street,4,0,,
18,TZLbc8HOO9,moreThan10,2-3AWeek,bottled,Y,dirtPoor,working,Other Hospital,Other,Other,1-2,street,4,0,,
19,TZLbc8HOO9,moreThan10,2-3AWeek,bottled,Y,dirtPoor,working,Other Hospital,Other,Other,1-2,street,4,0,,
20,TZLbc8HOO9,moreThan10,2-3AWeek,bottled,Y,dirtPoor,working,Other Hospital,Other,Other,1-2,street,4,0,,
21,TZLbc8HOO9,moreThan10,2-3AWeek,bottled,Y,dirtPoor,working,Other Hospital,Other,Other,1-2,street,4,0,,
22,0KnEhDX7mk,3-4,2-3AWeek,bottled,Y,dirtWorking,working,Other Hospital,Other Hospital,Other,1-2,street,4,0,,
23,0KnEhDX7mk,3-4,2-3AWeek,bottled,Y,dirtWorking,working,Other Hospital,Other Hospital,Other,1-2,street,4,0,,
24,0KnEhDX7mk,3-4,2-3AWeek,bottled,Y,dirtWorking,working,Other Hospital,Other Hospital,Other,1-2,street,4,0,,
25,0KnEhDX7mk,3-4,2-3AWeek,bottled,Y,dirtWorking,working,Other Hospital,Other Hospital,Other,1-2,street,4,0,,
26,3GW1E8tsqh,5-10,4-6AWeek,bottled,Y,cementPoor,working,Other Hospital,Clinic,Other,1-2,outside house,4,0,,
27,RajJ65fc9S,moreThan10,1AWeek,bottled,Y,dirtWorking,working,Other,Other,Other,1-2,street,4,0,,
28,RajJ65fc9S,moreThan10,1AWeek,bottled,Y,dirtWorking,working,Other,Other,Other,1-2,street,4,0,,
29,O7iYx90krp,3-4,everyday,bottled,Y,cementPoor,working,Other,Other,Other,1-2,outside house,4,0,,
30,KccFyIxQJC,lessThan1,2-3AWeek,bottled,Y,dirtWorking,working,Other Hospital,Other,Water,1-2,street,4,0,,
31,KccFyIxQJC,lessThan1,2-3AWeek,bottled,Y,dirtWorking,working,Other Hospital,Other,Water,1-2,street,4,0,,
32,SAEiO6tSlJ,moreThan10,2-3AWeek,tap,Y,dirtPoor,poor,Other,Other,Delinquents,1-2,outside house,4,0,,
33,B1wK5USeq7,1-2,2-3AWeek,bottled,Y,cementWorking,poor,Other,Other,Other,1-2,outside house,4,0,,
34,ismz2DCXAI,moreThan10,1AMonth,bottled,Y,cementPoor,working,Other Hospital,Other Hospital,Water,Unknown,street,4,0,,
35,ismz2DCXAI,moreThan10,1AMonth,bottled,Y,cementPoor,working,Other Hospital,Other Hospital,Water,Unknown,street,4,0,,
36,ismz2DCXAI,moreThan10,1AMonth,bottled,Y,cementPoor,working,Other Hospital,Other Hospital,Water,Unknown,street,4,0,,
37,GEoANM3n9Y,moreThan10,1AWeek,tap,Y,cementPoor,working,Other Hospital,Dentist,Other,1-2,other,4,0,,
38,APd9DjCZZ8,3-4,Never,bottled,Y,dirtWorking,working,Other,Other,Water,Unknown,other,4,0,,
39,SDsK4BRlDe,3-4,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Roads,1-2,outside house,4,0,,
40,RQ5aRGHKXu,moreThan10,2-3AWeek,bottled,Y,cementPoor,poor,Other Hospital,Dentist,Other,1-2,other,4,0,,
41,RQ5aRGHKXu,moreThan10,2-3AWeek,bottled,Y,cementPoor,poor,Other Hospital,Dentist,Other,1-2,other,4,0,,
42,7bF6YFxuIz,moreThan10,4-6AWeek,tap,Y,cementPoor,poor,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
43,7bF6YFxuIz,moreThan10,4-6AWeek,tap,Y,cementPoor,poor,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
44,7bF6YFxuIz,moreThan10,4-6AWeek,tap,Y,cementPoor,poor,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
45,7bF6YFxuIz,moreThan10,4-6AWeek,tap,Y,cementPoor,poor,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
46,7bF6YFxuIz,moreThan10,4-6AWeek,tap,Y,cementPoor,poor,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
47,7bF6YFxuIz,moreThan10,4-6AWeek,tap,Y,cementPoor,poor,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
48,7bF6YFxuIz,moreThan10,4-6AWeek,tap,Y,cementPoor,poor,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
49,7bF6YFxuIz,moreThan10,4-6AWeek,tap,Y,cementPoor,poor,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
50,7bF6YFxuIz,moreThan10,4-6AWeek,tap,Y,cementPoor,poor,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
51,7bF6YFxuIz,moreThan10,4-6AWeek,tap,Y,cementPoor,poor,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
52,7bF6YFxuIz,moreThan10,4-6AWeek,tap,Y,cementPoor,poor,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
53,7bF6YFxuIz,moreThan10,4-6AWeek,tap,Y,cementPoor,poor,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
54,7bF6YFxuIz,moreThan10,4-6AWeek,tap,Y,cementPoor,poor,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
55,7bF6YFxuIz,moreThan10,4-6AWeek,tap,Y,cementPoor,poor,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
56,7bF6YFxuIz,moreThan10,4-6AWeek,tap,Y,cementPoor,poor,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
57,neoEkosSeM,5-10,1AMonth,bottled,Y,dirtWorking,working,Other Hospital,Other Hospital,Water,Unknown,street,4,0,,
58,DQN82bQNPI,lessThan1,2-3AWeek,bottled,Y,cementWorking,poor,Clinic,Other Hospital,Other,1-2,outside house,4,0,,
59,FZwlRTaK8F,moreThan10,2-3AWeek,bottled,Y,cementPoor,working,Other Hospital,Dentist,Water,1-2,street,4,0,,
60,FZwlRTaK8F,moreThan10,2-3AWeek,bottled,Y,cementPoor,working,Other Hospital,Dentist,Water,1-2,street,4,0,,
61,FZwlRTaK8F,moreThan10,2-3AWeek,bottled,Y,cementPoor,working,Other Hospital,Dentist,Water,1-2,street,4,0,,
62,FZwlRTaK8F,moreThan10,2-3AWeek,bottled,Y,cementPoor,working,Other Hospital,Dentist,Water,1-2,street,4,0,,
63,FZwlRTaK8F,moreThan10,2-3AWeek,bottled,Y,cementPoor,working,Other Hospital,Dentist,Water,1-2,street,4,0,,
64,FZwlRTaK8F,moreThan10,2-3AWeek,bottled,Y,cementPoor,working,Other Hospital,Dentist,Water,1-2,street,4,0,,
65,FZwlRTaK8F,moreThan10,2-3AWeek,bottled,Y,cementPoor,working,Other Hospital,Dentist,Water,1-2,street,4,0,,
66,FZwlRTaK8F,moreThan10,2-3AWeek,bottled,Y,cementPoor,working,Other Hospital,Dentist,Water,1-2,street,4,0,,
67,eLmW6jI7S6,5-10,2-3AWeek,bottled,Y,dirtWorking,working,Other Hospital,Other,Water,Unknown,outside house,4,0,,
68,0VpSqZMHAo,,,,,,,Other,Other,Other,0,other,4,0,,
69,UZ6q1Bjktz,3-4,1AWeek,bottled,Y,dirtWorking,working,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
70,Gl5VvFzJaD,1-2,2-3AWeek,bottled,Y,,,Clinic,Other Hospital,Water,Unknown,outside house,4,0,,
71,OCdBbUeEwN,lessThan1,Never,bottled,Y,dirtWorking,working,Clinic,Clinic,Water,Unknown,outside house,4,0,,
72,nYGqujwrX6,moreThan10,4-6AWeek,bottled,Y,cementWorking,working,Clinic,Other,Other,1-2,other,4,0,,
73,0FfwWMlQ8z,moreThan10,4-6AWeek,bottled,Y,cementWorking,working,Other,Other,Other,1-2,other,4,0,,
74,DFwdvyWcGG,5-10,everyday,bottled,Y,cementPoor,poor,Other Hospital,Other Hospital,Roads,1-2,outside house,4,0,,
75,qe7QtNWbPu,1-2,everyday,bottled,Y,cementPoor,poor,Other Hospital,Dentist,Roads,1-2,outside house,4,0,,
76,8SbJkpm1HS,lessThan1,1AWeek,bottled,Y,cementWorking,working,Clinic,Dentist,Roads,1-2,other,4,0,,
77,Or5K0WKPm3,1-2,everyday,bottled,Y,cementPoor,poor,Other,Dentist,Delinquents,1-2,outside house,4,0,,
78,0R4Dn7PLkT,5-10,everyday,tap,Y,cementPoor,poor,Clinic,Other,Roads,1-2,other,4,0,,
79,94Syqn5HDk,moreThan10,4-6AWeek,bottled,Y,cementPoor,working,Clinic,Clinic,Garbage,1-2,other,4,0,,
80,94Syqn5HDk,moreThan10,4-6AWeek,bottled,Y,cementPoor,working,Clinic,Clinic,Garbage,1-2,other,4,0,,
81,bpoy1ufQmf,5-10,2-3AWeek,bottled,Y,cementPoor,working,Other Hospital,Dentist,Roads,1-2,other,4,0,,
82,5r6hMiNrIG,moreThan10,4-6AWeek,bottled,Y,cementWorking,working,Clinic,Clinic,Water,1-2,other,4,0,,
83,podEmwBg6G,moreThan10,1AWeek,tap,Y,dirtWorking,working,Other,Dentist,Roads,Unknown,outside house,4,0,,
84,5r6hMiNrIG,moreThan10,4-6AWeek,bottled,Y,cementWorking,working,Clinic,Clinic,Water,1-2,other,4,0,,
85,5r6hMiNrIG,moreThan10,4-6AWeek,bottled,Y,cementWorking,working,Clinic,Clinic,Water,1-2,other,4,0,,
86,5Tv47EWCwt,lessThan1,2-3AWeek,bottled,Y,cementWorking,working,Other,Dentist,Other,1-2,other,4,0,,
87,5Tv47EWCwt,lessThan1,2-3AWeek,bottled,Y,cementWorking,working,Other,Dentist,Other,1-2,other,4,0,,
88,4UPAxCvTvX,5-10,everyday,bottled,Y,dirtPoor,poor,Clinic,Other Hospital,Roads,1-2,other,4,0,,
89,PXysyewzgq,lessThan1,2-3AWeek,bottled,Y,cementPoor,working,Other Hospital,Other Hospital,Roads,Unknown,outside house,4,0,,
90,keG3GZFJkj,moreThan10,4-6AWeek,tap,Y,cementPoor,poor,Other Hospital,Other,Other,1-2,other,4,0,,
91,keG3GZFJkj,moreThan10,4-6AWeek,bottled,Y,cementPoor,poor,Other Hospital,Other,Other,1-2,other,4,0,,
92,uUHbPLGrg1,moreThan10,everyday,bottled,Y,cementWorking,working,Other Hospital,Dentist,Delinquents,1-2,other,4,0,,
93,IBF2UwJoY7,lessThan1,everyday,tap,Y,cementWorking,working,Other,Dentist,Water,1-2,other,4,0,,
94,YF34QH25ez,moreThan10,everyday,bottled,Y,cementPoor,poor,Other Hospital,Other,Roads,1-2,other,4,0,,
95,fKFtPmH62L,1-2,everyday,bottled,Y,cementPoor,working,Clinic,Other,Other,1-2,street,4,0,,
96,zPTiefSghK,moreThan10,everyday,bottled,Y,cementWorking,working,Other,Dentist,Delinquents,1-2,outside house,4,0,,
97,dSwjnmLhTM,1-2,everyday,tap,Y,cementWorking,working,Other Hospital,Other Hospital,Roads,1-2,outside house,4,0,,
98,Vbq0GTl5e0,moreThan10,1AMonth,tap,Y,cementWorking,working,Other,Dentist,Roads,1-2,other,4,0,,
99,EgeOrfRAzO,moreThan10,everyday,bottled,Y,dirtWorking,working,Other Hospital,Dentist,Delinquents,Unknown,street,4,0,,
100,yiyJX4Ez4E,1-2,everyday,bottled,Y,dirtPoor,poor,Clinic,Other,Other,1-2,street,4,0,,
101,cx89qDZowO,lessThan1,2-3AWeek,bottled,Y,cementWorking,working,Clinic,Other,Water,1-2,other,4,0,,
102,ctAgZpcOZ7,moreThan10,Never,bottled,Y,dirtPoor,poor,Other Hospital,Other,Delinquents,1-2,street,4,0,,
103,v1WRHN7pC1,1-2,2-3AWeek,bottled,Y,cementWorking,working,Clinic,Dentist,Water,1-2,outside house,4,0,,
104,YgcTHgsuIr,3-4,2-3AWeek,bottled,Y,cementWorking,working,Other,Dentist,Water,1-2,outside house,4,0,,
105,chqazonkeq,5-10,1AWeek,tap,Y,cementWorking,working,Clinic,Dentist,Water,Unknown,outside house,4,0,,
106,G3MvaEZWGb,moreThan10,1AWeek,tap,Y,cementPoor,poor,Other Hospital,Other Hospital,Water,Unknown,street,4,0,,
107,HYYhzdpTkN,moreThan10,1AWeek,tap,Y,cementPoor,working,Clinic,Dentist,Water,1-2,other,4,0,,
108,fxoTnUUTfS,1-2,4-6AWeek,bottled,Y,dirtPoor,poor,Other Hospital,Other Hospital,Water,Unknown,street,4,0,,
109,6NTez2OazB,moreThan10,2-3AWeek,bottled,Y,cementWorking,working,Clinic,Clinic,Water,Unknown,outside house,4,0,,
110,EcZgpHXlpN,moreThan10,1AMonth,tap,Y,cementPoor,working,Other Hospital,Other,Water,1-2,other,4,0,,
111,37HmEJqGDb,moreThan10,2-3AWeek,bottled,Y,cementWorking,working,Other,Dentist,Water,Unknown,outside house,4,0,,
112,37HmEJqGDb,moreThan10,2-3AWeek,bottled,Y,cementWorking,working,Other,Dentist,Water,Unknown,outside house,4,0,,
113,KD4ggf7ErJ,moreThan10,2-3AWeek,bottled,Y,cementWorking,working,Other,Dentist,Water,Unknown,street,4,0,,
114,KD4ggf7ErJ,moreThan10,2-3AWeek,bottled,Y,cementWorking,working,Other,Dentist,Water,Unknown,street,4,0,,
115,51C0mdJ9Zk,moreThan10,1AMonth,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
116,R4SSTHwDXI,5-10,1AMonth,bottled,Y,cementPoor,poor,Other Hospital,Other Hospital,Water,Unknown,other,4,0,,
117,R4SSTHwDXI,5-10,1AMonth,bottled,Y,cementPoor,poor,Other Hospital,Other Hospital,Water,Unknown,other,4,0,,
118,NUs2IAEypI,moreThan10,1AMonth,bottled,Y,cementPoor,poor,Other,Dentist,Water,1-2,street,4,0,,
119,YZmxsG08CL,5-10,Never,bottled,Y,dirtWorking,working,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
120,UnqsTjlLKx,moreThan10,Never,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
121,4UN56rfOMW,moreThan10,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Water,1-2,street,4,0,,
122,YY5pwmiFEh,1-2,Never,tap,Y,cementWorking,working,Other Hospital,Other Hospital,Other,1-2,outside house,4,0,,
123,8WdGLnzSA1,moreThan10,,,,,,Other,Other,Water,0,other,4,0,,
124,8WdGLnzSA1,moreThan10,Never,tap,Y,cementWorking,working,Other Hospital,Other,Water,1-2,outside house,4,0,,
125,2xoBEEBRNY,1-2,everyday,bottled,Y,cementWorking,working,Other Hospital,Other,Other,1-2,street,4,0,,
126,wz9GWenAFh,1-2,Never,bottled,Y,dirtPoor,working,Other Hospital,Other,Water,1-2,outside house,4,0,,
127,v9o66WwNVu,moreThan10,everyday,bottled,Y,cementWorking,working,Clinic,Other,Other,1-2,street,4,0,,
128,hedb8FBtgj,3-4,everyday,bottled,Y,cementPoor,working,Other Hospital,Other,Delinquents,1-2,street,4,0,,
129,hedb8FBtgj,3-4,everyday,bottled,Y,cementPoor,working,Other Hospital,Other,Delinquents,1-2,street,4,0,,
130,hedb8FBtgj,3-4,everyday,bottled,Y,cementPoor,working,Other Hospital,Other,Delinquents,1-2,street,4,0,,
131,hedb8FBtgj,3-4,everyday,bottled,Y,cementPoor,working,Other Hospital,Other,Delinquents,1-2,street,4,0,,
132,hedb8FBtgj,3-4,everyday,bottled,Y,cementPoor,working,Other Hospital,Other,Delinquents,1-2,street,4,0,,
133,hedb8FBtgj,3-4,everyday,bottled,Y,cementPoor,working,Other Hospital,Other,Delinquents,1-2,street,4,0,,
134,hedb8FBtgj,3-4,everyday,bottled,Y,cementPoor,working,Other Hospital,Other,Delinquents,1-2,street,4,0,,
135,hedb8FBtgj,3-4,everyday,bottled,Y,cementPoor,working,Other Hospital,Other,Delinquents,1-2,street,4,0,,
136,hedb8FBtgj,3-4,everyday,bottled,Y,cementPoor,working,Other Hospital,Other,Delinquents,1-2,street,4,0,,
137,hedb8FBtgj,3-4,everyday,bottled,Y,cementPoor,working,Other Hospital,Other,Delinquents,1-2,street,4,0,,
138,hedb8FBtgj,3-4,everyday,bottled,Y,cementPoor,working,Other Hospital,Other,Delinquents,1-2,street,4,0,,
139,hedb8FBtgj,3-4,everyday,bottled,Y,cementPoor,working,Other Hospital,Other,Delinquents,1-2,street,4,0,,
140,hedb8FBtgj,3-4,everyday,bottled,Y,cementPoor,working,Other Hospital,Other,Delinquents,1-2,street,4,0,,
141,C2fzmVTTgC,1-2,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Water,1-2,outside house,4,0,,
142,fiO9irTd3F,moreThan10,,tap,,,,Other,Other,Other,0,other,4,0,,
143,Fw263aKd5O,5-10,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Delinquents,1-2,outside house,4,0,,
144,EtIFTBgZPA,1-2,2-3AWeek,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Water,1-2,outside house,4,0,,
145,ijUdAzhpCe,lessThan1,2-3AWeek,bottled,Y,cementWorking,working,Other,Dentist,Other,1-2,outside house,4,0,,
146,gd910u1tKZ,1-2,2-3AWeek,bottled,Y,cementWorking,working,Clinic,Dentist,Water,1-2,outside house,4,0,,
147,DDiPRcC73G,lessThan1,2-3AWeek,bottled,Y,cementWorking,working,Clinic,Dentist,Other,1-2,outside house,4,0,,
148,X4gm8UiH9J,5-10,4-6AWeek,bottled,Y,cementWorking,working,Clinic,Other,Water,1-2,other,4,0,,
149,X4gm8UiH9J,5-10,4-6AWeek,bottled,Y,cementWorking,working,Other,Other,Water,3-5,other,4,0,,
150,ZaBuUzMf4e,1-2,everyday,bottled,Y,cementWorking,working,Other,Other,Garbage,1-2,other,4,0,,
151,mkgfUj0Kfs,3-4,4-6AWeek,bottled,Y,cementWorking,working,Other,Other,Garbage,3-5,other,4,0,,
152,mkgfUj0Kfs,3-4,4-6AWeek,bottled,Y,cementWorking,working,Other,Other,Garbage,3-5,other,4,0,,
153,s6g6lAatce,3-4,4-6AWeek,bottled,Y,cementWorking,working,Other,Other,Garbage,3-5,other,4,0,,
154,QQx1cvmHjY,,,,,,,Other,Other,Other,0,other,11,3,,
155,FoatG2gGXl,1-2,everyday,tap,Y,dirtPoor,working,Other,Other,Other,3-5,other,8,1,owned,
156,tFt6s0F1wM,moreThan10,everyday,tap,Y,dirtPoor,poor,Clinic,Other Hospital,Roads,Unknown,street,5,0,owned,
157,tFt6s0F1wM,moreThan10,everyday,tap,Y,dirtPoor,poor,Clinic,Other Hospital,Roads,Unknown,street,5,0,owned,
158,UKZTtutBjC,5-10,2-3AWeek,tap,Y,cementWorking,working,Clinic,Clinic,Roads,1-2,outside house,2,0,owned,
159,4ugIyaG340,moreThan10,1AMonth,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Water,1-2,outside house,8,1,owned,
160,4ugIyaG340,moreThan10,1AMonth,bottled,Y,cementWorking,working,Other Hospital,Other Hospital,Water,1-2,outside house,8,1,owned,
161,JdM7v7vcxi,3-4,everyday,tap,Y,cementWorking,poor,Clinic,Other Hospital,Water,1-2,outside house,7,3,owned,
162,YDAoFcHA1Y,moreThan10,1AMonth,tap,Y,dirtWorking,working,Other Hospital,Other Hospital,Roads,1-2,outside house,3,0,owned,
163,830aOQCTgZ,moreThan10,1AWeek,tap,Y,dirtWorking,working,Other,Other Hospital,Other,0,street,2,0,owned,
164,DcNcrFI6Aa,3-4,1AWeek,tap,Y,cementWorking,working,Other Hospital,Other Hospital,Other,1-2,outside house,1,0,owned,
165,0ABojeui4H,lessThan1,4-6AWeek,bottled,Y,cementWorking,working,Other Hospital,Clinic,Delinquents,1-2,sidewalk,4,0,,
166,44vEJP3Of3,lessThan1,4-6AWeek,bottled,Y,cementWorking,working,Other Hospital,Other,Delinquents,1-2,sidewalk,5,1,owned,
167,L8WZCfSfGp,moreThan10,4-6AWeek,tap,Y,cementWorking,working,Other Hospital,Other,Delinquents,1-2,sidewalk,4,0,,
168,L8WZCfSfGp,moreThan10,4-6AWeek,tap,Y,cementWorking,working,Other Hospital,Other,Delinquents,1-2,sidewalk,4,0,,
169,L8WZCfSfGp,moreThan10,4-6AWeek,tap,Y,cementWorking,working,Other Hospital,Other,Delinquents,1-2,sidewalk,4,0,,
170,L8WZCfSfGp,moreThan10,4-6AWeek,tap,Y,cementWorking,working,Other Hospital,Other,Delinquents,1-2,sidewalk,4,0,,
171,L8WZCfSfGp,moreThan10,4-6AWeek,tap,Y,cementWorking,working,Other Hospital,Other,Delinquents,1-2,sidewalk,4,0,,
172,L8WZCfSfGp,moreThan10,4-6AWeek,tap,Y,cementWorking,working,Other Hospital,Other,Delinquents,1-2,sidewalk,4,0,,
173,wtKCes5yFM,moreThan10,1AWeek,bottled,Y,cementWorking,working,Other,Other,Lighting,1-2,sidewalk,4,1,rented,
174,2H4TYUo6aK,lessThan1,4-6AWeek,tap,Y,cementWorking,working,Other Hospital,Other,Garbage,1-2,street,4,0,,
175,2H4TYUo6aK,lessThan1,4-6AWeek,tap,Y,cementWorking,working,Other Hospital,Other,Garbage,1-2,street,4,0,,
176,2H4TYUo6aK,lessThan1,4-6AWeek,tap,Y,cementWorking,working,Other Hospital,Other,Garbage,1-2,street,4,0,,
177,2H4TYUo6aK,lessThan1,4-6AWeek,tap,Y,cementWorking,working,Other Hospital,Other,Garbage,1-2,street,4,0,,
178,2H4TYUo6aK,lessThan1,4-6AWeek,tap,Y,cementWorking,working,Other Hospital,Other,Garbage,1-2,street,4,0,,
179,2H4TYUo6aK,lessThan1,4-6AWeek,tap,Y,cementWorking,working,Other Hospital,Other,Garbage,1-2,street,4,0,,
180,2H4TYUo6aK,lessThan1,4-6AWeek,tap,Y,cementWorking,working,Other Hospital,Other,Garbage,1-2,street,4,0,,
181,9VdOKGWkR2,lessThan1,everyday,bottled,Y,cementWorking,working,Other,Other,Other,1-2,sidewalk,1,2,rented,
182,waLKHu6hTv,5-10,Never,tap,Y,cementWorking,working,Other Hospital,Other,Water,1-2,outside house,4,0,owned,
183,40AWZJpsVF,moreThan10,4-6AWeek,bottled,Y,cementWorking,working,Other Hospital,Other,Other,1-2,sidewalk,4,0,,
184,40AWZJpsVF,moreThan10,4-6AWeek,bottled,Y,cementWorking,working,Other Hospital,Other,Other,1-2,sidewalk,4,0,,
185,dQdl8a6LqM,5-10,everyday,bottled,Y,cementWorking,working,Other,Other Hospital,Water,1-2,outside house,5,0,owned,
186,fYDc9VS7Su,5-10,everyday,tap,Y,dirtPoor,poor,Other Hospital,Other,Other,1-2,outside house,6,0,owned,
187,bY5jysdh2c,moreThan10,Never,tap,Y,cementWorking,poor,Clinic,Other,Other,1-2,outside house,1,0,owned,
188,HfIchzOysE,5-10,everyday,tap,Y,cementWorking,working,Other Hospital,Clinic,Water,1-2,outside house,1,0,rented,
189,DKk2YZodCT,moreThan10,everyday,tap,Y,cementWorking,working,Other Hospital,Other,Other,1-2,outside house,4,0,owned,
190,TnPbt5VF9r,5-10,Never,tap,Y,cementPoor,poor,Other Hospital,Other,Water,1-2,outside house,5,0,owned,
191,09adCfNa0B,5-10,Never,bottled,Y,cementPoor,poor,Clinic,Other,Water,1-2,outside house,5,0,owned,
192,09adCfNa0B,5-10,Never,bottled,Y,cementPoor,poor,Clinic,Other,Water,1-2,outside house,5,0,owned,
193,5qrfFKSFQR,moreThan10,2-3AWeek,bottled,Y,cementWorking,poor,Clinic,Other,Water,1-2,outside house,4,0,owned,
194,0RfMgTjZY4,3-4,everyday,bottled,Y,dirtPoor,poor,Clinic,Other,Other,1-2,outside house,2,0,owned,
195,c3hFsWRZik,1-2,Never,bottled,Y,cementWorking,poor,Other,Other,Water,1-2,outside house,2,0,owned,
196,H8Yt8qVaa5,1-2,everyday,bottled,Y,cementWorking,working,Other,Clinic,Other,1-2,outside house,3,1,owned,
197,H8Yt8qVaa5,1-2,everyday,bottled,Y,cementWorking,working,Other,Clinic,Other,1-2,outside house,3,1,owned,
198,AZOorQNq23,moreThan10,Never,tap,Y,cementWorking,working,Other Hospital,Other,Water,1-2,outside house,5,0,rented,
199,kkG1WOHI9o,5-10,Never,tap,Y,cementWorking,working,Other Hospital,Clinic,Water,1-2,outside house,5,0,owned,
200,kkG1WOHI9o,5-10,Never,tap,Y,cementWorking,working,Other Hospital,Clinic,Water,1-2,outside house,5,0,owned,
201,oj584wMIUX,1-2,2-3AWeek,tap,Y,cementWorking,working,Other Hospital,Other,Delinquents,1-2,outside house,4,0,owned,
202,oj584wMIUX,1-2,2-3AWeek,tap,Y,cementWorking,working,Other Hospital,Other,Delinquents,1-2,outside house,4,0,owned,
203,C0oR9ZkOWL,lessThan1,2-3AWeek,bottled,Y,cementPoor,working,Other Hospital,Other,Other,1-2,other,3,1,rented,
204,C0oR9ZkOWL,lessThan1,2-3AWeek,bottled,Y,cementPoor,working,Other Hospital,Other,Other,1-2,other,3,1,rented,
205,PwCkHNSGYC,moreThan10,everyday,bottled,Y,cementWorking,working,Clinic,Other,Delinquents,1-2,street,4,0,,
206,PwCkHNSGYC,moreThan10,everyday,bottled,Y,cementWorking,working,Clinic,Other,Delinquents,1-2,street,4,0,,
207,GzlHYKDUDf,moreThan10,2-3AWeek,tap,Y,cementPoor,poor,Other Hospital,Other,Roads,1-2,other,4,0,owned,
208,GzlHYKDUDf,moreThan10,2-3AWeek,tap,Y,cementPoor,poor,Other Hospital,Other,Roads,1-2,other,4,0,owned,
