objectId,yearsLivedinthecommunity,yearsLivedinThisHouse,waterAccess,typeofWaterdoyoudrink,latrineAccess,clinicAccess,conditionoFloorinyourhouse,conditionoRoofinyourhouse,medicalproblemswheredoyougo,dentalproblemswheredoyougo,biggestproblemofcommunity,timesperweektrashcollected,wheretrashleftbetweenpickups,numberofIndividualsLivingintheHouse,numberofChildrenLivinginHouseUndertheAgeof5,houseownership,bathroomAccess,stoveType,latitude,longitude
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
zACqgOIoWO,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Al Musa Hospital,Roads,Burned,burned,3,0,rented,,,0,0
wDoGI1wpjC,3_4,3_4,everyday,bottled,Y,N,cementWorking,working,Other,Other,Health,0,other,1,0,rented,,,0,0
nOvw7DcbIY,1_2,1_2,everyday,bottled,N,N,cementWorking,working,Al Musa Hospital,Other,Other,0,burned,4,0,rented,,,0,0
hSpnc8qqIh,3_4,3_4,everyday,bottled,N,Y,cementWorking,working,Ramon Santana Hospital,Other,Garbage,0,burned,4,2,rented,,,0,0
dpGsYNK2FD,1_2,1_2,everyday,bottled,Y,N,cementWorking,working,Other,Other,Delinquents,0,other,3,1,rented,,,0,0
KUNcr4PSls,5_10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Garbage,0,burned,5,2,rented,,,0,0
KUNcr4PSls,5_10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Garbage,0,burned,5,2,rented,,,0,0
KUNcr4PSls,5_10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Garbage,0,burned,5,2,rented,,,0,0
KUNcr4PSls,5_10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Garbage,0,burned,5,2,rented,,,0,0
KUNcr4PSls,5_10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Garbage,0,burned,5,2,rented,,,0,0
KUNcr4PSls,5_10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Garbage,0,burned,5,2,rented,,,0,0
KUNcr4PSls,5_10,5_10,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Garbage,0,burned,5,2,rented,,,0,0
YX9rk2y1NB,1_2,1_2,everyday,tap,Y,N,cementWorking,working,Other,Other,Lighting,0,other,4,1,rented,,,0,0
3EJRxp8D8v,1_2,1_2,everyday,bottled,N,N,cementWorking,working,Al Musa Hospital,Other,Other,0,burned,4,0,rented,,,0,0
Yf13FzgOC3,3_4,3_4,everyday,bottled,Y,Y,cementWorking,working,Other,Al Musa Hospital,Garbage,0,burned,1,0,rented,,,0,0
6EpLKFcSDO,5_10,5_10,everyday,bottled,Y,N,cementWorking,working,Other,Other,Lighting,0,other,1,0,rented,,,0,0
8No1y8uhTJ,1_2,3_4,everyday,bottled,Y,Y,cementWorking,working,Al Musa Hospital,Al Musa Hospital,Garbage,0,burned,1,0,rented,,,0,0
7gQwqq1hVg,lessThan1,lessThan1,everyday,bottled,Y,Y,cementWorking,working,Other Hospital,Other,Other,Unknown,burned,2,0,owned,,,0,0
itJJDUwHCZ,moreThan10,5_10,everyday,bottled,Y,Y,cementPoor,working,Ramon Santana Hospital,Ramon Santana Hospital,Garbage,0,burned,5,0,rented,,,0,0
WSrayHOhhd,moreThan10,moreThan10,everyday,bottled,Y,N,cementPoor,poor,Ramon Santana Hospital,Other,Health,1,other,1,0,owned,,,0,0
gc1KgltbpA,moreThan10,lessThan1,everyday,bottled,Y,N,cementPoor,working,Ramon Santana Hospital,Ramon Santana Hospital,Roads,Unknown,other,4,1,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
APzrvFcVh9,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other Hospital,Other Hospital,Other,Unknown,outside house,4,0,rented,,,0,0
1ZPeMhrcqA,5_10,5_10,everyday,bottled,N,N,cementPoor,poor,Ramon Santana Hospital,Other,Other,1,street,4,2,owned,,,0,0
P0D4QQCWvW,moreThan10,1_2,everyday,bottled,Y,N,cementPoor,poor,Ramon Santana Hospital,Ramon Santana Hospital,Other,Unknown,other,3,1,owned,,,0,0
GjIPylHid7,3_4,lessThan1,everyday,bottled,N,Y,cementWorking,working,Other,Other,Other,1,outside house,4,0,owned,,,0,0
GjIPylHid7,3_4,lessThan1,everyday,bottled,N,Y,cementWorking,working,Other,Other,Other,1,outside house,4,0,owned,,,0,0
oN2fZgABtb,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Ramon Santana Hospital,Other,Other,0,burned,5,1,owned,,,0,0
gebrXNkUVB,5_10,5_10,everyday,bottled,Y,N,cementPoor,working,Ramon Santana Hospital,Other,Garbage,1,street,4,0,owned,,,0,0
ZHgrwsr6bp,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,working,Other Hospital,Other,Other,1,outside house,4,0,rented,,,0,0
rJ8gmkcgsj,moreThan10,moreThan10,everyday,bottled,Y,N,cementPoor,poor,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,other,4,1,rented,,,0,0
PoRli9jiyh,5_10,5_10,everyday,bottled,N,N,cementPoor,poor,Al Musa Hospital,Other,Other,1,outside house,4,0,owned,,,0,0
M1NgXZyrCq,moreThan10,moreThan10,everyday,bottled,Y,N,cementPoor,poor,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,other,3,1,owned,,,0,0
M1NgXZyrCq,moreThan10,moreThan10,everyday,bottled,Y,N,cementPoor,poor,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,other,3,1,owned,,,0,0
M1NgXZyrCq,moreThan10,moreThan10,everyday,bottled,Y,N,cementPoor,poor,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,other,3,1,owned,,,0,0
M1NgXZyrCq,moreThan10,moreThan10,everyday,bottled,Y,N,cementPoor,poor,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,other,3,1,owned,,,0,0
M1NgXZyrCq,moreThan10,moreThan10,everyday,bottled,Y,N,cementPoor,poor,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,other,3,1,owned,,,0,0
M1NgXZyrCq,moreThan10,moreThan10,everyday,bottled,Y,N,cementPoor,poor,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,other,3,1,owned,,,0,0
J6MsccED2s,3_4,3_4,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Health,1,street,6,0,owned,,,0,0
YkMFSodi60,moreThan10,moreThan10,everyday,bottled,Y,Y,cementPoor,poor,Other,Al Musa Hospital,Other,1,street,6,0,owned,,,0,0
QBtNwBHE8B,1_2,lessThan1,everyday,bottled,N,N,cementWorking,working,Other Hospital,Other,Other,Unknown,street,4,0,owned,,,0,0
QBtNwBHE8B,1_2,lessThan1,everyday,bottled,N,N,cementWorking,working,Other Hospital,Other,Other,Unknown,street,4,0,owned,,,0,0
rlkSBvUYGX,3_4,3_4,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,other,4,2,owned,,,0,0
rlkSBvUYGX,3_4,3_4,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,other,4,2,owned,,,0,0
3kKpk0taQ6,moreThan10,5_10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Health,1,street,4,0,rented,,,0,0
kmxgSuTivD,moreThan10,moreThan10,everyday,bottled,Y,N,cementPoor,poor,Al Musa Hospital,Other Hospital,Other,1,street,4,0,owned,,,0,0
kmxgSuTivD,moreThan10,moreThan10,everyday,bottled,Y,N,cementPoor,poor,Al Musa Hospital,Other Hospital,Other,1,street,4,0,owned,,,0,0
XqsO5Aie2Z,moreThan10,lessThan1,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,street,4,1,owned,,,0,0
Xw21quobWc,moreThan10,lessThan1,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,street,6,0,owned,,,0,0
8PVldrNxur,3_4,3_4,everyday,bottled,Y,N,cementWorking,poor,Ramon Santana Hospital,Other,Other,1,street,1,0,rented,,,0,0
zTRvRDhYVY,moreThan10,1_2,everyday,bottled,Y,Y,cementPoor,poor,Ramon Santana Hospital,Other,Other,1,other,6,0,rented,,,0,0
qS03vz5yJL,5_10,5_10,everyday,bottled,Y,N,dirtPoor,working,Ramon Santana Hospital,Other,Health,1,street,1,0,owned,,,0,0
ocDeY58Xzm,5_10,5_10,everyday,bottled,Y,N,cementWorking,working,Other,Other,Garbage,1,street,4,2,rented,,,0,0
eV8PXC5N7U,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,street,2,0,owned,,,0,0
krWynqaLZw,moreThan10,moreThan10,everyday,bottled,Y,N,cementPoor,working,Ramon Santana Hospital,Ramon Santana Hospital,Health,1,street,5,0,rented,,,0,0
xmJODuB1U0,moreThan10,moreThan10,everyday,bottled,Y,N,cementPoor,working,Ramon Santana Hospital,Other,Health,1,street,5,0,owned,,,0,0
USNMVGiKmM,moreThan10,5_10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Water,1,street,3,1,owned,,,0,0
USNMVGiKmM,moreThan10,5_10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Water,1,street,3,1,owned,,,0,0
USNMVGiKmM,moreThan10,5_10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Water,1,street,3,1,owned,,,0,0
GclHddxS2d,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Other Hospital,Other Hospital,Other,1,outside house,4,0,owned,,,0,0
8hLnFfhcru,lessThan1,lessThan1,everyday,bottled,Y,Y,cementPoor,poor,Clinic,Clinic,Other,2,street,2,0,owned,,,0,0
BXQ9smQeCp,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,street,6,0,owned,,,0,0
opcplUGqBz,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,street,6,0,rented,,,0,0
mNBDHCYYDJ,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,street,7,2,owned,,,0,0
Hwy9X54DPY,moreThan10,lessThan1,everyday,bottled,Y,Y,cementWorking,working,Clinic,Other,Other,Unknown,street,4,0,owned,,,0,0
Z9O6DNc8c7,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Ramon Santana Hospital,Garbage,2,outside house,4,0,owned,,,0,0
56cJvk7D4J,3_4,3_4,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,street,3,0,owned,,,0,0
56cJvk7D4J,3_4,3_4,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,street,3,0,owned,,,0,0
56cJvk7D4J,3_4,3_4,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,street,3,0,owned,,,0,0
56cJvk7D4J,3_4,3_4,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,street,3,0,owned,,,0,0
56cJvk7D4J,3_4,3_4,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,street,3,0,owned,,,0,0
9yvHarCGRq,moreThan10,lessThan1,everyday,bottled,Y,N,cementWorking,working,Other Hospital,Other Hospital,Other,1,outside house,4,0,owned,,,0,0
Asxuqp1kEy,moreThan10,moreThan10,everyday,tap,Y,N,cementWorking,working,Other,Other,Roads,1,street,4,0,owned,,,0,0
Asxuqp1kEy,moreThan10,moreThan10,everyday,tap,Y,N,cementWorking,working,Other,Other,Roads,1,street,4,0,owned,,,0,0
hKpiIDzVvp,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,street,4,1,rented,,,0,0
SNeUGRuwjd,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,street,6,2,owned,,,0,0
3NHKBm2Guo,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,street,4,1,owned,,,0,0
4my1KSozLc,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,other,4,0,owned,,,0,0
DXznJ6cdOq,lessThan1,lessThan1,everyday,bottled,Y,N,cementPoor,poor,Ramon Santana Hospital,Ramon Santana Hospital,Garbage,1,street,2,0,rented,,,0,0
G0Sp4cHDjV,moreThan10,1_2,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,street,2,0,owned,,,0,0
G0Sp4cHDjV,moreThan10,1_2,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,street,2,0,owned,,,0,0
G0Sp4cHDjV,moreThan10,1_2,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,street,2,0,owned,,,0,0
G0Sp4cHDjV,moreThan10,1_2,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,street,2,0,owned,,,0,0
G0Sp4cHDjV,moreThan10,1_2,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,street,2,0,owned,,,0,0
G0Sp4cHDjV,moreThan10,1_2,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,street,2,0,owned,,,0,0
G0Sp4cHDjV,moreThan10,1_2,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,street,2,0,owned,,,0,0
7XrGREuvvU,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,poor,Ramon Santana Hospital,Ramon Santana Hospital,Other,1,street,5,3,owned,,,0,0
89ywVNSmHF,moreThan10,moreThan10,everyday,tap,Y,N,cementPoor,poor,Ramon Santana Hospital,Other,Other,1,street,1,0,owned,,,0,0
Ubpc9X17K1,moreThan10,moreThan10,everyday,bottled,Y,Y,cementWorking,working,Other,Other,Other,2,outside house,5,1,owned,,,0,0
Ua0BQ5LJuV,moreThan10,moreThan10,everyday,bottled,Y,N,dirtPoor,poor,Ramon Santana Hospital,Ramon Santana Hospital,Roads,1,street,5,0,owned,,,0,0
kpdhXD9u0O,3_4,3_4,everyday,tap,Y,N,cementPoor,working,Al Musa Hospital,Al Musa Hospital,Other,1,street,4,0,owned,,,0,0
McR71XIMGj,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Roads,1,street,7,1,owned,,,0,0
McR71XIMGj,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Roads,1,street,7,1,owned,,,0,0
McR71XIMGj,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Roads,1,street,7,1,owned,,,0,0
McR71XIMGj,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Roads,1,street,7,1,owned,,,0,0
McR71XIMGj,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Roads,1,street,7,1,owned,,,0,0
McR71XIMGj,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Roads,1,street,7,1,owned,,,0,0
McR71XIMGj,moreThan10,moreThan10,everyday,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Roads,1,street,7,1,owned,,,0,0
HUuGo8DNCx,moreThan10,lessThan1,everyday,bottled,Y,Y,,,Ramon Santana Hospital,Ramon Santana Hospital,Health,2,other,3,0,,,,0,0
qqCe0qJ2au,moreThan10,lessThan1,everyday,bottled,Y,N,cementWorking,working,Other,Other,Unemployment,1,street,5,2,rented,,,0,0
D0H4x0vYMw,3_4,3_4,everyday,tap,N,N,cementPoor,poor,Al Musa Hospital,Other,Other,1,street,1,0,rented,,,0,0
eAto56cIwB,moreThan10,lessThan1,everyday,bottled,N,N,cementPoor,poor,Ramon Santana Hospital,Al Musa Hospital,Other,Unknown,outside house,2,0,rented,,,0,0
AmEWXdq7HX,moreThan10,moreThan10,everyday,bottled,Y,Y,dirtPoor,poor,Al Musa Hospital,Other,Garbage,1,burned,1,0,rented,,,0,0
DWAL2rsdCA,moreThan10,moreThan10,2-3AWeek,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Water,0,other,5,0,owned,,,0,0
JVN22V34Zl,moreThan10,lessThan1,Never,bottled,N,N,cementPoor,poor,Other Hospital,Other,Water,0,burned,1,0,rented,,,0,0
ipawWF64qG,moreThan10,moreThan10,1AWeek,tap,N,Y,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Water,0,burned,1,0,rented,,,0,0
ANbnDMlfKh,1_2,1_2,Never,bottled,Y,N,cementWorking,working,Other Hospital,Other,Water,0,burned,4,2,,,,0,0
BJC5LDtz8J,moreThan10,moreThan10,1AWeek,bottled,Y,Y,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Water,0,burned,2,0,rented,,,0,0
9nAQ3xF5KR,5_10,5_10,1AMonth,bottled,Y,N,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Water,0,other,5,3,owned,,,0,0
100XnZXaVf,5_10,5_10,1AWeek,bottled,Y,Y,cementWorking,working,Ramon Santana Hospital,Ramon Santana Hospital,Water,0,burned,4,1,rented,,,0,0
